match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_accurateCross,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAGoal
10407421,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,298,M,39457,EUR,641347200,G,49,49,False,40.0,27.0,21.0,10.0,23.0,26.0,4.0,14.0,1.0,1.0,1.0,10.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,51.0,7.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Ross Sykes,ross-sykes,R. Sykes,D,26,196,237,M,845558,EUR,922406400,D,26,26,False,36.0,31.0,6.0,4.0,21.0,21.0,10.0,15.0,1.0,4.0,1.0,6.0,,,,,,,61.0,48.0,6.7,6.0,0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,314,M,303634,EUR,686793600,D,16,16,False,61.0,54.0,13.0,10.0,40.0,46.0,14.0,15.0,5.0,5.0,7.0,4.0,,,,,,,90.0,72.0,7.3,7.0,1,,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,44,44,False,56.0,48.0,9.0,4.0,36.0,39.0,12.0,17.0,2.0,6.0,1.0,5.0,,,,,,,90.0,73.0,6.8,8.0,1,,,4.0,1.0,,,4.0,1.0,,2.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,335,M,797279,EUR,826156800,M,2,2,False,33.0,26.0,4.0,3.0,10.0,11.0,16.0,25.0,3.0,8.0,,6.0,,,,,,,90.0,47.0,8.0,12.0,0,,,6.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,,,2.0,,1.0,3.0,1.0,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4130,M,845136,EUR,889228800,M,8,8,False,29.0,24.0,3.0,1.0,11.0,12.0,13.0,18.0,,5.0,1.0,4.0,,,,,,,90.0,52.0,6.4,13.0,2,Jean Thierry Lazare,Amani,8.0,,5.0,3.0,,2.0,1.0,2.0,1.0,,,1.0,,,1.0,,jtl_amani_8,4.0,1.0,2.0,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,400,M,826171,EUR,919382400,M,20,20,False,32.0,28.0,3.0,2.0,21.0,22.0,10.0,14.0,,2.0,,2.0,,,,,,,61.0,43.0,7.0,7.0,0,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,4.0,3.0,,1.0,,,3.0,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,17,17,False,55.0,51.0,5.0,4.0,25.0,27.0,27.0,32.0,1.0,3.0,,5.0,,,,,,,80.0,70.0,6.9,13.0,0,,,5.0,,2.0,,,1.0,1.0,1.0,,,,1.0,1.0,,4.0,2.0,,2.0,,,1.0,True,1.0,,,,,
10407421,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,710,M,902987,EUR,827884800,M,94,94,False,41.0,34.0,,,13.0,15.0,21.0,27.0,,6.0,2.0,8.0,,,,,,,90.0,64.0,7.3,14.0,0,,,2.0,1.0,1.0,,3.0,4.0,5.0,,,,,2.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,
10407421,home,Royale Union Saint-Gilloise,Dante Vanzeir,dante-vanzeir,D. Vanzeir,F,13,175,638,M,822673,EUR,892684800,F,13,13,False,19.0,10.0,,,2.0,3.0,8.0,18.0,3.0,3.0,,1.0,,,,,,,90.0,32.0,6.7,15.0,4,,,5.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,2.0,1.0,,1.0,2.0,3.0,,,1.0,1.0,1.0,,,
10407421,home,Royale Union Saint-Gilloise,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28827,M,978521,EUR,977529600,F,7,7,False,8.0,6.0,,,4.0,4.0,2.0,4.0,,3.0,,3.0,,,,,,,71.0,24.0,6.8,9.0,3,,,8.0,,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,boniface_jrn,3.0,1.0,1.0,,,,1.0,,,,
10407421,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,741,M,934196,EUR,879292800,D,59,59,True,13.0,8.0,1.0,,6.0,8.0,2.0,5.0,1.0,2.0,2.0,1.0,,,,,,,29.0,23.0,6.8,8.0,0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,José Rodríguez,jose-rodriguez,J. Rodríguez,M,,180,59,M,138394,EUR,787536000,M,4,4,True,9.0,8.0,,,6.0,7.0,2.0,2.0,,,,1.0,,,,,,,29.0,11.0,6.5,1.0,0,José,Rodríguez,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,F,11,11,True,7.0,4.0,1.0,,1.0,4.0,3.0,3.0,,,,1.0,,,,,,,19.0,8.0,6.5,3.0,0,,,,,,,,,,,,,,,,,,,simon.adingra,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Oussama El Azzouzi,oussama-el-azzouzi,O. E. Azzouzi,M,17,189,7762,M,1127191,EUR,991094400,M,6,6,True,4.0,1.0,,,1.0,2.0,,2.0,1.0,2.0,,,,,,,,,10.0,6.0,6.7,4.0,0,Oussama El Azzouzi,,,,,,,1.0,1.0,,,,,1.0,,,,,o.elazzouzi,,,,,,,,,,,
10407421,home,Royale Union Saint-Gilloise,Lucas Pirard,lucas-pirard,L. Pirard,G,21,191,83,M,190379,EUR,794793600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
