match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_clearanceOffLine,stat_penaltyConceded,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goalAssist,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork
11369820,home,KAS Eupen,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193,5893,M,978787,EUR,1084579200,G,24,24,False,43.0,26.0,29.0,12.0,19.0,21.0,7.0,22.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,53.0,7.0,18.0,0.0,0.0,0.00202299,0,0.4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369820,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187,35,M,1020435,EUR,1017273600,D,28,28,False,21.0,20.0,4.0,3.0,16.0,17.0,4.0,4.0,2.0,4.0,7.0,,,,,,,,,90.0,36.0,7.2,1.0,0.0,0.0,0.00091052,0,,,,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369820,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186,193,M,87507,EUR,672969600,D,4,4,False,28.0,25.0,5.0,2.0,19.0,19.0,6.0,9.0,1.0,2.0,5.0,5.0,,,,,,,,90.0,38.0,8.1,3.0,0.0,0.0,0.00230579,0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369820,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,D,3,3,False,60.0,44.0,12.0,2.0,24.0,31.0,20.0,29.0,1.0,4.0,1.0,7.0,,,,,,,,90.0,73.0,6.9,18.0,0.0,0.0,0.0263791,0,,,,2.0,3.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
11369820,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,149,M,990265,EUR,939686400,M,15,15,False,23.0,14.0,4.0,,8.0,11.0,7.0,16.0,,7.0,1.0,5.0,,,,,,,,90.0,46.0,7.3,15.0,0.8129,0.9949,0.0516877,2,,,,1.0,3.0,3.0,2.0,,1.0,,,,,1.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11369820,home,KAS Eupen,Brandon Baiye,baiye-brandon,B. Baiye,M,6,177,82,M,861975,EUR,977875200,M,6,6,False,21.0,19.0,1.0,1.0,7.0,8.0,12.0,13.0,1.0,4.0,1.0,5.0,,,,,,,,90.0,34.0,6.8,6.0,0.0,0.0,0.0406031,0,,,,2.0,9.0,1.0,1.0,,1.0,1.0,4.0,,,2.0,1.0,1.0,3.0,,,3.0,,,,,,,,,,,,
11369820,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,35,35,False,36.0,27.0,8.0,3.0,16.0,17.0,11.0,19.0,2.0,9.0,3.0,5.0,,,,,,,,90.0,51.0,6.7,10.0,0.0236,0.0,0.015645,1,,,,,3.0,4.0,3.0,,1.0,,,,,1.0,4.0,3.0,,,,2.0,,1.0,,,True,,,,,,,
11369820,home,KAS Eupen,Amadou Keita,amadou-keita,A. Keita,M,18,170,120,M,1145139,EUR,1004227200,M,18,18,False,32.0,28.0,2.0,2.0,16.0,17.0,12.0,15.0,,6.0,,8.0,,,,,,,,75.0,49.0,6.9,8.0,0.0588,0.0,0.0352492,2,,Amadou Keita,,5.0,10.0,,,,,5.0,2.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,,,2.0,1.0,,,,,
11369820,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,M,2,2,False,16.0,11.0,4.0,1.0,5.0,7.0,6.0,11.0,1.0,2.0,1.0,1.0,,,,,,,,75.0,32.0,6.7,13.0,0.0,0.0,0.00774567,0,,,,1.0,2.0,,,,3.0,,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11369820,home,KAS Eupen,Isaac Nuhu,isaac-nuhu,I. Nuhu,M,7,171,193,M,1047318,EUR,1001808000,F,7,7,False,22.0,17.0,,,5.0,5.0,12.0,17.0,,,,2.0,,,,,,,,85.0,37.0,7.4,11.0,0.5092,0.3467,0.199548,7,,,,1.0,8.0,1.0,,,,,2.0,,,3.0,,,2.0,,,1.0,,2.0,2.0,1.0,,3.0,3.0,1.0,,,,
