match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_clearanceOffLine,captain,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_interceptionWon,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals,stat_goalAssist
11369819,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,57.0,51.0,19.0,13.0,49.0,51.0,2.0,6.0,3.0,15.0,1.0,2.0,3.0,5.0,2.0,90.0,79.0,7.8,7.0,0.0,0.0,0.0007006,0,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369819,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,50.0,40.0,8.0,3.0,40.0,44.0,,6.0,5.0,2.0,1.0,,,,,69.0,67.0,6.5,12.0,0.0,0.0,0.00024136,0,,3.0,7.0,8.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11369819,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,64.0,61.0,9.0,7.0,58.0,60.0,3.0,4.0,13.0,9.0,1.0,,,,,90.0,83.0,7.8,4.0,0.107,0.0,0.00240393,1,,5.0,2.0,7.0,1.0,,2.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11369819,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,74.0,64.0,6.0,3.0,55.0,60.0,9.0,14.0,6.0,5.0,,,,,,90.0,86.0,6.7,11.0,0.0,0.0,0.00496181,0,,4.0,4.0,6.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,,True,,,,,,,,,,,,,
11369819,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,56.0,50.0,3.0,2.0,36.0,39.0,14.0,18.0,6.0,5.0,1.0,,,,,90.0,92.0,7.5,12.0,0.2546,0.2582,0.0279777,5,,2.0,7.0,4.0,1.0,,2.0,,,1.0,,3.0,4.0,1.0,,,,1.0,3.0,2.0,1.0,,,,,,,,,
11369819,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,33.0,26.0,3.0,1.0,22.0,24.0,5.0,10.0,,6.0,1.0,,,,,69.0,43.0,6.3,10.0,0.0183,0.0,0.00766733,1,,,9.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,
11369819,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,47.0,32.0,7.0,3.0,22.0,33.0,10.0,14.0,2.0,9.0,1.0,,,,,90.0,61.0,6.9,17.0,0.0457,0.0,0.0162223,2,,2.0,8.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,,3.0,,,,,,,2.0,,2.0,,2.0,,,,,,,
11369819,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,61.0,47.0,5.0,1.0,26.0,33.0,22.0,34.0,1.0,11.0,4.0,,,,,90.0,111.0,7.8,27.0,0.0537,0.0,0.220857,1,,1.0,3.0,16.0,,,,3.0,3.0,4.0,,,11.0,8.0,1.0,,,6.0,,,2.0,1.0,3.0,,,,,,,
11369819,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,51.0,35.0,8.0,4.0,20.0,25.0,18.0,32.0,1.0,5.0,1.0,,,,,90.0,71.0,7.1,25.0,0.0682,0.0,0.250533,1,,1.0,6.0,5.0,1.0,4.0,,,,,,,5.0,4.0,,,,6.0,1.0,,5.0,3.0,,,,,,,,
11369819,home,Sint-Truidense VV,Fatih Kaya,,,fatih-kaya,F. Kaya,F,29,183,257,M,930697,EUR,942364800,F,11,11,False,9.0,6.0,,,4.0,7.0,2.0,2.0,,1.0,2.0,,,,,69.0,17.0,6.8,5.0,0.2089,0.0,0.00253871,1,,4.0,7.0,5.0,,,1.0,,,1.0,2.0,5.0,,,,,,,1.0,,1.0,,,1.0,,,,,,
