match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_wonContest,stat_totalClearance,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_saves,stat_punches,stat_lastManTackle,stat_bigChanceCreated
12625016,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,1,1,False,18.0,15.0,8.0,5.0,0.0,13.0,15.0,2.0,3.0,1.0,4.0,1.0,1.0,90.0,22.0,6.2,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625016,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,,23,M,965309,EUR,892857600,D,51,51,False,21.0,18.0,2.0,1.0,0.0,7.0,8.0,12.0,18.0,1.0,1.0,,,73.0,45.0,6.3,13.0,0,15,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12625016,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,182.0,329,M,880083,EUR,646099200,D,15,15,False,43.0,40.0,11.0,9.0,0.0,24.0,24.0,16.0,19.0,1.0,6.0,,,90.0,51.0,6.7,4.0,0,5,,,,3.0,,,2.0,2.0,,True,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12625016,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185.0,1163,M,906407,EUR,702172800,D,3,3,False,60.0,49.0,18.0,14.0,0.0,30.0,35.0,19.0,26.0,8.0,8.0,3.0,2.0,90.0,85.0,7.5,17.0,3,3,1.0,,3.0,5.0,1.0,1.0,3.0,1.0,2.0,,,2.0,5.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,
12625016,home,Damac FC,Abdulrahman Al-Obaid,abdulrahman-al-obaid,A. Al-Obaid,D,172.0,51,M,818705,EUR,736128000,D,13,13,False,29.0,25.0,3.0,1.0,0.0,14.0,15.0,13.0,19.0,4.0,2.0,4.0,2.0,90.0,66.0,7.1,11.0,0,13,5.0,2.0,,3.0,1.0,,1.0,3.0,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,
12625016,home,Damac FC,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,170.0,26,M,871619,EUR,810345600,M,5,5,False,45.0,42.0,5.0,4.0,0.0,19.0,20.0,23.0,25.0,6.0,8.0,2.0,1.0,90.0,56.0,6.9,4.0,0,6,,,,4.0,1.0,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,,,,
12625016,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,171.0,4005,M,108673,EUR,736732800,M,32,32,False,34.0,27.0,5.0,1.0,1.0,10.0,10.0,18.0,29.0,2.0,2.0,1.0,,86.0,46.0,6.8,14.0,2,8,5.0,1.0,,1.0,,,,,2.0,,,,,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,
12625016,home,Damac FC,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,M,11,11,False,10.0,7.0,,,0.0,3.0,3.0,4.0,9.0,3.0,4.0,1.0,1.0,86.0,20.0,6.2,9.0,0,45,2.0,,,5.0,1.0,,4.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
12625016,home,Damac FC,Ayman Fallatah,ayman-fallatah,A. Fallatah,M,190.0,80,M,1517641,EUR,1065052800,M,95,95,False,27.0,22.0,3.0,2.0,0.0,6.0,8.0,16.0,19.0,5.0,8.0,1.0,1.0,90.0,41.0,6.8,11.0,1,95,,,1.0,5.0,1.0,1.0,4.0,,3.0,,1.0,3.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,
12625016,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,172.0,2369,M,342909,EUR,792633600,M,10,10,False,36.0,27.0,3.0,3.0,0.0,4.0,5.0,23.0,33.0,8.0,5.0,1.0,1.0,90.0,57.0,7.9,17.0,2,11,2.0,,,7.0,1.0,3.0,5.0,,1.0,,,4.0,,2.0,,,,,1.0,,3.0,1.0,,1.0,1.0,,,,,,
