match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_onTargetScoringAttempt,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_punches,stat_hitWoodwork,stat_goals
12624966,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,19.0,17.0,5.0,3.0,0.0,15.0,17.0,2.0,2.0,11.0,1.0,2.0,3.0,90.0,31.0,6.9,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624966,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,60.0,55.0,8.0,4.0,0.0,34.0,34.0,21.0,27.0,11.0,,,,90.0,71.0,7.1,6.0,1,True,1.0,5.0,2.0,5.0,6.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12624966,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,74.0,68.0,4.0,3.0,0.0,41.0,41.0,27.0,34.0,1.0,,,,90.0,83.0,7.4,8.0,1,,1.0,3.0,4.0,3.0,5.0,,3.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12624966,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,D,25,25,False,85.0,80.0,3.0,2.0,0.0,39.0,39.0,41.0,46.0,7.0,,,,90.0,101.0,7.1,7.0,0,,,1.0,2.0,6.0,9.0,,2.0,,4.0,2.0,2.0,,,,3.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
12624966,home,Al-Fayha,Khalid Al-Kaabi,khalid-al-kaabi,K. Al-Kaabi,M,70,171.0,9,M,791558,EUR,706579200,M,77,77,False,30.0,24.0,3.0,1.0,0.0,7.0,7.0,17.0,24.0,7.0,,,,70.0,48.0,6.6,12.0,1,,1.0,,,3.0,2.0,1.0,,2.0,,,1.0,,,,,3.0,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,,
12624966,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400,M,8,8,False,68.0,52.0,5.0,4.0,0.0,8.0,8.0,49.0,71.0,6.0,,,,90.0,98.0,7.4,31.0,1,,11.0,,,7.0,4.0,,,,,,,,,2.0,,4.0,2.0,,,1.0,5.0,,5.0,Alejandro,Pozuelo,5.0,1.0,,,,,
12624966,home,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,66,66,False,56.0,52.0,5.0,3.0,0.0,23.0,23.0,29.0,33.0,5.0,,,,78.0,69.0,7.0,7.0,0,,,1.0,1.0,3.0,4.0,,2.0,1.0,3.0,3.0,1.0,,,,,,,,,2.0,1.0,,1.0,Rakan Kaabi,,,,,,,,
12624966,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,15.0,13.0,2.0,1.0,0.0,5.0,5.0,8.0,10.0,1.0,,,,39.0,18.0,6.8,4.0,0,,,,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,1.0,,,,,1.0,,,,
12624966,home,Al-Fayha,Vinicius Rangel,rangel-vinicius,V. Rangel,D,2,177.0,64,M,1170706,EUR,1083283200,M,3,3,False,35.0,27.0,3.0,3.0,0.0,13.0,16.0,16.0,25.0,8.0,,,,78.0,54.0,7.1,15.0,0,,6.0,,,2.0,4.0,,1.0,1.0,2.0,2.0,2.0,,,2.0,1.0,,,,1.0,3.0,,,2.0,,,2.0,,,,,,
12624966,home,Al-Fayha,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400,F,9,9,False,8.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,8.0,,,,,90.0,20.0,6.5,8.0,3,,1.0,3.0,5.0,6.0,5.0,1.0,3.0,,,,1.0,3.0,,,,1.0,,,,1.0,1.0,,,,,,2.0,,,,,
12624966,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,10,10,False,36.0,24.0,1.0,,0.0,1.0,2.0,23.0,38.0,1.0,,,,90.0,62.0,8.0,22.0,4,,4.0,1.0,3.0,5.0,13.0,1.0,,,1.0,1.0,1.0,,1.0,3.0,,8.0,6.0,,,2.0,1.0,,,,,,2.0,,fashionjr10,,,
12624966,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,True,45.0,40.0,2.0,2.0,0.0,15.0,15.0,25.0,36.0,2.0,,,,51.0,64.0,6.9,14.0,2,,6.0,,,3.0,3.0,1.0,,1.0,3.0,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,
