match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_lastManTackle,stat_wasFouled,stat_goalAssist,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal
11352387,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,1,1,False,True,35.0,15.0,27.0,7.0,10.0,11.0,5.0,24.0,1.0,7.0,1.0,1.0,90.0,38.0,6.2,20.0,0.00365145,0,-0.2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352387,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,,20.0,12.0,6.0,1.0,6.0,10.0,8.0,12.0,2.0,4.0,,,70.0,44.0,6.7,12.0,0.129948,0,,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352387,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,,43.0,34.0,7.0,3.0,24.0,28.0,10.0,15.0,4.0,8.0,,,90.0,56.0,6.7,10.0,0.00504844,0,,,,5.0,,1.0,3.0,1.0,1.0,,,,3.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11352387,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,,45.0,34.0,13.0,7.0,17.0,17.0,18.0,29.0,3.0,8.0,,,90.0,59.0,7.6,13.0,0.0382565,0,,1.0,1.0,3.0,,3.0,3.0,3.0,2.0,,3.0,2.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
11352387,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,,27.0,23.0,1.0,1.0,6.0,7.0,18.0,24.0,2.0,8.0,,,90.0,46.0,7.4,10.0,0.102227,4,,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,2.0,,Milos,Kerkez,2.0,3.0,1.0,1.0,1.0,0.6349,0.1644,,,,,,,,,,,
11352387,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,,49.0,36.0,7.0,2.0,16.0,19.0,20.0,36.0,2.0,4.0,,,90.0,63.0,6.9,20.0,0.0429115,0,,6.0,,4.0,,1.0,2.0,1.0,1.0,,2.0,3.0,2.0,6.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
11352387,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,,39.0,34.0,4.0,3.0,14.0,16.0,20.0,26.0,2.0,9.0,,,90.0,60.0,7.9,10.0,0.19668,2,,3.0,,9.0,,1.0,3.0,1.0,1.0,,1.0,2.0,,2.0,1.0,,2.0,,,,,1.0,1.0,,1.0,0.1343,0.147,2.0,3.0,2.0,1.0,,,,,,,
11352387,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,,25.0,16.0,2.0,,3.0,6.0,13.0,20.0,,3.0,,,70.0,35.0,6.9,10.0,0.0174323,1,,1.0,,7.0,,1.0,1.0,,,,1.0,1.0,2.0,3.0,,,2.0,,Dango Ouattara,,,1.0,,,,0.0602,,3.0,1.0,1.0,,,,,,,,
11352387,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,,21.0,17.0,,,8.0,9.0,10.0,14.0,,7.0,,,76.0,39.0,6.9,11.0,0.113077,5,,2.0,1.0,3.0,,1.0,,,2.0,,3.0,,,7.0,1.0,,,,,,1.0,,2.0,,,0.3731,0.2699,1.0,4.0,2.0,,1.0,3.0,1.0,,,,
11352387,home,Bournemouth,Luis Sinisterra,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,Sinisterra29,836070,EUR,929577600,M,17,17,False,,12.0,10.0,,,5.0,6.0,5.0,6.0,,1.0,,,39.0,16.0,6.7,4.0,0.0701447,1,,,,1.0,,,,,,,,2.0,,2.0,,,,,,,,1.0,,,,0.0276,,,2.0,1.0,,1.0,,,,,,
