match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_accurateCross,stat_keyPass,stat_errorLeadToAGoal,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_dispossessed,stat_totalOffside,stat_goalAssist,stat_goals
10583921,home,Al-Fayha,Anthony Nwakaeme,,,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600.0,F,9,9,False,33.0,27.0,2.0,,5.0,5.0,22.0,31.0,3.0,,,90.0,62.0,6.9,22.0,4,3.0,9.0,6.0,,,,4.0,,1.0,,10.0,5.0,,,,,1.0,,,3.0,,2.0,2.0,3.0,2.0,,
10583921,home,Al-Fayha,Milan Pavkov,,,milan-pavkov,M. Pavkov,F,50,193.0,372,M,804183,EUR,760752000.0,F,23,23,True,5.0,4.0,,,3.0,3.0,1.0,2.0,,,,45.0,11.0,6.7,2.0,3,,3.0,2.0,,,,,,1.0,1.0,,,,,,,1.0,2.0,,,,2.0,1.0,,,,
10583921,home,Al-Fayha,Mohammed Abusabaan,,,mohammed-abusabaan,M. Abusabaan,M,,176.0,2,M,232202,EUR,632793600.0,M,66,66,True,20.0,18.0,,,3.0,3.0,15.0,17.0,2.0,,,23.0,23.0,6.5,2.0,0,,2.0,2.0,,1.0,,,,,,1.0,1.0,,,,1.0,,2.0,,1.0,,,,,,,
10583921,home,Al-Fayha,Osama Al Khalaf,,,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400.0,D,80,80,True,12.0,11.0,1.0,,3.0,3.0,9.0,13.0,3.0,,,23.0,20.0,6.3,5.0,0,4.0,3.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,
10583921,home,Al-Fayha,Ali Al-Zaqan,,,ali-al-zaqan,A. Al-Zaqan,M,26,176.0,10,M,830121,EUR,688953600.0,M,26,26,True,10.0,10.0,1.0,1.0,3.0,3.0,7.0,11.0,1.0,,,18.0,19.0,6.6,6.0,1,4.0,2.0,2.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,
10583921,home,Al-Fayha,Faisal Al-Masrahi,,,faisal-al-masrahi,F. Al-Masrahi,G,,181.0,2,,818698,EUR,727833600.0,G,55,55,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,home,Al-Fayha,Mohanad Alqaydhi,,,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800.0,D,98,98,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,home,Al-Fayha,Abdullah Al Shamekh,,,abdullah-al-shamekh,A. Al Shamekh,D,,176.0,10,M,792279,EUR,738547200.0,D,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,home,Al-Fayha,Saud Zidan,Saud Zidan,,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400.0,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,home,Al-Fayha,Ali Alnemer,Ali,Alnemer,ali-alnemer,A. Alnemer,M,16,,2,M,923076,EUR,683078400.0,M,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,away,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000.0,G,48,48,False,20.0,7.0,18.0,5.0,4.0,4.0,3.0,16.0,10.0,2.0,6.0,90.0,34.0,8.0,14.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10583921,away,Al-Ettifaq,Saeed Almuwallad,,,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800.0,D,2,2,False,22.0,19.0,2.0,1.0,9.0,9.0,11.0,15.0,2.0,,,90.0,50.0,7.5,7.0,1,2.0,,3.0,,2.0,1.0,,,,1.0,,,,3.0,,5.0,,,1.0,1.0,,,1.0,,,,
10583921,away,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000.0,D,32,32,False,14.0,9.0,3.0,,7.0,9.0,2.0,5.0,3.0,,,90.0,24.0,7.1,6.0,2,,,1.0,,,,1.0,,,1.0,,,1.0,4.0,1.0,1.0,,,,,,,1.0,,,,
10583921,away,Al-Ettifaq,Darko Velkovski,,,darko-velkovski,D. Velkovski,D,24,188.0,155,M,156990,EUR,803692800.0,D,14,14,False,19.0,16.0,3.0,1.0,8.0,10.0,8.0,9.0,1.0,,,90.0,30.0,7.1,4.0,0,,3.0,2.0,2.0,,,1.0,,1.0,1.0,,,,3.0,1.0,3.0,1.0,,,,,,,,,,
10583921,away,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,29.0,22.0,5.0,,15.0,21.0,7.0,8.0,8.0,,,90.0,49.0,6.9,12.0,0,,5.0,3.0,1.0,2.0,1.0,1.0,,3.0,,1.0,1.0,,5.0,,,,1.0,,,,,,,,,
10583921,away,Al-Ettifaq,Faisal Al-Ghamdi,Faisal,Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,16,185.0,951,M,966452,EUR,997660800.0,M,16,16,False,33.0,30.0,2.0,2.0,18.0,20.0,12.0,13.0,8.0,,,70.0,44.0,7.6,4.0,0,,4.0,9.0,2.0,8.0,5.0,,,,1.0,,,,,2.0,,,1.0,,1.0,,,,1.0,,1.0,
10583921,away,Al-Ettifaq,Ibrahim Mahnashi,,,ibrahim-mahnashi,I. Mahnashi,M,40,,10,M,917267,EUR,942883200.0,M,6,6,False,27.0,21.0,11.0,6.0,9.0,10.0,12.0,17.0,9.0,,,90.0,40.0,6.8,7.0,0,,5.0,6.0,1.0,2.0,1.0,1.0,,1.0,,,,,2.0,,1.0,4.0,3.0,,,,,,,,,
10583921,away,Al-Ettifaq,Berat Ayberk Özdemir,,,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187.0,216,M,876857,EUR,895881600.0,M,98,98,False,42.0,32.0,11.0,8.0,8.0,11.0,24.0,31.0,6.0,,,77.0,53.0,6.8,12.0,1,,4.0,5.0,3.0,2.0,2.0,2.0,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,1.0,,,,,
10583921,away,Al-Ettifaq,Mohammed Al-Kuwaykibi,,,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400.0,F,7,7,False,23.0,15.0,6.0,4.0,3.0,5.0,12.0,19.0,4.0,,,70.0,37.0,7.5,10.0,0,1.0,4.0,7.0,2.0,2.0,1.0,,True,1.0,1.0,5.0,4.0,,,1.0,1.0,,,,2.0,,,,,,1.0,
10583921,away,Al-Ettifaq,Vitinho,,,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800.0,F,27,27,False,16.0,10.0,,,2.0,3.0,8.0,14.0,,,,76.0,33.0,6.9,15.0,1,1.0,9.0,7.0,1.0,,,1.0,,,4.0,6.0,2.0,,,,,1.0,2.0,,1.0,,,1.0,2.0,,,1.0
10583921,away,Al-Ettifaq,Naïm Sliti,Naïm,Sliti,naim-sliti,N. Sliti,M,5,173.0,1348,M,153158,EUR,712195200.0,F,10,10,False,27.0,23.0,3.0,2.0,1.0,1.0,22.0,28.0,2.0,,,89.0,42.0,7.1,12.0,3,2.0,7.0,2.0,3.0,,,4.0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0
10583921,away,Al-Ettifaq,Ahmed Al-Ghamdi,,,ahmed-al-ghamdi,A. Al-Ghamdi,M,27,178.0,356,M,984415,EUR,1000944000.0,M,15,15,True,5.0,4.0,,,,1.0,4.0,5.0,3.0,,,20.0,8.0,6.6,3.0,1,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,
10583921,away,Al-Ettifaq,Fahad Ghazi,Fahad,Ghazi,fahad-ghazi,F. Ghazi,D,14,181.0,11,M,832496,EUR,762393600.0,D,4,4,True,4.0,2.0,,,1.0,2.0,1.0,2.0,,,,20.0,6.0,6.5,2.0,0,,2.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,
10583921,away,Al-Ettifaq,Youssouf Niakate,,,youssouf-niakate,Y. Niakate,F,12,178.0,551,M,291915,EUR,724464000.0,F,18,18,True,2.0,1.0,,,,,1.0,3.0,2.0,,,14.0,11.0,6.8,5.0,1,1.0,3.0,4.0,,,,,,,1.0,3.0,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,,
10583921,away,Al-Ettifaq,Abdullah Al-Salem,,,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200.0,F,17,17,True,3.0,3.0,,,3.0,3.0,,,1.0,,,13.0,7.0,7.5,,1,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0
10583921,away,Al-Ettifaq,Rayan Albloushi,Rayan Albloushi,,rayan-albloushi,R. Albloushi,F,14,177.0,25,M,1092811,EUR,983232000.0,F,20,20,True,,,,,,,,,,,,1.0,1.0,,,0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
10583921,away,Al-Ettifaq,Belal Mousa Ali Al Dawaa,Belal Mousa Ali Al Dawaa,,belal-mousa-ali-al-dawaa,B. M. A. A. Dawaa,G,,184.0,3,M,1168752,EUR,1086998400.0,G,76,76,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,away,Al-Ettifaq,Hamad Al-Sayyaf,Hamad Alsayyaf,,hamad-alsayyaf,H. Alsayyaf,D,22,,4,M,1092806,EUR,1011312000.0,D,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,away,Al-Ettifaq,Saad Al-Mousa,Saad Al-Mousa,,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400.0,D,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583921,away,Al-Ettifaq,Fahad Al-Dossari,Fahad Al-Dossari,,fahad-al-dossari,F. Al-Dossari,M,97,,1,M,1134247,EUR,,M,29,29,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
