match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_aerialLost,stat_bigChanceMissed,stat_totalCross,stat_blockedScoringAttempt,player_sofascoreId,stat_wonContest,stat_penaltyWon,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,captain,stat_goalAssist,stat_totalOffside,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10406943,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,34.0,17.0,29.0,13.0,10.0,15.0,7.0,19.0,2.0,11.0,2.0,1.0,1.0,90.0,39.0,7.2,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,739,M,934196,EUR,879292800,D,59,59,False,45.0,29.0,13.0,5.0,17.0,26.0,12.0,19.0,5.0,10.0,1.0,,,90.0,66.0,7.0,21.0,0,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,53.0,36.0,14.0,9.0,24.0,33.0,12.0,20.0,4.0,9.0,,,,90.0,62.0,6.7,18.0,1,,,3.0,3.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,270,M,842164,EUR,896486400,D,44,44,False,38.0,27.0,5.0,1.0,16.0,23.0,11.0,15.0,6.0,6.0,1.0,,,90.0,64.0,6.7,15.0,1,,,4.0,2.0,,1.0,,1.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,M,2,2,False,32.0,21.0,3.0,2.0,8.0,10.0,13.0,25.0,6.0,5.0,1.0,,,89.0,57.0,6.8,21.0,1,,,1.0,7.0,,1.0,,4.0,4.0,4.0,2.0,2.0,1.0,3.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172,4079,M,845136,EUR,889228800,M,8,8,False,18.0,14.0,2.0,,4.0,7.0,10.0,11.0,6.0,3.0,2.0,,,76.0,40.0,6.9,11.0,0,Jean Thierry Lazare,Amani,,5.0,4.0,,,1.0,2.0,2.0,3.0,1.0,,2.0,,,,,,jtl_amani_8,2.0,1.0,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Oussama El Azzouzi,oussama-el-azzouzi,O. E. Azzouzi,M,17,189,7730,M,1127191,EUR,991094400,M,6,6,False,47.0,38.0,5.0,2.0,21.0,22.0,17.0,25.0,7.0,9.0,,,,90.0,59.0,7.3,13.0,0,Oussama El Azzouzi,,1.0,4.0,,,,2.0,6.0,4.0,2.0,1.0,,2.0,,1.0,,,,o.elazzouzi,,,,,,,,,,,,,
10406943,home,Royale Union Saint-Gilloise,Simon Adingra,simon-adingra,S. Adingra,M,24,175,54789,M,1110842,EUR,1009843200,M,11,11,False,32.0,26.0,3.0,2.0,11.0,13.0,16.0,27.0,7.0,5.0,1.0,,,89.0,59.0,7.8,20.0,1,,,,6.0,4.0,,,1.0,4.0,4.0,4.0,2.0,1.0,1.0,,,,8.0,,simon.adingra,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
10406943,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,879,M,829643,EUR,749347200,F,10,10,False,59.0,39.0,10.0,3.0,22.0,28.0,19.0,43.0,2.0,6.0,,,,90.0,91.0,8.2,36.0,3,,,,7.0,1.0,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,12.0,,,,,2.0,,2.0,1.0,2.0,True,1.0,,,,
10406943,home,Royale Union Saint-Gilloise,Dante Vanzeir,dante-vanzeir,D. Vanzeir,F,13,175,635,M,822673,EUR,892684800,F,13,13,False,14.0,9.0,,,3.0,3.0,7.0,17.0,3.0,2.0,1.0,,,90.0,29.0,7.7,14.0,2,,,2.0,1.0,1.0,,,,,,3.0,,,,,,,6.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,
10406943,home,Royale Union Saint-Gilloise,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,7,7,False,14.0,12.0,1.0,1.0,3.0,3.0,9.0,12.0,9.0,5.0,3.0,,,84.0,36.0,7.6,8.0,2,,,2.0,6.0,5.0,2.0,,2.0,,,3.0,,,1.0,1.0,4.0,,1.0,1.0,boniface_jrn,4.0,,,1.0,,,1.0,,1.0,1.0,,,
