match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12530684,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,False,32.0,12.0,26.0,6.0,0.0,6.0,9.0,6.0,23.0,1.0,1.0,1.0,11.0,1.0,3.0,3.0,1.0,90.0,44.0,7.5,21.0,0.00200827,1.0,0,0.1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530684,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,28.0,20.0,9.0,6.0,0.0,7.0,10.0,13.0,18.0,3.0,,5.0,3.0,,,,,90.0,49.0,7.9,12.0,0.0243156,1.0,0,,2.0,5.0,12.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,
12530684,home,Konyaspor,Riechedly Bazoer,,,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,24.0,20.0,5.0,3.0,0.0,15.0,16.0,5.0,8.0,3.0,,14.0,2.0,,,,,90.0,43.0,7.1,5.0,0.00301421,,0,,2.0,2.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12530684,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,23.0,19.0,5.0,3.0,0.0,12.0,13.0,7.0,10.0,5.0,,8.0,3.0,,,,,90.0,43.0,7.7,4.0,0.00312324,,1,,3.0,3.0,8.0,,2.0,2.0,3.0,2.0,,2.0,True,1.0,3.0,0.0488,,,,,,,,,,,,,,
12530684,home,Konyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,26.0,18.0,10.0,4.0,0.0,11.0,12.0,7.0,15.0,9.0,,3.0,7.0,,,,,90.0,44.0,6.3,16.0,0.00218472,,0,,5.0,,1.0,,,,,,1.0,,,,1.0,,1.0,4.0,1.0,1.0,,,,,,,,,,
12530684,home,Konyaspor,Marko Jevtović,,,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,21.0,9.0,6.0,,1.0,5.0,11.0,4.0,11.0,6.0,,4.0,4.0,,,,,90.0,36.0,7.2,16.0,0.387842,1.0,2,,5.0,5.0,7.0,1.0,,2.0,1.0,,2.0,1.0,,,,0.0563,1.0,,,,1.0,2.0,,,,,,,,
12530684,home,Konyaspor,Yasir Subaşı,,,yasir-subasi,Y. Subaşı,D,3,180,51,M,796555,EUR,820454400,M,3,3,False,22.0,17.0,3.0,1.0,0.0,4.0,5.0,14.0,22.0,3.0,,3.0,4.0,,,,,86.0,47.0,6.7,13.0,0.0598841,1.0,0,,2.0,,1.0,,,1.0,,,3.0,1.0,,,1.0,,5.0,,,,,,1.0,,,,,,,
12530684,home,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,F,35,35,False,18.0,11.0,3.0,1.0,0.0,3.0,6.0,9.0,14.0,3.0,1.0,1.0,1.0,,,,,62.0,28.0,6.7,10.0,0.0172129,1.0,0,,2.0,,2.0,,1.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,
12530684,home,Konyaspor,Pedrinho,,,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,21.0,16.0,4.0,2.0,0.0,6.0,9.0,14.0,22.0,4.0,1.0,,8.0,,,,,81.0,47.0,7.4,15.0,0.0961671,2.0,1,,,,6.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,2.0,0.3969,10.0,3.0,2.0,,,,4.0,1.0,,,,,,
12530684,home,Konyaspor,Yusuf Erdoğan,,,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,F,10,10,False,26.0,18.0,1.0,,0.0,2.0,3.0,16.0,27.0,9.0,3.0,1.0,3.0,,,,,82.0,44.0,6.7,18.0,0.380565,1.0,2,,3.0,,1.0,,,,,,,,,1.0,,0.0507,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,
12530684,home,Konyaspor,Blaž Kramer,,,blaz-kramer,B. Kramer,F,99,191,607,M,804405,EUR,833587200,F,99,99,False,16.0,9.0,1.0,1.0,0.0,5.0,7.0,4.0,9.0,15.0,4.0,2.0,1.0,,,,,90.0,32.0,7.2,14.0,0.0147704,,2,,7.0,4.0,7.0,1.0,,,1.0,,3.0,1.0,,,3.0,0.8968,,1.0,1.0,,,,,,2.0,1.0,1.1474,,,
12530684,home,Konyaspor,Danijel Aleksić,,,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,9,9,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,1.0,,,,,,28.0,13.0,6.8,1.0,0.00427231,,1,,,1.0,3.0,,,,,,,1.0,,,,0.0598,,1.0,1.0,,,1.0,,,,,,,,
