match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_fouls,stat_penaltyWon,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_errorLeadToAGoal,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced
12504415,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188.0,75751,M,RLeão,851284,EUR,928972800,F,10,10,False,,9.0,6.0,,,0.0,3.0,3.0,3.0,7.0,,,,45.0,21.0,6.1,10.0,0.0138079,1,,1.0,,,,3.0,,,,,,,,,8.0,,,,,1.0,,,0.0843,,3.0,,1.0,1.0,,,,,,,,,
12504415,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193.0,5573,M,,1390489,EUR,1135814400,D,33,33,True,,17.0,14.0,2.0,1.0,0.0,5.0,6.0,10.0,16.0,1.0,,,45.0,32.0,6.7,10.0,0.119238,0,,5.0,1.0,1.0,3.0,2.0,,,1.0,2.0,1.0,,,,2.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
12504415,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175.0,31837,M,IsmaëlBennacer,823733,EUR,880934400,M,4,4,True,,44.0,38.0,7.0,5.0,0.0,16.0,18.0,22.0,26.0,1.0,,,45.0,50.0,7.0,7.0,0.0321492,0,,,,1.0,3.0,2.0,2.0,,,,,1.0,,,3.0,,,1.0,,1.0,,,,2.0,,,2.0,,,,,,,,,,
12504415,home,Milan,Tammy Abraham,tammy-abraham,T. Abraham,F,18,195.0,19720,M,tammy_abraham,610766,EUR,875750400,F,90,90,True,,4.0,1.0,1.0,,0.0,1.0,3.0,,1.0,,,,33.0,6.0,6.4,3.0,2.108e-05,0,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12504415,home,Milan,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172.0,21963,M,chukwuezesamuel8,822470,EUR,927331200,F,21,21,True,,13.0,11.0,1.0,1.0,0.0,,,11.0,16.0,1.0,,,33.0,30.0,7.4,10.0,0.0319871,3,,3.0,,,3.0,3.0,2.0,,,1.0,1.0,2.0,,1.0,3.0,,2.0,,,,,,0.6864,,1.0,,,,1.0,1.0,0.8996,,,,,,
12504415,home,Milan,Luka Jović,luka-jovic,L. Jović,F,9,181.0,15141,M,lukajovic,319129,EUR,882835200,F,9,9,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,13.0,3.0,6.1,1.0,1.882e-05,1,,,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,1.0,,,0.1978,,,,,1.0,,,,,,1.0,,,
12504415,home,Milan,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192.0,1322,M,,176301,EUR,705456000,G,57,57,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185.0,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,home,Milan,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181.0,1614,M,,1034303,EUR,1044662400,M,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,home,Milan,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177.0,3553,M,,1184308,EUR,1115510400,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Jiménez,,,,,
12504415,home,Milan,Kevin Zeroli,zeroli-kevin,K. Zeroli,M,8,187.0,1422,M,,1397348,EUR,1105401600,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,home,Milan,Noah Okafor,noah-okafor,N. Okafor,F,19,185.0,5947,M,noah.arinze,865523,EUR,959126400,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,home,Milan,Francesco Camarda,camarda-francesco,F. Camarda,F,22,189.0,9850,M,camardafrancesco9,1520771,EUR,1205107200,F,73,73,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,away,Parma,Zion Suzuki,zion-suzuki,Z. Suzuki,G,31,189.0,4904,M,,905351,EUR,1029888000,G,31,31,False,,41.0,29.0,21.0,10.0,0.0,20.0,23.0,9.0,18.0,8.0,1.0,2.0,90.0,59.0,7.0,12.0,0.00630067,0,-0.2249,,,2.0,2.0,,,2.0,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,5.0,1.0
12504415,away,Parma,Enrico Del Prato,enrico-del-prato,E. Del Prato,D,15,183.0,860,M,,928103,EUR,942192000,D,15,15,False,True,33.0,28.0,3.0,1.0,0.0,23.0,25.0,5.0,9.0,3.0,,,90.0,59.0,7.7,8.0,0.0121487,1,,1.0,,2.0,6.0,,,6.0,1.0,3.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,0.9249,,,,,,1.0,1.0,0.9675,,,,,,
12504415,away,Parma,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186.0,344,M,,807295,EUR,905731200,D,21,21,False,,47.0,43.0,4.0,3.0,0.0,36.0,39.0,7.0,8.0,,,,90.0,57.0,6.3,5.0,0.00147268,0,,,,1.0,2.0,,,4.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
12504415,away,Parma,Lautaro Valenti,lautaro-valenti,L. Valenti,D,5,188.0,629,M,,958517,EUR,916272000,D,5,5,False,,31.0,29.0,3.0,2.0,0.0,25.0,26.0,4.0,5.0,2.0,,,90.0,45.0,6.8,2.0,0.00187813,1,,,,3.0,5.0,,,7.0,,2.0,1.0,,,2.0,2.0,,,2.0,,,,,0.0109,,,,,1.0,,,,,,,,,
12504415,away,Parma,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180.0,818,M,,891346,EUR,912988800,D,14,14,False,,21.0,17.0,1.0,1.0,1.0,6.0,6.0,12.0,18.0,4.0,,,90.0,36.0,7.2,8.0,0.177663,0,,3.0,1.0,,4.0,2.0,2.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,
12504415,away,Parma,Hernani,hernani,Hernani,M,8,188.0,409,M,,156019,EUR,764726400,M,27,27,False,,22.0,16.0,5.0,1.0,0.0,6.0,6.0,10.0,17.0,4.0,,,69.0,37.0,6.8,9.0,0.00762397,2,,1.0,,1.0,3.0,,,1.0,5.0,2.0,1.0,,,,3.0,,1.0,,,1.0,,,0.0488,,1.0,,1.0,1.0,,,,,,,,,
12504415,away,Parma,Simon Sohm,simon-sohm,S. Sohm,M,23,188.0,941,M,,909991,EUR,986947200,M,19,19,False,,28.0,24.0,2.0,1.0,0.0,13.0,15.0,12.0,14.0,3.0,,,90.0,33.0,7.2,5.0,0.410692,0,,1.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,
12504415,away,Parma,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185.0,1422,M,,1017649,EUR,1013472000,M,22,22,False,,16.0,10.0,,,0.0,5.0,8.0,6.0,10.0,6.0,,,83.0,44.0,7.6,10.0,0.165186,3,,2.0,1.0,3.0,14.0,4.0,1.0,3.0,1.0,6.0,4.0,,4.0,2.0,9.0,,1.0,1.0,,,,,0.1062,,,,4.0,1.0,1.0,1.0,0.5864,,,,,,
12504415,away,Parma,Dennis Man,dennis-man,D. Man,M,27,182.0,10418,M,dennisman,812145,EUR,904089600,M,98,98,False,,26.0,24.0,,,0.0,11.0,12.0,13.0,14.0,1.0,,,69.0,37.0,6.3,7.0,0.0312298,1,,,,,1.0,2.0,,,,1.0,,1.0,,2.0,7.0,,,,,,,,0.0849,,2.0,,1.0,,1.0,,0.1269,,,,,,
12504415,away,Parma,Valentin Mihăilă,valentin-mihaila,V. Mihăilă,M,7,177.0,3261,M,,925242,EUR,949449600,M,28,28,False,,19.0,17.0,1.0,1.0,0.0,3.0,4.0,14.0,18.0,,,,77.0,31.0,7.0,7.0,0.0577979,0,,3.0,,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,6.0,,,,,1.0,,,,2.0,2.0,,2.0,,,,,,,,,,
12504415,away,Parma,Milan Đurić,milan-duric,M. Đurić,F,9,199.0,819,M,,76132,EUR,643334400,F,30,30,False,,15.0,5.0,,,0.0,4.0,6.0,1.0,9.0,5.0,,,70.0,18.0,6.5,11.0,0.00024576,0,,,,4.0,5.0,,,,,,,,1.0,5.0,7.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,
12504415,away,Parma,Pontus Almqvist,pontus-almqvist,P. Almqvist,F,11,183.0,456,M,,856065,EUR,931564800,F,11,11,True,,4.0,3.0,,,0.0,,,3.0,4.0,,,,21.0,7.0,6.3,1.0,0.00281106,1,,,,,,,,,,,,,,,,,,,,,,,0.2541,,,,,,1.0,,0.2287,,,1.0,,,
12504415,away,Parma,Anas Haj Mohamed,anas-haj-mohamed,A. H. Mohamed,F,21,174.0,1496,M,,1155432,EUR,1111795200,F,61,61,True,,4.0,2.0,,,0.0,,,2.0,4.0,,,,21.0,11.0,6.9,4.0,0.0236352,0,,,,2.0,5.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
12504415,away,Parma,Drissa Camara,drissa-camara,D. Camara,M,3,179.0,550,M,,958167,EUR,1013990400,M,23,23,True,,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,,,20.0,8.0,6.2,1.0,0.0131979,2,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,0.8054,,,,,,1.0,,0.2409,,,1.0,,,
12504415,away,Parma,Mathias Løvik,lovik-mathias-fjortoft,M. F. Løvik,M,14,183.0,457,M,,1133715,EUR,1070668800,D,18,18,True,,1.0,,,,0.0,,,,1.0,,,,13.0,4.0,6.1,2.0,,1,,,,1.0,1.0,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,0.0951,1.0,,,1.0,,,,,,,,,,
12504415,away,Parma,Antoine Hainaut,antoine-hainaut,A. Hainaut,M,18,188.0,140,M,,1394202,EUR,1013990400,M,20,20,True,,,,,,0.0,,,,,,,,15.0,3.0,6.2,1.0,,0,,,,1.0,1.0,,,2.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,Antoine Hainaut,,,,,
12504415,away,Parma,Edoardo Corvi,edoardo-corvi,E. Corvi,G,40,183.0,241,M,,990411,EUR,985305600,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,away,Parma,Manuel Moretta,manuel-moretta,M. Moretta,G,60,,16,M,,1936178,EUR,1137283200,G,60,60,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Moretta,,,,,
12504415,away,Parma,Giovanni Leoni,giovanni-leoni,G. Leoni,D,15,196.0,14345,M,,1473137,EUR,1166659200,D,46,46,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,away,Parma,Nicolas Trabucchi,nicolas-trabucchi,N. Trabucchi,D,63,185.0,78,M,,1991608,EUR,1187308800,D,63,63,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolas Trabucchi,,,,,
12504415,away,Parma,Mandela Keita,mandela-keita,M. Keita,M,16,180.0,1230,M,,1110136,EUR,1020988800,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandela Keita,,,,,
12504415,away,Parma,Jacob Ondrejka,ondrejka-jacob,J. Ondrejka,M,17,180.0,1012,M,,1004790,EUR,1030924800,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,away,Parma,Nahuel Estévez,nahuel-estevez,N. Estévez,M,8,183.0,519,M,,895868,EUR,816307200,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504415,away,Parma,Elia Plicco,elia-plicco,E. Plicco,M,65,168.0,82,M,,1587207,EUR,1170288000,M,65,65,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elia,Plicco,,,,
