match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_shotValueNormalized,player_firstName,player_lastName,stat_shotOffTarget,player_sofascoreId,stat_unsuccessfulTouch,stat_interceptionWon,captain,stat_dispossessed,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,stat_penaltyWon
14054073,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188.0,1350,M,599114,EUR,802569600,G,1,1,False,57.0,50.0,12.0,5.0,0.0,47.0,49.0,3.0,8.0,1.0,2.0,14.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,66.0,6.5,7.0,0.1433,0,0.16,0.03,-0.35,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054073,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187.0,1449,M,798147,EUR,791596800,D,31,31,False,82.0,68.0,8.0,3.0,1.0,37.0,42.0,31.0,40.0,,,2.0,,,,,,,,,90.0,99.0,6.8,17.0,,0,0.16,0.01,-0.22,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14054073,home,Como,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196.0,13096,M,1403348,EUR,1104969600,D,14,14,False,102.0,92.0,7.0,3.0,0.0,70.0,75.0,22.0,27.0,1.0,8.0,7.0,,1.0,,,,,,,90.0,123.0,7.6,10.0,,0,0.05,0.2,-0.05,,,,3.0,12.0,2.0,2.0,,3.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,
14054073,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186.0,885,M,226974,EUR,791251200,D,2,2,False,76.0,71.0,5.0,2.0,0.0,59.0,62.0,12.0,14.0,,2.0,3.0,,,,,,,,,90.0,80.0,6.7,5.0,,1,0.06,0.03,-0.18,,,,4.0,4.0,,,,,,,,1.0,-0.08,,,,,,,,,,,,,,,,,
14054073,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171.0,866,M,229740,EUR,710294400,D,18,18,False,66.0,63.0,4.0,3.0,0.0,32.0,33.0,31.0,33.0,,2.0,5.0,,,,,,,,,90.0,87.0,7.1,5.0,,1,0.2,0.32,-0.11,,,,2.0,4.0,,,,1.0,2.0,1.0,1.0,,-0.1,,,1.0,,,,,,,,,,,,,,
14054073,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185.0,90837,M,1171451,EUR,1094601600,M,10,10,False,68.0,62.0,5.0,3.0,0.0,21.0,22.0,41.0,46.0,3.0,,7.0,,2.0,,,,,,,90.0,83.0,7.6,9.0,,4,0.47,0.38,0.13,,1.0,,,6.0,4.0,3.0,,1.0,2.0,2.0,2.0,3.0,-0.27,,,1.0,nicopaz1o,1.0,,,,,,,,,,,,
14054073,home,Como,Sergi Roberto,sergi-roberto,S. Roberto,M,8,178.0,10438,M,123976,EUR,697420800,M,8,8,False,62.0,56.0,2.0,1.0,0.0,36.0,38.0,20.0,24.0,4.0,,3.0,,2.0,,,,,,,57.0,72.0,6.4,8.0,,0,0.03,0.1,-0.07,,,,,2.0,2.0,,,1.0,2.0,1.0,,,,,,,sergiroberto,,3.0,,,,,,,,,,,
14054073,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174.0,1976,M,911848,EUR,992044800,M,33,33,False,64.0,58.0,5.0,3.0,0.0,37.0,38.0,21.0,26.0,1.0,,4.0,,,,,,,,,82.0,72.0,7.9,8.0,,1,0.09,0.23,-0.04,,1.0,1.0,,3.0,1.0,1.0,,,2.0,2.0,,1.0,0.51,,,,,1.0,,True,1.0,1.0,,,,,,,,
14054073,home,Como,Jayden Addai,jayden-addai,J. Addai,M,42,176.0,3079,M,1177723,EUR,1125014400,M,42,42,False,14.0,12.0,1.0,1.0,0.0,1.0,2.0,11.0,12.0,7.0,,2.0,,4.0,,,,,,,66.0,30.0,6.6,9.0,,2,-0.23,0.43,0.13,,,,,6.0,2.0,1.0,,3.0,,2.0,2.0,1.0,-0.49,,,,,3.0,,,2.0,,1.0,,,,,,,
14054073,home,Como,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185.0,4183,M,1800245,EUR,1132531200,M,17,17,False,15.0,9.0,,,1.0,3.0,3.0,6.0,12.0,7.0,,2.0,,,,,,,,,57.0,31.0,7.3,15.0,,0,0.42,0.42,-0.01,,1.0,1.0,,5.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,,
