match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalClearance,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_aerialWon,stat_fouls,stat_totalContest,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goals
12437485,home,Real Valladolid,Karl Hein,karl-hein,K. Hein,G,13,193,4102,M,991591,EUR,1018656000,G,13,13,False,28.0,21.0,13.0,6.0,0.0,19.0,19.0,2.0,9.0,2.0,2.0,4.0,90.0,32.0,7.2,7.0,0.00039212,0,0.6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437485,home,Real Valladolid,Anuar,anuar,Anuar,M,23,172,810,M,601962,EUR,790128000,D,23,23,False,36.0,34.0,,,0.0,15.0,16.0,19.0,21.0,5.0,,,90.0,55.0,7.1,3.0,0.0117726,2,,True,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.2371,0.0618,,,,,,,,,,,,,,,,,,,,,,,,,
12437485,home,Real Valladolid,Iago Parente,iago-parente,I. Parente,D,33,180,24,M,1493486,EUR,1140825600,D,33,33,False,36.0,27.0,5.0,,0.0,15.0,19.0,12.0,18.0,1.0,,,72.0,41.0,6.6,10.0,0.00346387,0,,,1.0,1.0,,,,,,,1.0,,,,Iago Parente,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437485,home,Real Valladolid,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,15,15,False,69.0,64.0,7.0,2.0,0.0,48.0,50.0,16.0,19.0,4.0,,,90.0,76.0,5.9,7.0,0.00557506,0,,,,1.0,,,,,,,1.0,,,,,,3.0,,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12437485,home,Real Valladolid,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,953097,EUR,970790400,D,6,6,False,64.0,57.0,4.0,2.0,0.0,41.0,42.0,16.0,22.0,5.0,,,90.0,74.0,6.8,7.0,0.0057378,0,,,,,,,,,1.0,4.0,,,,,,,3.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,
12437485,home,Real Valladolid,Henrique,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,17,17,False,15.0,13.0,1.0,,0.0,10.0,11.0,3.0,4.0,1.0,,,66.0,26.0,6.6,3.0,0.00046778,0,,,,3.0,,,,,,,2.0,,,,Henrique,,5.0,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12437485,home,Real Valladolid,Chuky,chuky,Chuky,M,20,176,232,M,1137584,EUR,1083196800,M,28,28,False,7.0,5.0,,,0.0,,,5.0,8.0,1.0,,,23.0,11.0,6.9,3.0,0.00419694,1,,,1.0,2.0,,,1.0,,,,,,0.0552,0.0427,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
12437485,home,Real Valladolid,Mario Martín,martin-mario,M. Martín,M,6,177,16546,M,1154549,EUR,1078444800,M,12,12,False,47.0,42.0,3.0,1.0,0.0,28.0,30.0,14.0,19.0,3.0,,,90.0,70.0,6.8,11.0,0.0171547,3,,,2.0,8.0,1.0,,2.0,,1.0,1.0,3.0,,0.4473,0.2721,,,1.0,1.0,1.0,9.0,3.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,
12437485,home,Real Valladolid,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,750,M,186719,EUR,807753600,M,8,8,False,28.0,27.0,1.0,1.0,0.0,16.0,16.0,11.0,13.0,2.0,,,66.0,36.0,6.9,5.0,0.00466968,0,,,1.0,3.0,,,,,,,1.0,,,,,,,1.0,1.0,2.0,,,2.0,,,,,1.0,,2.0,,,,,,,,,
12437485,home,Real Valladolid,Raúl Moro,raul-moro,R. Moro,M,18,169,1584,M,980383,EUR,1039046400,M,11,11,False,27.0,21.0,5.0,5.0,0.0,4.0,5.0,18.0,30.0,4.0,,,90.0,51.0,6.6,19.0,0.0458875,3,,,8.0,4.0,,2.0,,,,,2.0,,0.1065,,,,,,,6.0,1.0,,,1.0,,6.0,1.0,,1.0,,,1.0,,,,,,,
