match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_challengeLost,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_goalAssist,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
10438047,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,24.0,15.0,17.0,8.0,8.0,10.0,7.0,14.0,1.0,5.0,2.0,2.0,90.0,27.0,6.9,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438047,home,Santa Clara,Pierre Sagna,,,pierre-sagna,P. Sagna,D,,183,17,M,135130,EUR,651196800,D,95,95,False,26.0,19.0,6.0,3.0,7.0,8.0,12.0,21.0,2.0,1.0,,,82.0,44.0,6.7,11.0,1,True,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10438047,home,Santa Clara,Ygor Nogueira,,,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,2,2,False,10.0,8.0,,,8.0,8.0,,2.0,8.0,4.0,,,90.0,24.0,7.2,2.0,1,,,6.0,,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438047,home,Santa Clara,Ítalo,,,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,False,25.0,20.0,5.0,3.0,13.0,18.0,7.0,7.0,5.0,4.0,,,90.0,34.0,6.8,5.0,1,,,1.0,,,,2.0,1.0,5.0,,,,3.0,1.0,,,,,,,,,,,,,,,,
10438047,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,34.0,24.0,10.0,5.0,9.0,11.0,15.0,24.0,3.0,5.0,,,90.0,54.0,7.2,16.0,0,,1.0,3.0,,3.0,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
10438047,home,Santa Clara,Bruno Jordão,,,bruno-jordao,B. Jordão,M,6,180,275,M,845791,EUR,908150400,M,6,6,False,26.0,19.0,6.0,5.0,5.0,6.0,14.0,20.0,,7.0,,,90.0,41.0,6.9,10.0,4,,,5.0,2.0,1.0,1.0,1.0,,4.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
10438047,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,20,20,False,32.0,24.0,5.0,3.0,11.0,13.0,13.0,19.0,1.0,5.0,,,82.0,42.0,7.2,9.0,0,,,4.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,,3.0,,,1.0,2.0,2.0,,,,,,,,,
10438047,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,M,49,49,False,22.0,12.0,2.0,1.0,2.0,3.0,12.0,24.0,,4.0,,,90.0,47.0,7.4,21.0,4,,5.0,8.0,,,2.0,1.0,1.0,4.0,,2.0,2.0,2.0,4.0,,3.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,,,,,,
10438047,home,Santa Clara,Bruno Almeida,,,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,M,19,19,False,24.0,15.0,3.0,2.0,3.0,5.0,14.0,27.0,1.0,5.0,,,89.0,45.0,7.0,17.0,5,,8.0,3.0,2.0,,2.0,2.0,,8.0,1.0,,,3.0,2.0,2.0,2.0,,,1.0,2.0,1.0,2.0,,,,,,,,
10438047,home,Santa Clara,Andrézinho,Andrézinho,,andrezinho,Andrézinho,M,7,174,88,M,1065957,EUR,849398400,M,21,21,False,27.0,26.0,1.0,,7.0,7.0,19.0,21.0,,5.0,,,82.0,44.0,7.7,8.0,1,,1.0,2.0,,2.0,2.0,1.0,,6.0,1.0,,,1.0,,1.0,3.0,1.0,,3.0,2.0,,,2.0,,1.0,,,,,
