match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_challengeLost,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonTackle,stat_wonContest,stat_goals,stat_wasFouled,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed
11067645,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,19.0,9.0,11.0,1.0,8.0,9.0,1.0,10.0,2.0,4.0,1.0,2.0,5.0,2.0,90.0,29.0,8.2,10.0,0.0,0.0,0.00014875,0,1.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067645,home,Vasco da Gama,Robson Bambu,robson-bambu,R. Bambu,D,3,184,359,M,,923186,EUR,879292800,D,30,30,False,29.0,19.0,2.0,,8.0,10.0,12.0,21.0,4.0,4.0,,,,,68.0,51.0,7.1,15.0,0.0,0.0,0.0854425,0,,,,2.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11067645,home,Vasco da Gama,Gary Medel,gary-medel,G. Medel,D,17,171,1841,M,,22975,EUR,554947200,D,17,17,False,35.0,31.0,7.0,4.0,26.0,28.0,5.0,7.0,6.0,7.0,,,,,90.0,49.0,7.4,4.0,0.0,0.0,0.0112576,0,,,,,,1.0,,2.0,3.0,,2.0,3.0,,,,True,1.0,1.0,,,,,,,,,,,,
11067645,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,35.0,28.0,3.0,1.0,14.0,17.0,14.0,18.0,5.0,4.0,,,,,90.0,43.0,7.0,7.0,0.0526,0.4035,0.0078852,2,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,
11067645,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,30.0,21.0,4.0,2.0,9.0,13.0,16.0,27.0,2.0,5.0,,,,,90.0,60.0,7.5,22.0,0.0562,0.0,0.65621,2,,,,10.0,4.0,1.0,1.0,5.0,2.0,,1.0,1.0,,2.0,3.0,,,,1.0,,2.0,2.0,1.0,1.0,,,,,,
11067645,home,Vasco da Gama,Zé Gabriel,ze-gabriel,Zé Gabriel,M,35,184,375,M,,988852,EUR,916876800,M,23,23,False,41.0,35.0,3.0,1.0,20.0,22.0,15.0,19.0,3.0,5.0,,,,,90.0,56.0,7.3,9.0,0.0,0.0,0.0131352,0,,,,,,1.0,1.0,4.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,
11067645,home,Vasco da Gama,Serginho,serginho,Serginho,M,70,180,332,M,,849301,EUR,797126400,M,70,70,False,21.0,15.0,2.0,1.0,4.0,9.0,11.0,13.0,1.0,8.0,,,,,71.0,38.0,7.2,11.0,0.7739,0.8946,0.0274379,1,,,,1.0,,1.0,1.0,6.0,6.0,,,,2.0,4.0,2.0,,,,,1.0,5.0,,,,3.0,1.0,3.0,,,
11067645,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173,1795,M,,879902,EUR,852681600,M,18,18,False,43.0,37.0,3.0,3.0,13.0,15.0,25.0,29.0,,4.0,,,,,90.0,61.0,7.1,10.0,0.0727,0.0,0.0430974,2,,,,1.0,1.0,,1.0,6.0,9.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,1.0,,4.0,,1.0,1.0,2.0,,5.0,1.0,,
11067645,home,Vasco da Gama,Bruno Praxedes,bruno-praxedes,B. Praxedes,M,25,186,445,M,,1018093,EUR,1013126400,M,21,21,False,51.0,45.0,4.0,2.0,19.0,22.0,26.0,30.0,2.0,8.0,,,,,90.0,74.0,7.2,9.0,0.0,0.0,0.0168643,0,,,,1.0,,1.0,,5.0,10.0,1.0,2.0,5.0,,1.0,,,1.0,,,,4.0,,,3.0,3.0,,2.0,,1.0,
11067645,home,Vasco da Gama,Gabriel Pec,gabriel-pec,G. Pec,F,11,172,4603,M,GabrielPec,995072,EUR,981849600,M,11,11,False,15.0,13.0,,,3.0,3.0,12.0,17.0,,8.0,,,,,90.0,38.0,6.2,13.0,0.3206,0.0,0.0392129,2,,,,5.0,2.0,,1.0,8.0,5.0,1.0,,,3.0,2.0,1.0,,1.0,,1.0,,6.0,,1.0,,2.0,,2.0,,,1.0
