match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_fouls,stat_totalOffside,stat_totalCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,stat_dispossessed,stat_shotOffTarget,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_blockedScoringAttempt
10406828,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,34.0,22.0,22.0,10.0,21.0,22.0,1.0,12.0,2.0,14.0,2.0,6.0,1.0,90.0,46.0,7.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406828,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,29.0,21.0,4.0,2.0,12.0,14.0,9.0,15.0,1.0,11.0,,,,90.0,50.0,6.7,13.0,0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10406828,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,23.0,19.0,3.0,2.0,18.0,20.0,1.0,3.0,5.0,6.0,,,,90.0,34.0,6.8,4.0,0,,1.0,2.0,1.0,,1.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10406828,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,26,M,105720,EUR,724464000,D,2,2,False,27.0,19.0,8.0,3.0,19.0,23.0,,4.0,3.0,5.0,,,,90.0,37.0,6.7,8.0,0,2.0,4.0,5.0,,,2.0,2.0,1.0,1.0,,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10406828,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,11,11,False,47.0,34.0,8.0,2.0,19.0,25.0,15.0,23.0,1.0,4.0,,,,90.0,69.0,7.3,15.0,1,,,5.0,,2.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10406828,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,42.0,30.0,4.0,2.0,10.0,16.0,21.0,30.0,4.0,9.0,,,,90.0,62.0,7.6,16.0,0,,2.0,5.0,2.0,4.0,,3.0,,,,,,,4.0,4.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
10406828,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,44,M,45880,EUR,665798400,M,7,7,False,43.0,35.0,4.0,4.0,22.0,26.0,13.0,18.0,5.0,9.0,,,,90.0,64.0,6.2,17.0,1,2.0,11.0,5.0,3.0,1.0,1.0,,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,True,4.0,1.0,,,,,,,,,,
10406828,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,False,27.0,20.0,3.0,1.0,6.0,6.0,14.0,21.0,,7.0,,,,84.0,42.0,6.8,10.0,0,,6.0,9.0,3.0,3.0,,,5.0,3.0,1.0,,1.0,1.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,
10406828,home,KVC Westerlo,Nacer Chadli,,,nacer-chadli,N. Chadli,M,,187,414,M,32492,EUR,618019200,M,5,5,False,28.0,22.0,1.0,,11.0,14.0,11.0,14.0,,3.0,,,,77.0,37.0,7.4,8.0,3,,4.0,4.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,2.0,,,,,,,,,,
10406828,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,20.0,12.0,5.0,4.0,6.0,11.0,7.0,12.0,,3.0,,,,90.0,39.0,7.6,17.0,1,1.0,4.0,3.0,1.0,2.0,,3.0,2.0,1.0,4.0,,,,3.0,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,
