match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_errorLeadToAShot,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,stat_punches,stat_lastManTackle,player_sofascoreId,stat_totalOffside
11452993,home,Al-Riyadh,Martín Campaña,martin-campana,M. Campaña,G,25,186,179,M,243045,EUR,612403200,G,25,25,False,29.0,25.0,15.0,11.0,21.0,22.0,4.0,7.0,12.0,1.0,1.0,5.0,1.0,1.0,90.0,40.0,7.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452993,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182,24,M,1127133,EUR,949881600,D,7,7,False,39.0,35.0,1.0,1.0,18.0,19.0,17.0,22.0,7.0,,,,,,70.0,52.0,6.6,9.0,0,Mohammed Al Aqal,,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11452993,home,Al-Riyadh,Dino Arslanagić,dino-arslanagic,D. Arslanagić,D,,191,53,M,94280,EUR,735609600,D,36,36,False,37.0,33.0,6.0,4.0,24.0,26.0,9.0,11.0,5.0,,,,,,90.0,46.0,7.1,4.0,0,,,,,2.0,4.0,,,1.0,3.0,2.0,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
11452993,home,Al-Riyadh,Khalid Bin Shuwayyi,khalid-bin-shuwayyi,K. B. Shuwayyi,D,75,176,10,M,893516,EUR,828921600,D,5,5,False,36.0,32.0,3.0,3.0,21.0,23.0,11.0,13.0,5.0,,,,,,90.0,47.0,6.3,4.0,1,,,,1.0,5.0,3.0,2.0,,3.0,,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
11452993,home,Al-Riyadh,Abdullah Al-Dossari,abdullah-al-dossari,A. Al-Dossari,D,41,174,7,M,1525070,EUR,903052800,D,12,12,False,41.0,37.0,4.0,3.0,12.0,14.0,28.0,34.0,8.0,,,,,,90.0,62.0,6.7,13.0,1,Abdullah Al-Dossari,,7.0,2.0,6.0,4.0,1.0,2.0,1.0,,3.0,2.0,3.0,,,,2.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,
11452993,home,Al-Riyadh,Birama Touré,birama-toure,B. Touré,M,60,183,134,M,246507,EUR,707788800,M,60,60,False,43.0,38.0,5.0,2.0,16.0,17.0,22.0,26.0,5.0,,,,,,78.0,53.0,6.9,7.0,1,,,,1.0,4.0,1.0,,,,3.0,1.0,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,
11452993,home,Al-Riyadh,Didier N'Dong,didier-ndong,D. N'Dong,M,,179,1107,M,786029,EUR,771811200,M,20,20,False,69.0,63.0,1.0,1.0,22.0,24.0,41.0,46.0,9.0,,,,,,90.0,83.0,6.9,11.0,0,,,1.0,2.0,7.0,4.0,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,
11452993,home,Al-Riyadh,Abdulhadi Al-Harajin,abdulhadi-al-harajin,A. Al-Harajin,M,8,171,18,M,818887,EUR,785289600,M,15,15,False,31.0,30.0,1.0,1.0,11.0,11.0,19.0,21.0,3.0,,,,,,57.0,44.0,6.2,9.0,0,,,1.0,,9.0,2.0,2.0,3.0,,1.0,,,2.0,1.0,,,2.0,,,1.0,,,3.0,,,,,,,,,,,
11452993,home,Al-Riyadh,Juanmi,juanmi,Juanmi,F,7,169,641,M,96369,EUR,737856000,M,10,10,False,27.0,23.0,1.0,,3.0,3.0,20.0,25.0,3.0,,,,,,78.0,33.0,6.1,10.0,0,,,1.0,1.0,5.0,1.0,2.0,,,,,,2.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,
11452993,home,Al-Riyadh,Knowledge Musona,knowledge-musona,K. Musona,M,,174,675,M,118368,EUR,645926400,M,11,11,False,63.0,56.0,7.0,7.0,12.0,14.0,44.0,58.0,1.0,,,,,,90.0,91.0,8.0,22.0,3,,,9.0,,5.0,7.0,1.0,2.0,,,2.0,,3.0,1.0,2.0,,1.0,1.0,,2.0,,3.0,3.0,,True,1.0,1.0,1.0,,,,,,
11452993,home,Al-Riyadh,Andre Gray,andre-gray,A. Gray,F,45,178,272,M,73951,EUR,677894400,F,9,9,False,26.0,21.0,1.0,1.0,9.0,9.0,14.0,20.0,1.0,,,,,,90.0,40.0,7.2,9.0,1,,,3.0,1.0,4.0,5.0,,1.0,,,1.0,1.0,,2.0,1.0,,,,2.0,1.0,,1.0,3.0,,,1.0,,1.0,1.0,,,,,
11452993,home,Al-Riyadh,Amiri Kurdi,amiri-kurdi,A. Kurdi,D,,179,20,M,115129,EUR,684547200,D,2,2,True,14.0,12.0,,,7.0,7.0,5.0,10.0,2.0,,,,,,33.0,20.0,6.3,5.0,0,,,3.0,,2.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
11452993,home,Al-Riyadh,Saleh Al Abbas,saleh-al-abbas,S. A. Abbas,F,14,177,52,M,989766,EUR,797904000,F,14,14,True,5.0,4.0,,,,,4.0,5.0,,,,,,,20.0,11.0,7.6,2.0,3,,,,,,2.0,,,2.0,,,,1.0,,2.0,,,2.0,,,,,,,,,1.0,,,1.0,,,,
11452993,home,Al-Riyadh,Fahad Al-Reshedi,fahad-al-reshedi,F. Al-Reshedi,M,80,173,10,M,818573,EUR,676339200,M,80,80,True,18.0,16.0,3.0,3.0,5.0,6.0,12.0,13.0,2.0,,,,,,12.0,24.0,6.7,3.0,0,,,1.0,,3.0,1.0,,,,1.0,,,,1.0,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,
11452993,home,Al-Riyadh,Abdulrahman Al Yami,abdulrahman-al-yami,A. A. Yami,F,,172,4,M,872618,EUR,866678400,F,3,3,True,9.0,7.0,,,2.0,2.0,5.0,8.0,2.0,,,,,,12.0,15.0,6.1,7.0,0,,,1.0,,6.0,2.0,3.0,2.0,,,,,1.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,
11452993,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452993,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179,31,M,350060,EUR,690076800,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
