match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
11396478,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,21.0,15.0,13.0,7.0,9.0,10.0,6.0,11.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,4.0,90.0,33.0,7.4,7.0,0.0,0.0,0.00304765,0,-0.4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,,50.0,41.0,3.0,2.0,22.0,26.0,19.0,24.0,3.0,1.0,6.0,3.0,11.0,,,,90.0,59.0,6.7,10.0,0.0,0.0,0.0140224,0,,odilonkossounou,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,51.0,48.0,3.0,3.0,31.0,33.0,17.0,18.0,1.0,1.0,3.0,3.0,4.0,,,,90.0,66.0,7.8,4.0,0.1599,0.5061,0.00857253,1,,jonatah,1.0,,,7.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,60.0,50.0,5.0,1.0,29.0,30.0,21.0,30.0,1.0,2.0,4.0,3.0,6.0,,,,90.0,68.0,6.5,11.0,0.0,0.0,0.0256398,0,,edmondtapsoba,,1.0,1.0,2.0,,1.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,21.0,15.0,,,4.0,5.0,12.0,19.0,1.0,1.0,3.0,3.0,5.0,,,,78.0,39.0,8.0,10.0,0.5187,0.6934,0.125128,1,,jeremie_frimpong,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,63.0,54.0,1.0,,17.0,19.0,37.0,44.0,,1.0,3.0,10.0,3.0,,,,90.0,79.0,7.3,12.0,0.0,0.0,0.0513424,0,,exepalaciosok,3.0,1.0,1.0,,,3.0,4.0,2.0,,,,2.0,1.0,,,,4.0,,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,46.0,39.0,3.0,,19.0,19.0,20.0,27.0,1.0,,5.0,4.0,11.0,,,,90.0,57.0,7.0,9.0,0.0193,0.1423,0.296166,1,,Granit_Xhaka,1.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,29.0,23.0,2.0,1.0,9.0,12.0,14.0,20.0,,,,1.0,5.0,,,,90.0,43.0,6.6,11.0,0.1189,0.0,0.0118875,1,,grimaldo35,,1.0,1.0,,,,,,1.0,,,1.0,,,3.0,,,,1.0,,,,,,,,,,
11396478,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,,33.0,28.0,2.0,2.0,9.0,9.0,22.0,30.0,1.0,,3.0,7.0,4.0,,,,89.0,54.0,8.3,13.0,0.0358,0.0,0.455489,1,,,1.0,3.0,2.0,,,1.0,5.0,5.0,,,,3.0,4.0,1.0,6.0,3.0,,,,2.0,1.0,1.0,,,,,,,
11396478,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,32.0,25.0,2.0,1.0,8.0,11.0,17.0,23.0,2.0,1.0,7.0,3.0,2.0,,,,75.0,45.0,6.9,13.0,0.3763,1.0442,0.0604322,2,,FWirtz,,3.0,1.0,,,,,,1.0,2.0,1.0,,,,2.0,,1.0,2.0,,,,,,,1.0,,,,
