match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_shotOffTarget,stat_interceptionWon,stat_challengeLost,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_goals,stat_wonContest,stat_penaltyWon,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_goalsPrevented,stat_dispossessed,stat_penaltyConceded
12764271,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12727,M,yannsommer,16206,EUR,598320000,G,1,1,False,25.0,21.0,5.0,3.0,0.0,19.0,22.0,2.0,3.0,7.0,2.0,2.0,90.0,27.0,6.8,4.0,0.00044531,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764271,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10869,M,benpavard21,787505,EUR,827971200,D,28,28,False,83.0,77.0,2.0,1.0,0.0,37.0,39.0,40.0,46.0,2.0,,,90.0,96.0,7.6,9.0,0.0303739,1,2.0,1.0,3.0,2.0,6.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,0.3276,0.1775,,,,,,,,,,,,,,,,,,,,,,,,,
12764271,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5703,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,106.0,98.0,10.0,8.0,0.0,53.0,57.0,45.0,49.0,7.0,,,90.0,111.0,7.4,8.0,0.0255036,1,,2.0,5.0,4.0,5.0,,,1.0,,,,3.0,0.0191,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12764271,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15410,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,70.0,66.0,6.0,4.0,0.0,30.0,30.0,36.0,42.0,3.0,,,59.0,83.0,7.6,6.0,0.311281,0,2.0,1.0,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12764271,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15077,M,ddumfries2,759520,EUR,829785600,M,2,2,False,38.0,33.0,4.0,2.0,0.0,13.0,14.0,21.0,28.0,5.0,,,76.0,56.0,7.1,10.0,0.239319,2,4.0,,1.0,4.0,3.0,1.0,,1.0,,2.0,2.0,1.0,0.0719,,,,2.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12764271,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21334,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,50.0,46.0,1.0,1.0,1.0,8.0,9.0,39.0,43.0,4.0,,,59.0,57.0,7.7,5.0,0.260866,2,2.0,,,2.0,1.0,,,,,1.0,1.0,2.0,0.1068,,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12764271,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5946,M,KristjanAsllani,996820,EUR,1015632000,M,21,21,False,100.0,92.0,10.0,7.0,0.0,44.0,46.0,49.0,56.0,5.0,,,90.0,109.0,7.1,12.0,0.0739513,0,2.0,1.0,,2.0,1.0,,,,2.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,
12764271,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8726,M,micki_taryan,37151,EUR,601344000,M,22,22,False,63.0,57.0,4.0,3.0,0.0,13.0,15.0,46.0,50.0,3.0,,,90.0,71.0,7.7,8.0,0.282735,1,2.0,,,1.0,2.0,,1.0,1.0,,2.0,1.0,,0.0922,0.1618,,,,,1.0,,3.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,
12764271,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15782,M,dimarco32,284361,EUR,879120000,M,32,32,False,71.0,61.0,3.0,2.0,0.0,23.0,26.0,41.0,50.0,3.0,,,90.0,93.0,8.0,15.0,0.103008,3,5.0,,,1.0,2.0,1.0,1.0,,,2.0,2.0,,0.4355,0.0784,,,2.0,1.0,,,5.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,
12764271,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,121978,M,LautaroM,823984,EUR,872208000,F,10,10,False,17.0,11.0,,,0.0,2.0,3.0,9.0,14.0,1.0,,,76.0,32.0,9.2,12.0,0.486067,4,,2.0,1.0,5.0,2.0,1.0,3.0,,,1.0,1.0,,2.1185,1.8969,,,1.0,,1.0,,2.0,,2.0,1.0,,3.0,1.0,True,3.0,,,,,,,,,,
