match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_interceptionWon,stat_hitWoodwork,stat_outfielderBlock,captain,stat_challengeLost,stat_bigChanceCreated,stat_dispossessed,stat_goals,stat_unsuccessfulTouch,stat_goalAssist,stat_errorLeadToAShot,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt
10408619,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,33.0,22.0,18.0,7.0,20.0,26.0,2.0,7.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,90.0,40.0,7.6,11.0,0.0,0.0,0.00040329,0,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408619,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,2,2,False,58.0,48.0,6.0,3.0,25.0,29.0,24.0,31.0,1.0,12.0,9.0,,,,,,90.0,93.0,7.8,16.0,0.0258,0.0,0.0276828,1,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,
10408619,home,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,,814023,EUR,886550400,D,24,24,False,43.0,36.0,3.0,3.0,31.0,37.0,5.0,6.0,2.0,4.0,5.0,,,,,,84.0,50.0,7.0,7.0,0.0352,0.3857,0.00128631,1,,,,3.0,4.0,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10408619,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,40.0,36.0,7.0,3.0,22.0,22.0,14.0,18.0,,1.0,2.0,,,,,,90.0,47.0,7.2,4.0,0.1385,0.0,0.00374928,1,,,,2.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
10408619,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,55.0,44.0,9.0,4.0,22.0,26.0,25.0,41.0,1.0,8.0,6.0,,,,,,84.0,84.0,7.9,23.0,0.0434,0.1751,0.123702,1,,12.0,3.0,,2.0,4.0,3.0,,,3.0,,1.0,1.0,2.0,1.0,,,,True,1.0,1.0,,,,,,,,,,
10408619,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,30.0,28.0,1.0,1.0,10.0,11.0,18.0,21.0,1.0,5.0,7.0,,,,,,90.0,45.0,7.1,10.0,0.2109,0.6008,0.027098,1,,2.0,,2.0,10.0,2.0,1.0,,1.0,2.0,1.0,1.0,4.0,,1.0,1.0,,,,,,3.0,1.0,2.0,,,,,,,
10408619,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,M,6,6,False,75.0,66.0,9.0,7.0,37.0,39.0,29.0,36.0,3.0,6.0,7.0,,,,,,90.0,82.0,7.1,10.0,0.0,0.0,0.0710948,0,,,,1.0,4.0,,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,
10408619,home,Valencia,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,ilaixmk,962890,EUR,1042934400,M,8,8,False,23.0,20.0,1.0,1.0,7.0,8.0,13.0,15.0,,8.0,6.0,,,,,,67.0,37.0,7.0,8.0,0.0,0.0,0.0278808,0,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,6.0,2.0,1.0,,,,,,,,1.0,,4.0,,,,,,,
10408619,home,Valencia,Samu Castillejo,samu-castillejo,S. Castillejo,M,70,182,950,M,,188405,EUR,790387200,F,11,11,False,16.0,12.0,1.0,,3.0,3.0,9.0,13.0,1.0,8.0,2.0,,,,,,71.0,38.0,7.3,10.0,0.2221,0.7491,0.0122407,1,,,,2.0,9.0,2.0,1.0,,,2.0,,4.0,3.0,,1.0,2.0,,1.0,,1.0,,2.0,1.0,3.0,,,,,,,
10408619,home,Valencia,Edinson Cavani,edinson-cavani,E. Cavani,F,10,184,18667,M,ElMatador,21521,EUR,540259200,F,7,7,False,11.0,10.0,2.0,1.0,6.0,6.0,4.0,5.0,,,1.0,,,,,,71.0,16.0,6.4,3.0,0.0,0.0,0.00282249,0,,,,2.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,
