match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,captain,player_firstName,stat_dispossessed,stat_challengeLost,stat_wonContest,player_lastName,stat_bigChanceCreated,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_penaltyWon
14425846,home,Millwall,Max Crocombe,max-crocombe,M. Crocombe,G,15,193.0,85,M,197904,EUR,745113600,G,15,15,False,29.0,10.0,22.0,3.0,0.0,7.0,9.0,3.0,20.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,90.0,39.0,6.6,20.0,0.3869,0,0.0,0.0,-0.13,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425846,home,Millwall,Wes Harding,wes-harding,W. Harding,D,45,181.0,89,M,892397,EUR,845769600,D,45,45,False,35.0,27.0,6.0,4.0,0.0,14.0,15.0,13.0,20.0,4.0,6.0,,,,,,90.0,73.0,6.5,20.0,,2,0.32,0.14,-0.44,,3.0,1.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,-0.03,,,,,,,,,,,,,,,,
14425846,home,Millwall,Kamarl Grant,kamarl-grant,K. Grant,D,27,188.0,28,M,1186808,EUR,1043539200,D,27,27,False,33.0,27.0,8.0,3.0,0.0,19.0,22.0,8.0,11.0,5.0,4.0,,,,,,90.0,43.0,7.7,6.0,,1,0.09,0.03,0.29,,,,2.0,2.0,4.0,3.0,,,2.0,,,,,1.0,2.0,,,0.51,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14425846,home,Millwall,Tristan Crama,crama-tristan,T. Crama,D,4,192.0,133,M,1018087,EUR,1005177600,D,4,4,False,28.0,19.0,4.0,,0.0,18.0,24.0,1.0,4.0,6.0,6.0,,,,,,90.0,43.0,6.7,10.0,,0,-0.07,0.03,0.3,,1.0,,4.0,1.0,5.0,5.0,,,1.0,3.0,2.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,
14425846,home,Millwall,Joe Bryan,joe-bryan,J. Bryan,D,23,170.0,93,M,205028,EUR,748224000,D,23,23,False,27.0,20.0,2.0,,0.0,14.0,15.0,6.0,12.0,,7.0,,,,,,45.0,45.0,7.3,16.0,,0,0.3,0.06,0.27,,2.0,1.0,1.0,2.0,3.0,5.0,1.0,,,3.0,2.0,2.0,,,1.0,,,,,,1.0,,True,,,,,,,,,,,
14425846,home,Millwall,Daniel Kelly,daniel-kelly,D. Kelly,M,16,180.0,85,M,1149244,EUR,1128297600,M,16,16,False,25.0,20.0,4.0,2.0,0.0,7.0,9.0,13.0,16.0,1.0,3.0,,,,,,90.0,33.0,6.0,8.0,,0,-0.14,0.03,-0.04,,,,2.0,,6.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,1.0,,,Daniel Kelly,1.0,,,,,,,,,
14425846,home,Millwall,Massimo Luongo,massimo-luongo,M. Luongo,M,21,174.0,250,M,204300,EUR,717379200,M,21,21,False,32.0,22.0,2.0,,0.0,11.0,15.0,11.0,17.0,,2.0,,,,,,45.0,38.0,7.7,10.0,,1,0.04,0.01,-0.1,,,,1.0,1.0,3.0,4.0,,,2.0,2.0,2.0,,,1.0,,,,0.54,1.0,1.0,,,,,,2.0,,,,,,,,
14425846,home,Millwall,Jack Howland,jack-howland,J. Howland,F,17,175.0,17,M,2192973,EUR,1140048000,M,47,47,False,23.0,17.0,1.0,,0.0,5.0,6.0,12.0,17.0,1.0,6.0,,,,,,90.0,38.0,6.8,13.0,,0,0.11,0.08,-0.01,,,,1.0,1.0,4.0,6.0,3.0,,,3.0,2.0,3.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,
14425846,home,Millwall,Luke Cundle,luke-cundle,L. Cundle,M,25,174.0,206,M,988966,EUR,1019779200,M,25,25,False,25.0,21.0,,,0.0,6.0,7.0,15.0,18.0,,,,,,,,62.0,29.0,6.5,6.0,,0,-0.01,0.13,-0.05,,,,3.0,1.0,4.0,2.0,,,,1.0,1.0,2.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,
14425846,home,Millwall,Aidomo Emakhu,aidomo-emakhu,A. Emakhu,F,10,172.0,178,M,1065019,EUR,1067126400,M,22,22,False,17.0,12.0,2.0,,1.0,4.0,6.0,8.0,11.0,,5.0,,,,,,77.0,53.0,6.9,17.0,,3,0.1,0.25,-0.04,,11.0,2.0,5.0,1.0,9.0,8.0,3.0,2.0,1.0,3.0,3.0,,,2.0,1.0,,2.0,-0.41,,,,,,,1.0,1.0,2.0,,1.0,1.0,,,,
