match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_goals,captain,stat_crossNotClaimed
10382095,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,31.0,22.0,14.0,6.0,17.0,19.0,5.0,12.0,2.0,2.0,4.0,11.0,2.0,3.0,4.0,2.0,2.0,2.0,90.0,45.0,7.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,53.0,43.0,2.0,2.0,17.0,19.0,26.0,36.0,2.0,2.0,1.0,6.0,,,,,,,90.0,67.0,6.9,13.0,1,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,71.0,66.0,6.0,6.0,47.0,51.0,19.0,20.0,4.0,7.0,1.0,11.0,,,,,,,90.0,82.0,7.0,5.0,1,,,,5.0,,,1.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10382095,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,57.0,54.0,3.0,2.0,35.0,37.0,19.0,21.0,1.0,3.0,1.0,5.0,,,,,,,90.0,70.0,6.5,4.0,0,,,1.0,4.0,,,1.0,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
10382095,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,24,24,False,29.0,22.0,4.0,2.0,17.0,21.0,5.0,8.0,,,2.0,2.0,,,,,,,45.0,32.0,6.3,7.0,0,,,,3.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,36.0,24.0,2.0,1.0,10.0,15.0,14.0,23.0,1.0,4.0,1.0,5.0,,,,,,,90.0,59.0,6.8,17.0,1,,,2.0,8.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,3.0,,2.0,1.0,3.0,,,,,,
10382095,home,RKC Waalwijk,Iliass Bel Hassani,iliass-bel-hassani,I. Bel Hassani,M,,173,104,M,128799,EUR,716601600,M,11,11,False,26.0,19.0,1.0,1.0,5.0,7.0,15.0,26.0,1.0,3.0,2.0,1.0,,,,,,,72.0,45.0,8.1,16.0,3,,,7.0,3.0,1.0,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
10382095,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,False,48.0,40.0,3.0,1.0,17.0,18.0,23.0,32.0,,,,7.0,,,,,,,90.0,53.0,6.4,11.0,0,,,2.0,3.0,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,
10382095,home,RKC Waalwijk,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,14,14,False,27.0,23.0,1.0,,9.0,10.0,15.0,19.0,,,1.0,4.0,,,,,,,86.0,38.0,6.4,10.0,2,,,2.0,5.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,,,1.0,,,,
10382095,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,14.0,9.0,,,7.0,7.0,2.0,7.0,3.0,3.0,2.0,2.0,,,,,,,42.0,19.0,7.3,5.0,1,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,True,
10382095,home,RKC Waalwijk,Julen Lobete,julen-lobete,J. Lobete,F,24,176,172,M,1006232,EUR,969235200,F,7,7,False,32.0,24.0,,,7.0,8.0,17.0,24.0,1.0,6.0,,4.0,,,,,,,90.0,50.0,6.8,16.0,1,,,,5.0,,,1.0,4.0,,1.0,1.0,,3.0,2.0,1.0,,3.0,3.0,,,,,,,,
10382095,home,RKC Waalwijk,Roy Kuijpers,roy-kuijpers,R. Kuijpers,F,17,175,50,M,1046728,EUR,948067200,F,17,17,True,17.0,17.0,,,5.0,5.0,13.0,17.0,,3.0,,1.0,,,,,,,48.0,29.0,7.4,5.0,1,,,5.0,2.0,1.0,,,,,1.0,1.0,,2.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,
10382095,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,8,175,12,M,991846,EUR,943833600,M,8,8,True,30.0,28.0,2.0,2.0,8.0,10.0,20.0,21.0,,3.0,,3.0,,,,,,,45.0,40.0,6.9,3.0,2,Patrick,Vroegh,1.0,2.0,,,2.0,,,,2.0,,,,,2.0,1.0,,2.0,1.0,,,,,,
10382095,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,F,19,19,True,5.0,4.0,,,,,4.0,5.0,,1.0,,,,,,,,,18.0,6.0,6.6,1.0,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10382095,home,RKC Waalwijk,Mika Biereth,mika-biereth,M. Biereth,F,14,187,5311,M,1083007,EUR,1044662400,F,9,9,True,1.0,1.0,,,1.0,1.0,,,,3.0,,1.0,,,,,,,12.0,5.0,6.8,1.0,0,Mika Biereth,,,,,,,1.0,,,,,2.0,2.0,,,1.0,,,,,,,,,
10382095,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Joel Pereira,joel-pereira,J. Pereira,G,1,188,279,M,788135,EUR,835920000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Luuk Wouters,luuk-wouters,L. Wouters,D,15,190,33,M,1048222,EUR,928800000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Hans Mulder,hans-mulder,H. Mulder,D,10,180,5,,18185,EUR,546480000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Sebbe Augustijns,sebbe-augustijns,S. Augustijns,M,,179,19,M,997507,EUR,936316800,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382095,away,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,1,1,False,26.0,21.0,14.0,9.0,14.0,14.0,7.0,12.0,,,1.0,9.0,1.0,2.0,3.0,1.0,,,90.0,32.0,6.5,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10382095,away,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174,235,M,916926,EUR,998179200,D,2,2,False,47.0,41.0,2.0,1.0,24.0,26.0,17.0,22.0,2.0,5.0,2.0,5.0,,,,,,,62.0,68.0,6.2,8.0,1,,,1.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,2.0,,,1.0,,,,,,
10382095,away,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188,217,M,41495,EUR,673747200,D,3,3,False,59.0,50.0,7.0,4.0,38.0,44.0,12.0,15.0,2.0,5.0,8.0,5.0,,,,,,,90.0,73.0,6.9,9.0,0,,,,3.0,,,1.0,,1.0,,1.0,1.0,,,,3.0,,,,2.0,,,,,,
10382095,away,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185,31,,28319,EUR,528940800,D,4,4,False,70.0,62.0,7.0,2.0,54.0,55.0,8.0,15.0,1.0,1.0,4.0,7.0,,,,,,,90.0,80.0,6.7,8.0,0,,,,5.0,,2.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,True,
