match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,player_sofascoreId,stat_shotOffTarget,stat_fouls,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_bigChanceCreated,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_lastManTackle,stat_hitWoodwork
11406735,home,Milan,Antonio Mirante,antonio-mirante,A. Mirante,G,193.0,328,M,27955,EUR,426470400,G,83,83,False,22.0,21.0,3.0,2.0,0.0,21.0,22.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,88.0,30.0,6.5,1.0,0.00010744,0,-0.0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406735,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,177.0,2430,M,318607,EUR,849830400,D,2,2,False,61.0,52.0,8.0,5.0,0.0,25.0,29.0,,1.0,,4.0,,,,90.0,81.0,7.3,12.0,0.147201,2,,2,True,28.0,34.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2218,0.3196,2.0,,,,,,,,,,,,,,,,,
11406735,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,185.0,3401,M,826195,EUR,940464000,D,46,46,False,40.0,34.0,5.0,3.0,0.0,23.0,24.0,3.0,5.0,,1.0,,,,58.0,48.0,7.2,6.0,0.00347674,1,,46,,11.0,16.0,,,4.0,,,1.0,,,1.0,,2.0,0.0308,0.5163,,4.0,,,,,,,,,,,,,,,,
11406735,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,185.0,7146,M,788255,EUR,882489600,D,23,23,False,45.0,42.0,1.0,1.0,0.0,32.0,34.0,2.0,2.0,1.0,2.0,,,,88.0,52.0,6.9,3.0,0.00260043,2,,23,,10.0,11.0,,,1.0,,,1.0,,,1.0,1.0,,0.1181,0.1459,,,fikayotomori,1.0,1.0,,,,,,,,,,,,,
11406735,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,184.0,26616,M,788027,EUR,876096000,D,19,19,False,59.0,56.0,,,0.0,19.0,19.0,1.0,8.0,1.0,4.0,,,,90.0,84.0,7.5,8.0,0.420708,3,,19,,38.0,41.0,1.0,1.0,4.0,,6.0,1.0,2.0,,,1.0,,0.1885,0.2328,1.0,,TheoHdez,,1.0,1.0,4.0,3.0,,,,,,,,,,
11406735,home,Milan,Alessandro Florenzi,alessandro-florenzi,A. Florenzi,D,173.0,2203,M,152420,EUR,668649600,M,42,42,False,56.0,51.0,9.0,8.0,1.0,19.0,21.0,,1.0,,9.0,,,,90.0,77.0,7.9,14.0,0.690992,1,,,,40.0,49.0,14.0,8.0,2.0,,2.0,,1.0,,,,1.0,0.0246,,6.0,,,,,,,,1.0,1.0,1.0,,,,,,,
11406735,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,185.0,38485,M,893549,EUR,901670400,M,14,14,False,59.0,54.0,2.0,1.0,0.0,26.0,26.0,,3.0,,4.0,,,,90.0,72.0,6.4,10.0,0.19369,0,,4,,28.0,34.0,1.0,,3.0,,1.0,,,,,1.0,2.0,,,,,tijjanireijnders,,,2.0,,1.0,,,1.0,,,,,,,
11406735,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,177.0,37774,M,817957,EUR,906076800,M,11,11,False,35.0,27.0,1.0,1.0,1.0,7.0,7.0,,7.0,,4.0,,,,90.0,62.0,7.4,17.0,0.0896943,3,,11,,21.0,33.0,5.0,1.0,5.0,1.0,6.0,2.0,1.0,,,,2.0,0.2635,0.0649,1.0,,CMPulisic,,,2.0,4.0,1.0,,,1.0,,,,,,,
11406735,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,175.0,31837,M,823733,EUR,880934400,M,4,4,False,50.0,43.0,1.0,1.0,0.0,13.0,14.0,1.0,8.0,,4.0,,,,90.0,70.0,7.6,12.0,0.395589,1,,4,,31.0,37.0,1.0,1.0,5.0,,3.0,,,,1.0,1.0,2.0,0.0943,,2.0,,IsmaëlBennacer,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,
11406735,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188.0,75751,M,851284,EUR,928972800,M,10,10,False,27.0,21.0,3.0,2.0,0.0,6.0,7.0,1.0,3.0,,,,,,59.0,40.0,7.7,10.0,0.06825,2,,10,,16.0,23.0,3.0,1.0,3.0,,2.0,2.0,,1.0,,,,1.1137,1.0097,2.0,,RLeão,,1.0,2.0,2.0,,,,,,,1.0,,,,
