match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_challengeLost,stat_interceptionWon,stat_keyPass,captain,stat_fouls,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_hitWoodwork
12499548,home,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,27.0,17.0,12.0,2.0,0.0,15.0,15.0,2.0,12.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,37.0,6.6,10.0,0.00036691,0,-0.3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499548,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,28.0,24.0,2.0,,0.0,14.0,15.0,10.0,15.0,3.0,3.0,,,,,,90.0,45.0,6.8,9.0,0.00709242,2,,,,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0927,,,,,,,,,,,,,,,
12499548,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,D,13,13,False,53.0,47.0,3.0,1.0,0.0,26.0,26.0,24.0,33.0,3.0,2.0,,,,,,90.0,73.0,7.3,10.0,0.135943,1,,,,6.0,,1.0,1.0,5.0,,2.0,2.0,,1.0,,2.0,1.0,,0.0337,3.0,1.0,1.0,3.0,,,,,,,,,,,
12499548,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,33.0,30.0,4.0,2.0,0.0,20.0,21.0,10.0,12.0,6.0,5.0,,,,,,90.0,44.0,6.9,3.0,0.00307713,1,,,,,1.0,2.0,6.0,3.0,,,,1.0,,2.0,1.0,1.0,,0.0158,,,,,True,5.0,1.0,,,,,,,,
12499548,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,3,3,False,55.0,50.0,5.0,4.0,0.0,28.0,29.0,22.0,26.0,2.0,7.0,,,,,,90.0,75.0,7.5,10.0,0.0474426,2,,,,,,1.0,1.0,6.0,,,,,2.0,,5.0,4.0,,0.0712,,,1.0,2.0,,1.0,,,,,,,,,
12499548,home,RB Leipzig,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,D,7,7,False,21.0,15.0,1.0,,0.0,5.0,7.0,10.0,16.0,,3.0,,,,,,90.0,45.0,7.4,14.0,0.19997,2,,,,2.0,1.0,1.0,8.0,7.0,3.0,4.0,3.0,1.0,,,2.0,2.0,1.0,0.0633,,2.0,2.0,3.0,,1.0,,nusaantonio,1.0,1.0,2.0,0.0846,,,
12499548,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,39.0,30.0,5.0,2.0,1.0,12.0,15.0,18.0,24.0,,8.0,,,,,,90.0,56.0,7.2,14.0,0.092214,2,,,,,,1.0,8.0,5.0,1.0,1.0,,1.0,,1.0,2.0,2.0,2.0,0.7299,,4.0,,3.0,,2.0,1.0,,1.0,1.0,2.0,0.6621,1.0,,
12499548,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,44.0,43.0,,,0.0,25.0,26.0,18.0,18.0,1.0,1.0,,,,,,67.0,51.0,7.0,2.0,0.375732,0,,,,,,,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,2.0,,,1.0,,2.0,,,,
12499548,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,58.0,53.0,2.0,2.0,0.0,19.0,19.0,34.0,39.0,1.0,5.0,,,,,,89.0,71.0,7.4,9.0,0.231128,1,,,,,,,4.0,1.0,1.0,1.0,,1.0,,,1.0,,,0.0949,,1.0,1.0,2.0,,1.0,,,,,,,,,
12499548,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,27.0,21.0,1.0,,0.0,7.0,7.0,14.0,20.0,1.0,3.0,,,,,,90.0,39.0,7.3,9.0,0.0541244,3,,,,,2.0,4.0,4.0,6.0,1.0,1.0,1.0,,1.0,,,,1.0,0.4531,,1.0,1.0,1.0,,,1.0,benjamin_sesko,,2.0,1.0,0.8928,1.0,1.0,
