match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_hitWoodwork,stat_dispossessed,stat_goals,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
14025093,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,16.0,13.0,4.0,1.0,0.0,12.0,12.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,90.0,23.0,7.6,3.0,0.000441,47.850495062028,7.0,23.73,14.91,0.3294,0,0.9764,0.03,0.02,0.2,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025093,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,57.0,48.0,5.0,2.0,0.0,16.0,19.0,32.0,38.0,4.0,2.0,,,,90.0,81.0,7.2,14.0,0.0269375,185.82886671486,24.0,78.435,21.945,,1,,-0.04,0.08,0.2,,3.0,1.0,2.0,5.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0309,0.0463,-0.15,,,,,,,,,,,,,,,,,,
14025093,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,67.0,66.0,2.0,2.0,0.0,33.0,33.0,33.0,34.0,7.0,3.0,,,,90.0,80.0,7.8,1.0,0.0280978,125.97039342713,16.0,81.27,19.53,,0,,0.11,0.05,0.46,,,,3.0,,6.0,,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,
14025093,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,61.0,56.0,3.0,2.0,0.0,24.0,25.0,32.0,36.0,2.0,6.0,,,,90.0,69.0,7.2,6.0,0.0168159,274.3786366873,30.0,175.56,21.42,,1,,0.2,0.21,0.3,,,,,2.0,2.0,,2.0,1.0,,1.0,1.0,,1.0,0.054,,-0.41,,,,1.0,1.0,1.0,,,,,,,,,,,,
14025093,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,36.0,34.0,,,0.0,15.0,17.0,19.0,19.0,4.0,5.0,,,,90.0,59.0,7.7,8.0,0.0885809,28.655812962903,5.0,14.91,9.87,,1,,0.42,-0.16,0.19,,9.0,1.0,3.0,1.0,6.0,,,,,,,3.0,,0.0582,,0.0,,,2.0,1.0,,,3.0,1.0,,,,,,,,,,
14025093,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,59.0,50.0,3.0,1.0,0.0,18.0,22.0,32.0,37.0,,1.0,,,,88.0,71.0,7.8,13.0,0.0327927,99.540537342584,13.0,25.41,7.77,,1,,0.11,0.08,-0.06,,,4.0,2.0,8.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,0.0575,0.5861,0.55,,,,,,,,,3.0,1.0,,,,,,,,
14025093,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,45.0,37.0,5.0,4.0,0.0,11.0,12.0,26.0,33.0,2.0,2.0,,,,75.0,65.0,8.4,10.0,0.471752,129.30767871683,18.0,60.795,28.56,,3,,0.55,0.17,0.25,,1.0,,1.0,4.0,7.0,1.0,1.0,,2.0,4.0,3.0,2.0,2.0,0.0778,0.0628,-0.25,,,2.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,
14025093,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,45.0,38.0,5.0,2.0,1.0,10.0,13.0,28.0,32.0,2.0,11.0,,,,90.0,71.0,7.6,19.0,0.0962297,128.91883859146,18.0,45.36,12.285,,1,,0.4,0.15,0.31,,6.0,,,6.0,7.0,,4.0,2.0,,2.0,2.0,3.0,1.0,0.0296,,-0.06,,,4.0,,,1.0,1.0,,3.0,,2.0,True,1.0,,,,,
14025093,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,20.0,15.0,,,0.0,2.0,2.0,13.0,18.0,,3.0,,,,90.0,43.0,5.9,19.0,0.040284,114.89286451437,12.0,99.54,32.445,,3,,0.02,0.28,-0.09,,2.0,2.0,1.0,12.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,0.0755,0.0707,-0.51,,,,2.0,,,,,4.0,,7.0,,,,,,,
14025093,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,25.0,18.0,2.0,,0.0,5.0,7.0,13.0,18.0,,,,,,54.0,32.0,6.5,11.0,0.0715909,101.08245982678,8.0,80.745,28.56,,0,,-0.08,0.29,-0.05,,,1.0,3.0,7.0,5.0,1.0,2.0,,,,,2.0,2.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,
