match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_shotOffTarget,stat_wonTackle,stat_penaltyConceded,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_errorLeadToAGoal,stat_errorLeadToAShot
10434129,home,Fenerbahçe,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198,15154,M,altaybayindir,815890,EUR,892512000,G,1,1,False,True,31.0,16.0,19.0,4.0,13.0,15.0,3.0,16.0,1.0,1.0,13.0,1.0,4.0,1.0,6.0,1.0,1.0,90.0,44.0,7.7,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434129,home,Fenerbahçe,Ferdi Kadıoğlu,,,ferdi-kadioglu,F. Kadıoğlu,D,24,174,21035,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,,36.0,27.0,5.0,3.0,17.0,21.0,11.0,20.0,,2.0,5.0,,,,,,,90.0,58.0,7.0,16.0,1,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10434129,home,Fenerbahçe,Mauricio Lemos,,,mauricio-lemos,M. Lemos,D,4,186,1267,M,,385916,EUR,820108800,D,29,29,False,,41.0,34.0,10.0,6.0,30.0,32.0,4.0,9.0,2.0,3.0,5.0,,,,,,,90.0,46.0,6.4,8.0,0,,,5.0,,,,1.0,,,,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
10434129,home,Fenerbahçe,Attila Szalai,,,attila-szalai,A. Szalai,D,41,192,2470,M,,823092,EUR,885254400,D,41,41,False,,24.0,23.0,1.0,,22.0,22.0,1.0,2.0,,1.0,2.0,,,,,,,90.0,34.0,6.3,1.0,1,,,2.0,,,,5.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10434129,home,Fenerbahçe,Luan Peres,,,luan-peres,L. Peres,D,14,190,1170,M,,842098,EUR,774576000,D,28,28,False,,40.0,37.0,1.0,,29.0,30.0,8.0,10.0,1.0,2.0,1.0,,,,,,,90.0,49.0,6.7,3.0,0,,,,,,,4.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,
10434129,home,Fenerbahçe,Emre Mor,,,emre-mor,E. Mor,M,99,169,2587,M,,826258,EUR,869702400,M,99,99,False,,16.0,13.0,1.0,1.0,6.0,8.0,7.0,9.0,,8.0,6.0,,,,,,,80.0,38.0,6.6,9.0,2,1.0,,7.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,4.0,1.0,,,,,,,,
10434129,home,Fenerbahçe,Willian Arão,,,willian-arao,Willian Arão,M,15,181,1833,M,,242213,EUR,700358400,M,5,5,False,,25.0,23.0,1.0,1.0,15.0,16.0,8.0,9.0,1.0,2.0,3.0,,,,,,,61.0,27.0,6.5,2.0,1,,,4.0,,,1.0,,,,,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
10434129,home,Fenerbahçe,Miha Zajc,,,miha-zajc,M. Zajc,M,8,180,1164,M,,139256,EUR,773020800,M,26,26,False,,19.0,16.0,3.0,2.0,9.0,10.0,7.0,9.0,,1.0,2.0,,,,,,,62.0,22.0,6.9,4.0,1,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
10434129,home,Fenerbahçe,Lincoln,,,lincoln,Lincoln,M,18,177,840,M,,794928,EUR,910396800,M,18,18,False,,35.0,28.0,1.0,,12.0,13.0,19.0,26.0,,4.0,5.0,,,,,,,88.0,56.0,7.7,10.0,0,4.0,3.0,3.0,3.0,1.0,,2.0,,,1.0,1.0,4.0,,,,2.0,,1.0,,,,,1.0,2.0,,,,,
10434129,home,Fenerbahçe,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190,1074,M,,123917,EUR,687830400,F,19,19,False,,13.0,10.0,,,3.0,3.0,7.0,10.0,,3.0,3.0,,,,,,,61.0,27.0,6.9,8.0,1,,,6.0,1.0,,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,
