match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396342,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,26.0,18.0,10.0,3.0,18.0,23.0,3.0,8.0,1.0,1.0,1.0,90.0,33.0,6.9,8.0,0.00021245,0,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,927407,EUR,954633600,D,2,2,False,,100.0,94.0,8.0,6.0,47.0,50.0,50.0,6.0,,,,90.0,114.0,7.7,9.0,0.0440403,0,,,,josip_stanisic,47.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,72.0,68.0,,,42.0,44.0,28.0,7.0,,,,67.0,79.0,6.8,6.0,0.0297782,0,,,,jonatah,26.0,,3.0,5.0,,1.0,,2.0,,1.0,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,62.0,57.0,2.0,2.0,48.0,51.0,11.0,7.0,,,,73.0,69.0,7.1,6.0,0.008911,1,,,,pierohincapie,9.0,1.0,1.0,6.0,,,,1.0,,,,,5.0,,1.0,,1.0,1.0,1.0,0.1711,,,,,,,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,39.0,31.0,3.0,1.0,10.0,15.0,30.0,4.0,,,,90.0,63.0,7.6,17.0,0.268654,2,,,,jeremie_frimpong,24.0,1.0,5.0,3.0,2.0,3.0,1.0,,,,,4.0,1.0,,,,,2.0,1.0,0.17,1.0,6.0,3.0,1.0,2.0,1.0,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,107.0,94.0,8.0,8.0,56.0,60.0,47.0,15.0,,,,90.0,127.0,7.0,22.0,0.0408091,0,,,,Granit_Xhaka,38.0,2.0,9.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,89.0,76.0,5.0,,55.0,56.0,33.0,7.0,,,,90.0,99.0,7.0,15.0,0.0289094,0,,,,,21.0,1.0,3.0,4.0,,,,1.0,1.0,3.0,3.0,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,63.0,56.0,2.0,,35.0,36.0,32.0,9.0,,,,90.0,83.0,6.9,15.0,0.653138,1,,,,grimaldo35,24.0,,3.0,2.0,1.0,3.0,1.0,1.0,,,,3.0,1.0,,,,,3.0,,0.267,1.0,5.0,3.0,,,,1.0,1.0,,,,,,,
11396342,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,64.0,54.0,1.0,,18.0,21.0,45.0,3.0,,,,87.0,82.0,7.8,17.0,0.61048,1,,,,FWirtz,36.0,,5.0,3.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,,2.0,1.0,3.0,2.0,0.0875,1.0,2.0,,1.0,,1.0,,,,,,,,,
11396342,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,,36.0,31.0,4.0,4.0,10.0,11.0,25.0,2.0,,,,73.0,50.0,7.4,9.0,0.531915,2,,,,,21.0,1.0,4.0,4.0,1.0,4.0,2.0,,,1.0,,2.0,,,1.0,,1.0,,1.0,0.1804,,,,1.0,1.0,1.0,,,,,,,,,
