match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_interceptionWon,stat_wonTackle,stat_errorLeadToAGoal,stat_accurateCross,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_challengeLost,stat_totalContest,stat_errorLeadToAShot,stat_dispossessed,captain,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget
13472790,home,Fortaleza,Brenno,brenno,Brenno,G,12,188,501,M,914481,EUR,922924800,G,12,12,False,26.0,18.0,12.0,4.0,0.0,16.0,19.0,2.0,7.0,2.0,3.0,8.0,1.0,1.0,2.0,2.0,1.0,90.0,38.0,6.8,8.0,0.00055147,0,0.9793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472790,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,33,33,False,36.0,26.0,2.0,,0.0,11.0,12.0,15.0,24.0,7.0,3.0,1.0,,2.0,,,,90.0,59.0,6.9,16.0,0.00752434,2,,1.0,3.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0388,,,,,,,,,,,,,,,,,,,,
13472790,home,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,52.0,44.0,5.0,2.0,0.0,35.0,38.0,9.0,14.0,7.0,8.0,1.0,1.0,,,,,90.0,67.0,6.5,10.0,0.00356393,0,,,,6.0,,,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
13472790,home,Fortaleza,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190,583,M,2034540,EUR,1089849600,D,39,39,False,16.0,11.0,2.0,1.0,0.0,9.0,10.0,2.0,6.0,3.0,3.0,1.0,,1.0,,,,44.0,25.0,6.8,7.0,0.00030907,0,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
13472790,home,Fortaleza,Gastón Ávila,gaston-avila,G. Ávila,D,13,182,1203,M,975526,EUR,1001808000,D,3,3,False,37.0,28.0,17.0,10.0,0.0,16.0,17.0,12.0,20.0,4.0,4.0,3.0,3.0,,,,,90.0,58.0,7.7,12.0,0.129405,0,,2.0,2.0,1.0,2.0,,1.0,2.0,,,3.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,
13472790,home,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,False,43.0,39.0,5.0,2.0,0.0,20.0,21.0,19.0,22.0,5.0,,9.0,2.0,3.0,,,,80.0,54.0,7.3,4.0,0.0237316,1,,,,,,,,,,0.0332,3.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,
13472790,home,Fortaleza,Matheus Pereira,pereira-matheus,M. Pereira,M,23,181,3434,M,795268,EUR,888364800,M,5,5,False,75.0,56.0,11.0,5.0,0.0,28.0,35.0,28.0,40.0,2.0,2.0,3.0,1.0,,,,,90.0,84.0,6.5,22.0,0.0233543,2,,,3.0,1.0,7.0,,1.0,2.0,,0.0828,,1.0,,,,,,2.0,,3.0,1.0,2.0,,,,,,,,
13472790,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,False,30.0,24.0,3.0,1.0,0.0,13.0,17.0,11.0,13.0,5.0,1.0,7.0,5.0,,,,,63.0,43.0,6.9,7.0,0.0115486,2,,1.0,1.0,,2.0,1.0,,,1.0,0.0528,2.0,3.0,,,,,,1.0,,,,,,,,,,,,
13472790,home,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,937552,EUR,822441600,M,26,26,False,23.0,18.0,1.0,1.0,0.0,6.0,6.0,12.0,17.0,2.0,1.0,5.0,,2.0,,,,80.0,34.0,6.5,10.0,0.0393039,0,,3.0,,,5.0,,,,3.0,,,,,,1.0,,,,2.0,,1.0,,1.0,,,,,,,
13472790,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,10.0,9.0,,,0.0,6.0,6.0,3.0,4.0,,,,,,,,,62.0,15.0,6.3,6.0,0.00157639,0,,,3.0,,6.0,,,3.0,2.0,,,,,,,,,,1.0,,,,2.0,True,,,,,,
