match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_possessionLostCtrl,stat_keyPass,stat_totalLongBalls,stat_accurateLongBalls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_goalAssist,stat_goodHighClaim
11452958,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187,324,M,235686,EUR,654652800,G,18,18,False,25.0,25.0,24.0,24.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,90.0,32.0,6.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452958,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176,240,M,818572,EUR,830217600,D,27,27,False,17.0,14.0,4.0,7.0,12.0,16.0,,1.0,,,,90.0,28.0,6.6,0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11452958,home,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188,76,M,584430,EUR,706492800,D,4,4,False,64.0,62.0,48.0,48.0,15.0,17.0,1.0,10.0,,,,90.0,72.0,7.0,0,1.0,1.0,2.0,4.0,5.0,7.0,,2.0,,,2.0,,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11452958,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184,534,M,923040,EUR,831513600,D,88,88,False,42.0,39.0,31.0,32.0,8.0,10.0,3.0,5.0,,,,79.0,50.0,6.7,1,,,2.0,,5.0,2.0,,2.0,,,3.0,,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,
11452958,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168,15,M,1152012,EUR,993340800,D,16,16,False,32.0,28.0,15.0,17.0,14.0,19.0,,5.0,,,,87.0,53.0,6.8,1,4.0,1.0,1.0,,7.0,3.0,,,,,11.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,Hussain Alsebyani,,1.0,3.0,1.0,,,,,,,,
11452958,home,Al-Shabab,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170,151,M,965177,EUR,938044800,M,7,7,False,18.0,16.0,3.0,3.0,13.0,15.0,,2.0,,,,73.0,36.0,6.6,3,,,,,5.0,5.0,,2.0,2.0,,8.0,,,,,,,2.0,2.0,2.0,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,,,,,,
11452958,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177,32,M,893218,EUR,787881600,M,15,15,False,53.0,49.0,17.0,17.0,32.0,38.0,,1.0,,,,74.0,60.0,6.9,1,2.0,,,,2.0,3.0,,,,,7.0,,4.0,2.0,,,,,1.0,2.0,,,,,,2.0,2.0,,1.0,,,,,,
11452958,home,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175,1944,M,180059,EUR,719020800,M,6,6,False,86.0,81.0,38.0,40.0,43.0,46.0,1.0,10.0,,,,90.0,101.0,7.0,1,,,,,5.0,5.0,,2.0,,,8.0,1.0,4.0,4.0,1.0,,,1.0,1.0,1.0,,,,,1.0,4.0,2.0,,1.0,,,,,,
11452958,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174,1194,M,31981,EUR,583545600,M,10,10,False,90.0,75.0,15.0,18.0,63.0,84.0,,4.0,,,,90.0,127.0,8.1,4,12.0,3.0,,,6.0,8.0,,,1.0,,31.0,3.0,24.0,14.0,,,1.0,,3.0,1.0,,1.0,,,2.0,8.0,5.0,1.0,2.0,True,2.0,,,,
11452958,home,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168,92,M,803052,EUR,711244800,M,11,11,False,21.0,14.0,2.0,2.0,13.0,26.0,,3.0,,,,73.0,41.0,6.8,2,7.0,1.0,,,4.0,2.0,,1.0,1.0,1.0,18.0,2.0,2.0,,,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,
