match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_goodHighClaim,stat_saves,stat_goalsPrevented,stat_ownGoals,stat_totalOffside
12421040,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187,289,M,996979,EUR,1015632000,G,1,1,False,40.0,34.0,14.0,8.0,0.0,29.0,29.0,5.0,11.0,1.0,1.0,1.0,4.0,1.0,90.0,46.0,7.0,6.0,0.00120266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Thibault Vlietinck,,,thibault-vlietinck,T. Vlietinck,D,77,178,57,M,823046,EUR,871948800,D,77,77,False,40.0,35.0,1.0,1.0,0.0,22.0,24.0,13.0,19.0,,2.0,2.0,,,45.0,59.0,6.8,11.0,0.00434219,0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184,257,M,832976,EUR,881971200,D,5,5,False,66.0,58.0,6.0,3.0,0.0,50.0,52.0,8.0,14.0,3.0,4.0,5.0,2.0,,90.0,75.0,7.7,8.0,0.00177554,2,,2.0,,1.0,1.0,2.0,2.0,0.2373,,,,,,,,,,,,,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Federico Ricca,Federico,Ricca,federico-ricca,F. Ricca,D,16,175,168,M,590036,EUR,786240000,D,14,14,False,62.0,54.0,15.0,10.0,0.0,41.0,42.0,13.0,20.0,4.0,4.0,3.0,2.0,,90.0,73.0,7.3,8.0,0.00490873,2,,3.0,,,,1.0,1.0,0.3044,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Hamza Mendyl,,,hamza-mendyl,H. Mendyl,D,37,179,703,M,846447,EUR,877392000,D,20,20,False,37.0,30.0,7.0,2.0,0.0,15.0,19.0,15.0,18.0,,3.0,3.0,2.0,,77.0,54.0,7.1,9.0,0.146737,0,,5.0,3.0,2.0,2.0,,2.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,,,,,0.0,,,,,,,1.0,,,6.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171,119,M,192268,EUR,766454400,M,4,4,False,54.0,44.0,13.0,9.0,0.0,26.0,29.0,20.0,28.0,4.0,11.0,1.0,6.0,,90.0,71.0,7.5,13.0,0.212807,0,3.0,2.0,1.0,3.0,,,,,1.0,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,M,15,15,False,17.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,14.0,1.0,6.0,,3.0,,76.0,37.0,6.9,12.0,0.00535278,1,3.0,9.0,6.0,,,,2.0,0.0458,,,,,1.0,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,0.4824,,,,,,
12421040,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,M,10,10,False,34.0,23.0,5.0,4.0,0.0,14.0,16.0,14.0,30.0,1.0,5.0,,4.0,,90.0,59.0,7.2,24.0,0.238216,2,12.0,7.0,2.0,1.0,,1.0,1.0,0.218,2.0,1.0,1.0,,,,1.0,4.0,5.0,,2.0,3.0,2.0,,,,,,,,,
12421040,home,Oud-Heverlee Leuven,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,21,21,False,31.0,27.0,4.0,3.0,0.0,10.0,11.0,18.0,23.0,,5.0,1.0,3.0,,87.0,50.0,7.2,9.0,0.0236515,3,3.0,2.0,1.0,5.0,2.0,1.0,,0.0783,,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,0.0097,,,,,,
