match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_bigChanceMissed,stat_wasFouled,stat_dispossessed,stat_onTargetScoringAttempt,player_sofascoreId,stat_lastManTackle,stat_goodHighClaim,stat_totalOffside
10382272,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,25.0,12.0,25.0,12.0,2.0,3.0,10.0,22.0,1.0,7.0,5.0,8.0,1.0,90.0,38.0,9.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382272,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,29.0,21.0,3.0,2.0,7.0,9.0,15.0,24.0,1.0,3.0,,,,90.0,50.0,6.9,13.0,1,4.0,1.0,2.0,4.0,8.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
10382272,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,,16.0,13.0,3.0,,9.0,9.0,4.0,7.0,,5.0,,,,90.0,18.0,6.6,3.0,1,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10382272,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,,24.0,13.0,8.0,2.0,5.0,9.0,8.0,15.0,6.0,4.0,,,,90.0,37.0,7.2,11.0,1,,,1.0,3.0,3.0,5.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,
10382272,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,24.0,19.0,4.0,2.0,13.0,16.0,6.0,8.0,4.0,9.0,,,,80.0,46.0,7.0,7.0,0,,,,,1.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,,,2.0,,2.0,,,,,,,,
10382272,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,,19.0,15.0,3.0,,7.0,7.0,8.0,12.0,3.0,7.0,,,,81.0,30.0,7.1,4.0,0,,,1.0,1.0,2.0,4.0,,,,,1.0,3.0,2.0,,1.0,,,,1.0,,,,,,,,
10382272,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,30.0,17.0,3.0,2.0,9.0,15.0,11.0,22.0,4.0,5.0,,,,90.0,60.0,7.5,20.0,1,7.0,3.0,3.0,2.0,7.0,8.0,3.0,2.0,,,,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,,,,,,
10382272,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,,25.0,16.0,3.0,2.0,6.0,8.0,10.0,19.0,1.0,10.0,,,,90.0,39.0,6.5,14.0,0,2.0,,2.0,1.0,8.0,8.0,5.0,5.0,,,,2.0,1.0,2.0,,,4.0,,1.0,,1.0,,,,,,
10382272,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,,24.0,21.0,3.0,2.0,5.0,5.0,16.0,19.0,,4.0,,,,81.0,38.0,6.2,10.0,0,,,,,8.0,4.0,,6.0,,,2.0,1.0,,,1.0,,1.0,,,,2.0,2.0,,,,,
10382272,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,M,22,22,False,,27.0,17.0,3.0,2.0,4.0,6.0,14.0,28.0,1.0,5.0,,,,89.0,58.0,7.1,23.0,2,7.0,1.0,1.0,1.0,7.0,8.0,3.0,4.0,,,,3.0,1.0,4.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,,,,
