match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_interceptionWon,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed
14083166,home,Girona FC,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187.0,119658,M,terStegen,88625,EUR,704592000,G,22,22,False,30.0,27.0,8.0,5.0,0.0,27.0,29.0,1.0,6.0,1.0,1.0,90.0,32.0,6.9,3.0,0.00022886,68.585337475399,11.0,45.15,11.34,0.149,0,0.0266,0.02,0.01,-0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083166,home,Girona FC,Hugo Rincón,rincon-lumbreras-hugo,H. Rincón,D,2,183.0,270,M,,1632454,EUR,1043625600,D,2,2,False,38.0,33.0,1.0,,0.0,12.0,14.0,24.0,2.0,,,82.0,62.0,6.8,9.0,0.0357946,147.27253517253,13.0,93.24,17.43,,0,,-0.06,0.15,0.18,,21.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,32.711679850968,2.0,,,,,,,,,,,,,,,,,,,,,
14083166,home,Girona FC,Vitor Reis,reis-vitor,V. Reis,D,12,186.0,12809,M,vitorreiss_06,1485300,EUR,1137024000,D,12,12,False,62.0,55.0,2.0,,0.0,29.0,34.0,28.0,4.0,,,90.0,78.0,8.2,9.0,0.0109315,191.60499783631,27.0,94.605,18.69,,3,,0.24,0.1,0.26,,26.0,,4.0,6.0,6.0,8.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,0.2816,1.4581,0.55,,,,,,,,,,,,,
14083166,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180.0,2785,M,,44864,EUR,636940800,D,17,17,False,101.0,93.0,16.0,11.0,0.0,41.0,42.0,59.0,10.0,,,90.0,112.0,7.5,10.0,0.0682603,459.79102776172,50.0,310.38,26.355,,0,,0.51,0.35,-0.14,,52.0,1.0,4.0,1.0,5.0,4.0,4.0,,2.0,1.0,2.0,1.0,,118.11366685536,6.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
14083166,home,Girona FC,Álex Moreno,alex-moreno,Á. Moreno,D,24,179.0,1206,M,,294593,EUR,739497600,D,24,24,False,62.0,54.0,3.0,,1.0,22.0,22.0,40.0,8.0,,,90.0,89.0,7.0,17.0,0.229064,357.35485536466,36.0,283.29,32.025,,1,,0.41,0.35,-0.15,,32.0,4.0,2.0,,6.0,5.0,1.0,,,,2.0,2.0,1.0,122.77885828047,5.0,2.0,,1.0,,,0.0122,0.01,-0.07,,,1.0,,1.0,2.0,4.0,3.0,1.0,,,,
14083166,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,,973699,EUR,918950400,M,23,23,False,64.0,57.0,4.0,4.0,0.0,24.0,26.0,38.0,5.0,,,81.0,77.0,6.9,10.0,0.186735,222.86711064676,29.0,69.09,23.31,,1,,0.26,0.13,-0.05,,33.0,1.0,1.0,,4.0,4.0,1.0,,2.0,2.0,1.0,1.0,1.0,23.310396736221,1.0,1.0,1.0,,,,0.206,,-0.39,,,1.0,,1.0,1.0,2.0,1.0,,True,,,
14083166,home,Girona FC,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170.0,770,M,,835484,EUR,918000000,M,8,8,False,86.0,78.0,9.0,5.0,0.0,32.0,37.0,49.0,5.0,,,90.0,99.0,7.0,13.0,0.0406266,204.52054888873,27.0,110.04,27.93,,1,,0.27,0.19,0.22,,46.0,,,1.0,5.0,4.0,2.0,,3.0,1.0,2.0,,2.0,50.031503983897,2.0,3.0,1.0,,,,0.0157,,-0.04,,,,,,1.0,,,,,,,
14083166,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178.0,5432,M,viktortsygankov,319735,EUR,879552000,M,15,15,False,50.0,36.0,2.0,2.0,0.0,9.0,12.0,38.0,1.0,,,90.0,68.0,5.6,26.0,0.037547,288.32571470706,30.0,87.99,34.44,,1,,-0.25,-0.09,-0.16,,27.0,4.0,6.0,1.0,16.0,4.0,,,1.0,1.0,1.0,2.0,1.0,101.24077137492,4.0,3.0,,,,,0.0309,,-0.06,,,,2.0,,,4.0,,,,1.0,,
14083166,home,Girona FC,Thomas Lemar,thomas-lemar,T. Lemar,M,11,170.0,3300,M,,191182,EUR,816134400,M,11,11,False,35.0,31.0,4.0,3.0,0.0,14.0,14.0,21.0,1.0,,,63.0,48.0,6.5,10.0,0.0245182,157.74059637323,18.0,61.95,21.21,,1,,0.01,0.13,0.18,,17.0,1.0,,,6.0,3.0,,,1.0,1.0,1.0,2.0,3.0,55.580196714116,3.0,2.0,1.0,,,,0.0146,,-0.09,,,,,,,1.0,,,,,1.0,
14083166,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176.0,3585,M,bryan11gil,910026,EUR,981849600,M,21,21,False,21.0,18.0,1.0,,0.0,6.0,6.0,15.0,3.0,,,71.0,39.0,6.6,13.0,0.341381,191.06057672366,12.0,138.075,38.22,,0,,0.33,0.23,-0.14,,12.0,5.0,2.0,,10.0,4.0,,,1.0,1.0,2.0,3.0,1.0,135.07349195112,5.0,3.0,,,,,,,,,,2.0,3.0,,1.0,1.0,,,,,,
