match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,from,player_id,player_name,length,confirmed,playerName,reason,rescinded
12450237,FT,3.0,4.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12450237,,,,,90,4.0,,1,,,substitution,123640538.0,False,False,regular,,,,,,,,
12450237,,,,,90,2.0,,1,,,substitution,123640537.0,False,True,regular,,,,,,,,
12450237,,3.0,4.0,,90,1.0,,1,,,goal,239910841.0,,False,penalty,penalty,1143587.0,Ahmed Hassan,,,,,
12450237,,,,,90,0.0,,1,,,injuryTime,,,,,,,,5.0,,,,
12450237,,,,,89,,,2,,,varDecision,31741.0,,False,penaltyNotAwarded,,1035986.0,Josué Casimir,,False,,,
12450237,,,,,79,,,12,,,substitution,123640463.0,False,True,regular,,,,,,,,
12450237,,,,,79,,,12,,,substitution,123640462.0,False,True,regular,,,,,,,,
12450237,,,,,74,,,17,,,substitution,123640455.0,False,False,regular,,,,,,,,
12450237,,,,,74,,,17,,,substitution,123640454.0,True,False,injury,,,,,,,,
12450237,,,,,71,,,20,,,substitution,123640423.0,False,True,regular,,,,,,,,
12450237,,,,,71,,,20,,,substitution,123640422.0,True,True,injury,,,,,,,,
12450237,,,,,65,,,26,,,card,122357053.0,,False,yellow,,1143587.0,Ahmed Hassan,,,Ahmed Hassan,Argument,False
12450237,,,,,65,,,26,,,card,122357052.0,,True,yellow,,227862.0,Wesley Saïd,,,Wesley Saïd,Argument,False
12450237,,3.0,3.0,,62,,,29,,,goal,239703593.0,,False,regular,,1035986.0,Josué Casimir,,,,,
12450237,,3.0,2.0,,48,,,43,,,goal,239561752.0,,True,regular,,788921.0,Florian Sotoca,,,,,
12450237,HT,2.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12450237,,,,,45,0.0,,1,,,injuryTime,,,,,,,,6.0,,,,
12450237,,,,,44,,,2,,,varDecision,31733.0,,True,goalAwarded,,227862.0,Wesley Saïd,,False,,,
12450237,,,,,34,,,12,,,card,122355513.0,,True,yellow,,579576.0,Ruben Aguilar,,,Ruben Aguilar,Foul,False
12450237,,2.0,2.0,,33,,,13,,,goal,239127728.0,,False,regular,,27035.0,André Ayew,,,,,
12450237,,2.0,1.0,,28,,,18,,,goal,239088282.0,,False,regular,,1001458.0,Issa Soumaré,,,,,
12450237,,,,,21,,,25,,,card,122355271.0,,False,yellow,,149732.0,Abdoulaye Touré,,,Abdoulaye Touré,Foul,False
12450237,,2.0,0.0,,19,,,27,,,goal,239013446.0,,True,regular,,579576.0,Ruben Aguilar,,,,,
12450237,,1.0,0.0,,3,,,43,,,goal,238800770.0,,True,penalty,penalty,1128530.0,Neil El Aynaoui,,,,,
