match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,captain,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated
10385619,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,27.0,22.0,9.0,4.0,20.0,20.0,2.0,7.0,1.0,6.0,1.0,1.0,1.0,2.0,90.0,32.0,6.6,5.0,0.0190485,0,-0.3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385619,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,73.0,66.0,4.0,2.0,26.0,26.0,41.0,49.0,3.0,7.0,1.0,,,,90.0,86.0,6.7,9.0,0.0675897,1,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0203,,,,,,,,,,,,,,,,,,,
10385619,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,69.0,59.0,1.0,,29.0,31.0,30.0,39.0,10.0,8.0,1.0,,,,90.0,83.0,7.1,13.0,0.00740028,1,,1.0,,3.0,5.0,4.0,1.0,,4.0,1.0,,0.0999,1.0,0.1598,,,,,,,,,,,,,,,,,
10385619,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,87.0,71.0,10.0,2.0,41.0,46.0,30.0,41.0,5.0,10.0,,,,,90.0,99.0,7.0,17.0,0.0145021,2,,,,7.0,4.0,7.0,,1.0,1.0,,,0.1239,1.0,0.175,3.0,1.0,2.0,1.0,,,,,,,,,,,,,
10385619,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,32.0,26.0,3.0,,12.0,14.0,14.0,21.0,3.0,4.0,,,,,60.0,43.0,6.5,11.0,0.00710003,1,,3.0,,2.0,2.0,3.0,,1.0,,,1.0,0.03,,,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,
10385619,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,,907072,EUR,962582400,M,24,24,False,21.0,15.0,3.0,,5.0,5.0,10.0,19.0,3.0,2.0,1.0,,,,60.0,35.0,6.0,13.0,0.00622006,2,,3.0,,,1.0,4.0,1.0,,,,,0.9105,1.0,0.8686,1.0,,1.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,
10385619,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,,814873,EUR,894758400,M,27,27,False,54.0,48.0,8.0,6.0,19.0,20.0,30.0,35.0,4.0,7.0,2.0,,,,71.0,64.0,6.9,9.0,0.0426231,0,,1.0,1.0,2.0,2.0,4.0,,,,,,,,,,,2.0,1.0,,,2.0,,,,,1.0,,,,,
10385619,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,53.0,45.0,8.0,5.0,15.0,17.0,33.0,44.0,,4.0,,,,,71.0,76.0,6.9,20.0,0.157277,0,,8.0,3.0,,,2.0,,,,,,,,,,,,2.0,,,2.0,,,,,1.0,,,,,
10385619,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,37.0,27.0,,,9.0,11.0,21.0,31.0,3.0,3.0,1.0,,,,90.0,61.0,6.7,20.0,0.21123,2,,5.0,3.0,2.0,1.0,8.0,1.0,,1.0,1.0,1.0,0.2555,1.0,0.0982,,,,3.0,,,4.0,,,,1.0,2.0,,,,,
10385619,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,ivantoney,290927,EUR,826934400,F,17,17,False,12.0,10.0,,,5.0,5.0,5.0,9.0,2.0,2.0,,,,,90.0,27.0,7.0,11.0,0.0999423,1,,2.0,,1.0,1.0,6.0,1.0,,,,2.0,0.0451,1.0,0.2474,,,,4.0,,,3.0,1.0,,,,1.0,True,1.0,1.0,,
