match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,captain,stat_accurateCross,stat_dispossessed,stat_wonContest,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_clearanceOffLine,stat_goals,stat_goalAssist
11352307,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,44.0,31.0,19.0,6.0,28.0,30.0,3.0,14.0,1.0,11.0,2.0,4.0,90.0,51.0,7.1,13.0,0.00124346,0,0.2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352307,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,28.0,23.0,2.0,1.0,14.0,17.0,9.0,12.0,3.0,4.0,,,90.0,52.0,6.5,10.0,0.0116164,0,,1.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352307,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,57.0,37.0,13.0,3.0,28.0,33.0,9.0,24.0,4.0,9.0,,,90.0,72.0,6.9,23.0,0.00216891,1,,,2.0,3.0,3.0,5.0,,,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,0.0485,,,,,,,,,,,,,,,
11352307,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,48.0,33.0,7.0,2.0,21.0,28.0,12.0,20.0,7.0,1.0,,,90.0,58.0,6.7,15.0,0.00768711,0,,,,3.0,,3.0,,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,
11352307,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,31.0,17.0,7.0,4.0,10.0,17.0,8.0,17.0,2.0,13.0,,,90.0,57.0,6.7,24.0,0.0298923,0,,3.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,
11352307,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,33.0,30.0,2.0,2.0,13.0,13.0,17.0,21.0,,8.0,,,89.0,49.0,7.3,8.0,0.0148414,3,,1.0,,,4.0,5.0,,5.0,2.0,1.0,,,1.0,,,,,,0.1655,,,2.0,4.0,alexanderiwobi,2.0,1.0,2.0,,,,,,,
11352307,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,29.0,23.0,3.0,2.0,11.0,15.0,12.0,14.0,3.0,7.0,,,90.0,60.0,6.7,11.0,0.00738426,2,,,1.0,1.0,8.0,13.0,3.0,2.0,,5.0,2.0,2.0,2.0,,,1.0,,6.0,0.204,,,1.0,1.0,Palhinha,,1.0,1.0,1.0,0.1019,,,,,
11352307,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,20.0,15.0,2.0,,5.0,7.0,10.0,15.0,,5.0,,,89.0,39.0,7.1,13.0,0.191182,4,,2.0,,,3.0,5.0,1.0,1.0,,1.0,1.0,5.0,1.0,,,1.0,,4.0,0.1663,,,,,,2.0,1.0,1.0,,0.1991,,,,,
11352307,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,25.0,19.0,4.0,1.0,5.0,5.0,17.0,28.0,,3.0,,,81.0,40.0,7.4,12.0,0.113505,1,,8.0,2.0,2.0,2.0,4.0,,,,1.0,,1.0,,,,,1.0,1.0,0.0785,,3.0,,,andreaspereira,,1.0,6.0,,,,,,,
11352307,home,Fulham,Willian,willian,Willian,F,88,175,9698,M,31417,EUR,587088000,M,20,20,False,23.0,17.0,2.0,1.0,6.0,7.0,11.0,19.0,,4.0,,,76.0,38.0,7.4,12.0,0.153719,5,,3.0,,,2.0,3.0,,4.0,,,,,,,,,,,0.2725,,,1.0,3.0,willianborges88,2.0,3.0,1.0,,,1.0,,,,
11352307,home,Fulham,Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,184,4470,M,1015256,EUR,988934400,F,19,19,False,11.0,6.0,,,4.0,4.0,2.0,7.0,,1.0,,,76.0,23.0,6.8,9.0,0.013348,2,,,7.0,6.0,10.0,7.0,,1.0,,,,2.0,1.0,,,,,1.0,0.0741,,,1.0,,RodrigoMuniz019,2.0,,1.0,,,,1.0,,,
11352307,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,28,28,True,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,,,,14.0,7.0,6.4,1.0,0.00079337,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352307,home,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7091,M,891920,EUR,796089600,F,30,30,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,14.0,6.0,6.6,2.0,0.00079778,0,,,2.0,,4.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352307,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,F,14,14,True,1.0,1.0,,,,,1.0,2.0,,,,,9.0,3.0,6.5,1.0,0.00103072,0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11352307,home,Fulham,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189,17432,M,192442,EUR,673401600,F,7,7,True,3.0,1.0,,,,,1.0,3.0,,1.0,,,9.0,6.0,6.7,4.0,0.0016232,0,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,RJimenez9,,,,,,,,,,
