match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_errorLeadToAShot,stat_wasFouled,stat_totalOffside,stat_challengeLost,player_firstName,player_lastName,player_sofascoreId,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyFaced,stat_ownGoals,stat_penaltyConceded
10389730,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,20.0,16.0,10.0,7.0,12.0,13.0,4.0,7.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,90.0,29.0,7.4,4.0,0.0,0.0,0.00216511,0,0.1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389730,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,32.0,24.0,2.0,,15.0,18.0,9.0,14.0,2.0,5.0,2.0,8.0,,,,,90.0,50.0,7.5,12.0,0.0,0.0,0.0185906,0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389730,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,35.0,28.0,7.0,5.0,21.0,24.0,7.0,11.0,4.0,6.0,2.0,5.0,,,,,90.0,44.0,7.2,7.0,0.0,0.0,0.00195029,0,,2.0,,,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389730,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,33.0,22.0,8.0,1.0,16.0,22.0,6.0,11.0,3.0,4.0,5.0,2.0,,,,,90.0,45.0,6.7,11.0,0.0,0.0,0.00342998,0,,10.0,,,,,4.0,1.0,1.0,2.0,1.0,7.0,,,,2.0,,,,,,,,,,,,,,,,,,
10389730,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,42.0,29.0,1.0,1.0,16.0,21.0,13.0,21.0,3.0,8.0,1.0,8.0,,,,,90.0,73.0,7.5,20.0,0.0,0.0,0.00549155,0,,3.0,1.0,1.0,,,4.0,4.0,3.0,1.0,2.0,,,1.0,,,Issiaga,Sylla,ISylla,2.0,,,,,,,,,,,,,,
10389730,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,48.0,45.0,4.0,3.0,27.0,27.0,18.0,21.0,1.0,5.0,,5.0,,,,,90.0,59.0,6.7,5.0,0.0,0.0,0.0137434,0,,7.0,1.0,1.0,,,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
10389730,home,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,False,29.0,19.0,2.0,,12.0,15.0,7.0,14.0,1.0,4.0,,6.0,,,,,64.0,38.0,6.6,13.0,0.0331,0.0,0.02108,1,,6.0,,2.0,1.0,,,1.0,1.0,3.0,1.0,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,
10389730,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,12.0,10.0,,,6.0,7.0,4.0,7.0,1.0,6.0,1.0,5.0,,,,,71.0,31.0,6.8,10.0,0.4076,0.139,0.00991101,4,,6.0,2.0,3.0,2.0,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,
10389730,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,31.0,26.0,6.0,3.0,13.0,14.0,14.0,26.0,,15.0,,8.0,,,,,81.0,69.0,7.9,19.0,0.9678,1.059,0.0387425,4,,8.0,,13.0,9.0,,1.0,,,,1.0,,,6.0,,4.0,,,,,1.0,9.0,,2.0,True,1.0,1.0,1.0,1.0,,,,,
10389730,home,Montpellier,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,M,27,27,False,10.0,5.0,2.0,1.0,1.0,1.0,5.0,11.0,,3.0,,1.0,,,,,81.0,27.0,6.9,8.0,0.3594,0.9275,0.00919131,4,,2.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,2.0,3.0,2.0,1.0,1.0,,1.0,,,,,,,,
