match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_wonTackle,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_hitWoodwork
10408403,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,12.0,11.0,9.0,8.0,9.0,9.0,2.0,3.0,2.0,1.0,1.0,45.0,16.0,6.9,1.0,0.0,0.0,0.00039298,0,0.4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408403,home,Almería,Chumi,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,18.0,14.0,3.0,2.0,5.0,5.0,9.0,14.0,1.0,,,90.0,37.0,6.2,7.0,0.0,0.0,0.00969281,0,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10408403,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,14.0,9.0,7.0,4.0,6.0,7.0,3.0,7.0,1.0,,,90.0,21.0,6.5,5.0,0.0,0.0,0.00115324,0,,,1.0,,,,,,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10408403,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,18.0,14.0,4.0,1.0,10.0,12.0,4.0,6.0,1.0,,,90.0,24.0,6.6,4.0,0.0,0.0,0.00120753,0,,,3.0,2.0,,,,,3.0,2.0,,1.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408403,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,14.0,13.0,1.0,1.0,10.0,11.0,3.0,4.0,2.0,,,45.0,18.0,6.7,3.0,0.0,0.0,0.00115873,0,,1.0,,2.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
10408403,home,Almería,Léo Baptistão,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,M,12,12,False,14.0,6.0,2.0,,2.0,4.0,4.0,10.0,2.0,,,90.0,27.0,6.3,12.0,0.1694,0.0,0.0124307,2,,,2.0,1.0,,,1.0,,2.0,,,1.0,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
10408403,home,Almería,César de la Hoz,cesar-de-la-hoz,C. de la Hoz,M,,179,47,M,233328,EUR,701913600,M,6,6,False,13.0,13.0,4.0,4.0,7.0,7.0,6.0,6.0,5.0,,,79.0,19.0,6.2,2.0,0.0,0.0,0.00194737,0,,,5.0,2.0,4.0,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,1.0,,,True,,,,,,,,,,,,,
10408403,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,32.0,27.0,1.0,1.0,12.0,12.0,15.0,23.0,7.0,,,90.0,51.0,6.7,9.0,0.0,0.0,0.011761,0,,3.0,5.0,10.0,4.0,1.0,1.0,1.0,1.0,,,5.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,
10408403,home,Almería,Adrián Embarba,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,7.0,4.0,2.0,,4.0,6.0,1.0,2.0,3.0,,,45.0,21.0,6.0,9.0,0.0,0.0,0.0613156,0,,1.0,8.0,1.0,2.0,,4.0,,1.0,,,1.0,2.0,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
10408403,home,Almería,Luis Javier Suárez,luis-javier-suarez,L. J. Suárez ,F,97,185,22877,M,914213,EUR,881020800,F,16,16,False,12.0,10.0,2.0,2.0,1.0,2.0,9.0,10.0,1.0,,,70.0,23.0,6.5,7.0,0.1059,0.0,0.0132028,1,,,6.0,4.0,,1.0,1.0,,,,,,3.0,2.0,3.0,Luis,Javier Suárez,1.0,2.0,,,1.0,,,,,,,,,,,,,,
10408403,home,Almería,El Bilal Touré,el-bilal-toure,E. B. Touré,F,19,185,9510,M,982615,EUR,1002067200,F,9,9,False,19.0,12.0,,,2.0,5.0,10.0,14.0,2.0,,,90.0,31.0,6.6,14.0,0.0,0.0,0.0661758,0,,,5.0,6.0,,1.0,3.0,1.0,2.0,,,,4.0,1.0,,,,2.0,4.0,,,,,,2.0,el_bilal_9,,,,,,,,,,
