match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,player_firstName,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_goals,player_lastName,stat_accurateCross,player_sofascoreId,stat_hitWoodwork
12437648,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193.0,111965,M,930267,EUR,988934400,G,1,1,False,31.0,21.0,19.0,9.0,0.0,16.0,16.0,5.0,15.0,1.0,17.0,2.0,4.0,8.0,1.0,1.0,90.0,53.0,8.5,10.0,0.00961981,0,1.0571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437648,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183.0,6663,M,1064026,EUR,1063324800,D,23,23,False,23.0,19.0,2.0,1.0,0.0,14.0,15.0,5.0,8.0,1.0,3.0,,,,,,64.0,40.0,6.6,8.0,0.0079429,0,,2.0,4.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437648,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,False,39.0,37.0,5.0,3.0,0.0,36.0,36.0,1.0,4.0,5.0,1.0,,,,,,90.0,51.0,6.6,3.0,0.00074449,0,,2.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
12437648,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,40.0,32.0,5.0,3.0,0.0,24.0,24.0,8.0,17.0,6.0,2.0,,,,,,90.0,55.0,6.5,13.0,0.00253133,0,,5.0,3.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437648,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174.0,1103,M,1396048,EUR,1004313600,D,22,22,False,24.0,21.0,1.0,,0.0,4.0,5.0,17.0,23.0,4.0,4.0,,,,,,90.0,50.0,7.0,10.0,0.110643,1,,6.0,3.0,2.0,1.0,,1.0,3.0,4.0,,,1.0,2.0,1.0,1.0,1.0,,Carlos Romero,1.0,1.0,0.0116,1.0,,,,,,,,,,,
12437648,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189.0,462,M,1064009,EUR,985046400,M,19,19,False,30.0,26.0,2.0,,0.0,13.0,16.0,13.0,14.0,,9.0,,,,,,89.0,41.0,7.1,5.0,0.0812389,1,,3.0,5.0,2.0,2.0,,,2.0,,,,,2.0,,3.0,1.0,,,1.0,,0.0733,1.0,1.0,1.0,0.2042,,,,,,,,
12437648,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176.0,521,M,826010,EUR,939168000,M,10,10,False,14.0,14.0,4.0,4.0,1.0,6.0,6.0,8.0,8.0,,,,,,,,45.0,21.0,6.9,2.0,0.0217221,0,,7.0,1.0,,,1.0,1.0,4.0,,,,3.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,
12437648,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180.0,175,M,1099344,EUR,1031184000,M,31,31,False,7.0,5.0,,,0.0,4.0,4.0,1.0,3.0,1.0,2.0,,,,,,65.0,17.0,6.7,5.0,0.00471694,0,,3.0,3.0,,,3.0,1.0,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
12437648,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175.0,1017,M,877262,EUR,838857600,M,8,8,False,25.0,20.0,2.0,2.0,0.0,7.0,8.0,13.0,17.0,1.0,1.0,,,,,,73.0,38.0,6.7,13.0,0.115671,2,,6.0,2.0,1.0,,3.0,,,,,,1.0,,,2.0,2.0,1.0,,4.0,,0.187,2.0,1.0,1.0,0.0616,,1.0,,,,,,
12437648,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178.0,1352,M,891511,EUR,896054400,M,7,7,False,30.0,27.0,3.0,2.0,0.0,11.0,11.0,16.0,21.0,3.0,7.0,,,,,,90.0,50.0,7.3,11.0,0.077061,3,,3.0,3.0,1.0,,1.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,0.2122,1.0,2.0,,0.1182,,1.0,True,,,,,
