match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_wonContest,stat_interceptionWon,player_sofascoreId,stat_shotOffTarget,stat_challengeLost,stat_bigChanceMissed,stat_penaltyMiss,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_goalsPrevented,stat_penaltyConceded,stat_outfielderBlock,stat_clearanceOffLine
11067593,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,21.0,17.0,5.0,2.0,17.0,20.0,1.0,6.0,1.0,1.0,90.0,26.0,6.9,4.0,0.0,0.0,4.073e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,43.0,40.0,2.0,2.0,13.0,13.0,31.0,4.0,,,90.0,64.0,7.0,7.0,0.0,0.0,0.0246477,0,27.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Nino,,,nino,Nino,D,33,188,1659,M,870788,EUR,860630400,D,33,33,False,64.0,55.0,8.0,1.0,28.0,30.0,35.0,5.0,,,90.0,70.0,6.9,10.0,0.1885,0.0,0.0154705,1,27.0,1.0,2.0,4.0,4.0,,,2.0,,,2.0,2.0,,True,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Marlon,,,marlon,Marlon,D,4,182,529,M,331853,EUR,810432000,D,4,4,False,45.0,41.0,2.0,1.0,21.0,24.0,21.0,,,,45.0,50.0,6.4,6.0,0.0,0.0,0.0200182,0,20.0,,1.0,4.0,3.0,,1.0,,,,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Diogo Barbosa,,,diogo-barbosa,D. Barbosa,D,16,180,555,M,243107,EUR,714009600,D,16,16,False,51.0,46.0,,,15.0,15.0,39.0,2.0,,,90.0,77.0,7.3,11.0,0.0,0.0,0.0821943,0,33.0,3.0,,3.0,6.0,1.0,3.0,1.0,1.0,1.0,4.0,,2.0,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,André,André,,andre,André,M,7,176,9120,M,1035996,EUR,995241600,M,7,7,False,89.0,84.0,7.0,5.0,39.0,41.0,48.0,7.0,,,90.0,100.0,7.2,6.0,0.0207,0.0,0.0366951,1,45.0,,,3.0,4.0,,1.0,,2.0,2.0,1.0,3.0,1.0,,,,1.0,,1.0,1.0,Andre7,1.0,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,66.0,63.0,3.0,3.0,24.0,25.0,41.0,7.0,,,81.0,80.0,7.3,5.0,0.2033,0.0371,0.0326884,2,39.0,,1.0,6.0,6.0,,2.0,,3.0,1.0,2.0,4.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Leonardo Fernández,,,leonardo-fernandez,L. Fernández,M,10,166,3343,M,846411,EUR,910483200,M,17,17,False,27.0,18.0,5.0,2.0,4.0,6.0,25.0,2.0,,,59.0,39.0,6.1,16.0,0.7884,0.9819,0.0161706,1,14.0,4.0,,3.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067593,home,Fluminense,Yony González,,,yony-gonzalez,Y. González,F,11,182,379,M,351432,EUR,773884800,M,15,15,False,9.0,6.0,1.0,,2.0,2.0,8.0,1.0,,,59.0,16.0,6.6,6.0,0.1512,0.0,0.0467616,1,4.0,1.0,1.0,4.0,3.0,1.0,,1.0,1.0,,,2.0,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11067593,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,58.0,46.0,2.0,1.0,8.0,9.0,59.0,7.0,,,90.0,94.0,8.5,25.0,0.244,0.2711,0.752501,5,42.0,10.0,1.0,7.0,8.0,3.0,3.0,,2.0,1.0,5.0,1.0,2.0,,,4.0,2.0,4.0,1.0,1.0,jhonariasa,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11067593,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176,8244,M,33238,EUR,568080000,F,14,14,False,17.0,13.0,1.0,,3.0,4.0,14.0,3.0,,,90.0,25.0,7.6,5.0,0.3856,0.931,0.0432841,2,11.0,1.0,1.0,4.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,1.0,1.0,,germancano14,,1.0,,,,,,1.0,,,,,,,,,,,
