match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_onTargetScoringAttempt,stat_goalAssist,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,stat_unsuccessfulTouch,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_penaltyFaced,stat_punches,stat_hitWoodwork,stat_penaltyConceded,player_sofascoreId
11067541,home,Goiás,Tadeu,,,tadeu,Tadeu,G,23,184,759,M,552172,EUR,697161600,G,23,23,False,True,22.0,17.0,14.0,9.0,13.0,15.0,4.0,7.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,2.0,90.0,35.0,6.5,8.0,0.0,0.0,0.00819408,1.0,0,0.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Bruno Santos,Bruno,Santos,bruno-santos,B. Santos,D,31,183,53,M,592568,EUR,729043200,D,13,13,False,,25.0,19.0,3.0,1.0,11.0,15.0,9.0,11.0,2.0,4.0,2.0,2.0,,,,,,64.0,40.0,6.2,7.0,0.0,0.0,0.0518959,1.0,0,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Lucas Halter,,,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,,35.0,27.0,4.0,4.0,18.0,20.0,9.0,16.0,6.0,10.0,5.0,4.0,,,,,,90.0,50.0,7.3,9.0,0.1276,0.0,0.00188868,,2,,1.0,,,1.0,,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11067541,home,Goiás,Bruno Melo,,,bruno-melo,Bruno Melo,D,26,183,189,M,870851,EUR,720057600,D,19,19,False,,30.0,27.0,6.0,5.0,20.0,21.0,7.0,9.0,3.0,5.0,1.0,,,,,,,90.0,36.0,6.8,3.0,0.1095,0.0378,0.00272332,1.0,1,,,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067541,home,Goiás,Sander,,,sander,Sander,D,6,177,84,M,795014,EUR,654912000,D,6,6,False,,34.0,28.0,1.0,1.0,11.0,11.0,21.0,33.0,2.0,4.0,1.0,6.0,,,,,,90.0,65.0,7.5,20.0,0.095,0.1692,0.36291,4.0,4,,10.0,4.0,3.0,7.0,1.0,1.0,,2.0,,,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
11067541,home,Goiás,Apodi,,,apodi,Apodi,M,,176,138,M,33119,EUR,534816000,M,22,22,False,,15.0,14.0,,,1.0,1.0,13.0,17.0,2.0,5.0,2.0,2.0,,,,,,88.0,33.0,7.2,7.0,0.0602,0.1452,0.0034572,,2,,3.0,,,2.0,,,,,2.0,1.0,,,,2.0,,2.0,,,1.0,2.0,1.0,1.0,,,,,,,
11067541,home,Goiás,Everton Morelli,,,everton-morelli,E. Morelli,M,8,185,105,M,928137,EUR,878601600,M,40,40,False,,19.0,15.0,1.0,,2.0,4.0,13.0,16.0,,5.0,3.0,4.0,,,,,,83.0,35.0,6.7,9.0,0.2419,0.2011,0.292432,1.0,2,,1.0,,1.0,6.0,1.0,2.0,,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,
11067541,home,Goiás,Willian Oliveira,,,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,12,12,False,,20.0,17.0,3.0,2.0,9.0,11.0,8.0,9.0,1.0,4.0,1.0,1.0,,,,,,45.0,28.0,6.5,3.0,0.0,0.0,0.00760366,,0,,,,1.0,5.0,3.0,,1.0,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
11067541,home,Goiás,Zé Ricardo,,,ze-ricardo,Zé Ricardo,M,55,180,162,M,943044,EUR,918000000,M,5,5,False,,50.0,41.0,11.0,10.0,19.0,22.0,22.0,28.0,2.0,13.0,1.0,8.0,,,,,,90.0,75.0,7.3,17.0,0.0324,0.0,0.0427113,1.0,1,,,,,5.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,,3.0,,,3.0,,,2.0,5.0,,,,,,,,,
11067541,home,Goiás,Julián Palacios,,,julian-palacios,J. Palacios,M,20,172,145,M,1005177,EUR,918086400,M,10,10,False,,23.0,17.0,1.0,,6.0,6.0,13.0,19.0,,14.0,1.0,9.0,,,,,,90.0,59.0,6.9,17.0,0.1479,0.0,0.115948,3.0,4,,2.0,2.0,,11.0,1.0,4.0,,3.0,6.0,3.0,1.0,,2.0,,,8.0,,3.0,5.0,3.0,,,,,,,,,
11067541,home,Goiás,Matheus Peixoto,,,matheus-peixoto,Matheus Peixoto,F,11,190,214,M,880169,EUR,816480000,F,17,17,False,,10.0,6.0,,,3.0,3.0,3.0,7.0,2.0,6.0,,1.0,,,,,,90.0,18.0,7.0,5.0,1.0471,1.5962,0.00787187,1.0,3,,,,1.0,5.0,1.0,,,1.0,2.0,3.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,
11067541,home,Goiás,Guilherme Marques,,,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,M,60,60,True,,15.0,12.0,,,5.0,5.0,9.0,15.0,1.0,3.0,,7.0,,,,,,45.0,29.0,6.8,8.0,0.212,0.2729,0.118834,2.0,1,,5.0,2.0,,5.0,2.0,1.0,,2.0,,2.0,,,2.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,
11067541,home,Goiás,Alesson,,,alesson,Alesson,F,77,173,437,M,871015,EUR,919123200,F,27,27,True,,9.0,6.0,,,1.0,1.0,5.0,8.0,2.0,5.0,,1.0,,,,,,26.0,16.0,7.4,4.0,0.145,0.7641,0.00217309,,2,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,
11067541,home,Goiás,Matheusinho,,,matheusinho,Matheusinho,F,10,174,39,M,923853,EUR,901670400,F,30,30,True,,4.0,3.0,1.0,,1.0,1.0,2.0,4.0,,1.0,,,,,,,,14.0,9.0,6.2,5.0,0.0,0.0,0.00319323,,0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,2.0,,,1.0,1.0,,1.0,,,,,,,
11067541,home,Goiás,Edu,,,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,True,,3.0,2.0,,,2.0,2.0,,1.0,,2.0,,2.0,,,,,,9.0,6.0,6.9,1.0,0.0,0.0,1.39e-06,,0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11067541,home,Goiás,Marcelo Rangel,,,marcelo-rangel,M. Rangel,G,88,186,371,M,870902,EUR,579830400,G,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Sidimar,,,sidimar,Sidimar,D,4,185,39,M,312072,EUR,710640000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Hugo,,,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Fellipe Bastos,,,fellipe-bastos,F. Bastos,M,,178,60,,42109,EUR,633830400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Jhonny Lucas,,,jhonny-lucas,Jhonny Lucas,M,21,170,72,M,893524,EUR,951091200,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Lucas Emmanuel,,,emmanuel-lucas,L. Emmanuel,F,79,185,14,M,1106773,EUR,991785600,F,79,79,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Diego Gonçalves,,,diego-goncalves,Diego Gonçalves,F,11,181,185,M,344077,EUR,774835200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067541,home,Goiás,Gabriel Novaes,,,gabriel-novaes,G. Novaes,F,91,182,136,M,882854,EUR,923270400,F,99,99,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
