match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_wonTackle,captain,player_sofascoreId,stat_punches,stat_errorLeadToAShot
12437053,home,Ipswich Town,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,1,1,False,25.0,14.0,12.0,1.0,0.0,13.0,14.0,1.0,11.0,5.0,3.0,2.0,4.0,90.0,34.0,7.3,11.0,0.00052299,0,0.1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437053,home,Ipswich Town,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,914412,EUR,948672000,D,18,18,False,33.0,26.0,4.0,1.0,0.0,13.0,17.0,13.0,18.0,1.0,,,,90.0,70.0,7.2,17.0,0.0139153,1,,2.0,1.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0398,0.4473,2.0,,,,,,,,,,,,,,,
12437053,home,Ipswich Town,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,26,26,False,35.0,25.0,7.0,2.0,0.0,16.0,19.0,9.0,16.0,3.0,,,,90.0,57.0,7.6,10.0,0.0099153,2,,,2.0,4.0,2.0,6.0,,,,,8.0,5.0,2.0,,,2.0,,0.1844,,,,,1.0,1.0,1.0,,,,,,,,,,
12437053,home,Ipswich Town,Cameron Burgess,cameron-burgess,C. Burgess,D,15,194,332,M,358084,EUR,814233600,D,15,15,False,48.0,34.0,6.0,,0.0,24.0,25.0,10.0,23.0,2.0,,,,90.0,52.0,7.2,14.0,0.00425279,0,,,1.0,5.0,1.0,5.0,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,
12437053,home,Ipswich Town,Leif Davis,leif-davis,L. Davis,D,3,182,985,M,963493,EUR,946598400,D,3,3,False,25.0,21.0,3.0,1.0,0.0,9.0,11.0,14.0,18.0,2.0,,,,90.0,55.0,8.1,13.0,0.221613,1,,4.0,1.0,3.0,5.0,8.0,3.0,,2.0,1.0,3.0,,1.0,4.0,2.0,,,0.0854,0.1372,3.0,,,,,,,2.0,1.0,1.0,1.0,2.0,,,,
12437053,home,Ipswich Town,Sam Morsy,sam-morsy,S. Morsy,M,40,175,1814,M,108515,EUR,684460800,M,5,5,False,49.0,44.0,5.0,4.0,1.0,19.0,20.0,25.0,29.0,8.0,,,,90.0,62.0,7.7,7.0,0.0744051,0,,,2.0,1.0,4.0,7.0,2.0,,1.0,,1.0,1.0,,4.0,2.0,1.0,,,,2.0,,,,,,,,1.0,,,3.0,True,,,
12437053,home,Ipswich Town,Kalvin Phillips,kalvin-phillips,K. Phillips,M,27,177,9303,M,786028,EUR,817862400,M,8,8,False,36.0,27.0,4.0,1.0,0.0,10.0,13.0,18.0,24.0,6.0,,,,77.0,55.0,6.0,14.0,0.0119811,3,,1.0,1.0,1.0,8.0,5.0,1.0,1.0,2.0,,1.0,,,1.0,3.0,2.0,4.0,0.1212,,,,,,,3.0,,1.0,1.0,,,1.0,,kalvinphillips,,
12437053,home,Ipswich Town,Omari Hutchinson,omari-hutchinson,O. Hutchinson,M,21,174,3680,M,1090963,EUR,1067385600,M,20,20,False,21.0,17.0,,,0.0,3.0,4.0,14.0,20.0,5.0,,,,81.0,44.0,6.3,19.0,0.513667,3,,3.0,1.0,1.0,14.0,3.0,3.0,3.0,6.0,,,,,1.0,3.0,1.0,1.0,0.1177,,2.0,,,,1.0,2.0,,,,1.0,,,,,,
12437053,home,Ipswich Town,Conor Chaplin,conor-chaplin,C. Chaplin,M,36,170,452,M,784625,EUR,856051200,M,10,10,False,27.0,23.0,,,0.0,7.0,8.0,16.0,19.0,4.0,,,,81.0,34.0,6.9,4.0,0.0434683,3,,,2.0,,3.0,1.0,1.0,,,,,,,1.0,,,,0.1551,,,,,,3.0,,,,,,,,,,,
12437053,home,Ipswich Town,Sammie Szmodics,sammie-szmodics,S. Szmodics,M,19,168,1172,M,354782,EUR,811900800,M,23,23,False,8.0,6.0,,,0.0,2.0,3.0,4.0,7.0,,,,,74.0,20.0,6.3,9.0,0.00381262,1,,2.0,1.0,1.0,4.0,2.0,,1.0,2.0,,,,1.0,,2.0,,1.0,0.2968,,,,,1.0,1.0,,,,1.0,,,,,,,
