match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_fouls,stat_totalClearance,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonTackle,stat_wasFouled,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId,captain,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork
11067324,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,24.0,9.0,21.0,6.0,4.0,6.0,5.0,18.0,9.0,1.0,6.0,90.0,33.0,7.2,15.0,0.0,0.0,0.00196506,0,0.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067324,home,Santos,Nathan,nathan,Nathan,D,22,183,476,M,1016912,EUR,999648000,D,22,22,False,20.0,13.0,,,4.0,7.0,9.0,15.0,3.0,,,61.0,34.0,6.2,14.0,0.0,0.0,0.0115434,0,,,,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067324,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,20.0,14.0,8.0,3.0,10.0,11.0,4.0,9.0,4.0,,,90.0,35.0,6.7,6.0,0.0,0.0,0.00136059,0,,,,,,5.0,,5.0,2.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067324,home,Santos,Eduardo Bauermann,eduardo-bauermann,E. Bauermann,D,4,186,321,M,358530,EUR,824169600,D,4,4,False,29.0,20.0,5.0,2.0,13.0,16.0,7.0,13.0,7.0,,,90.0,43.0,7.4,9.0,0.2092,0.4289,0.00985013,3,,,,,2.0,4.0,4.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11067324,home,Santos,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,44,44,False,29.0,24.0,,,13.0,15.0,11.0,16.0,3.0,,,90.0,50.0,6.3,10.0,0.0,0.0,0.0418439,0,,,,2.0,1.0,,6.0,3.0,,1.0,2.0,,,,,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067324,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,23,23,False,36.0,28.0,3.0,2.0,11.0,12.0,18.0,29.0,8.0,,,87.0,56.0,6.4,16.0,0.0531,0.0,0.218314,1,,,,5.0,2.0,1.0,11.0,4.0,1.0,3.0,1.0,1.0,,,,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11067324,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,37.0,32.0,8.0,5.0,10.0,10.0,22.0,27.0,5.0,,,90.0,48.0,6.8,6.0,0.1033,0.0279,0.0196886,1,,,,,2.0,4.0,9.0,9.0,1.0,3.0,,,1.0,,,1.0,3.0,1.0,1.0,,1.0,,3.0,,1.0,3.0,,,,,,,,,,,,,
11067324,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,25.0,17.0,,,9.0,11.0,8.0,15.0,7.0,,,88.0,38.0,6.8,12.0,0.0,0.0,0.0213078,0,,,,1.0,,1.0,3.0,6.0,1.0,1.0,2.0,,,,,,,1.0,3.0,1.0,1.0,,3.0,2.0,,2.0,,,,,,,,,,,,,
11067324,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,F,20,20,False,21.0,15.0,,,3.0,6.0,12.0,17.0,5.0,,,75.0,45.0,8.8,11.0,0.4291,0.7716,0.0647629,2,,,,2.0,1.0,,5.0,8.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,3.0,4.0,,1.0,,,1.0,4.0,,1.0,1.0,1.0,,,,,,,,,,
11067324,home,Santos,Marcos Leonardo,marcos-leonardo,M. Leonardo,F,9,177,22653,M,1047227,EUR,1051833600,F,9,9,False,14.0,12.0,,,5.0,5.0,7.0,9.0,3.0,,,90.0,31.0,7.1,8.0,1.0249,1.0233,0.00658864,4,,,,,9.0,1.0,12.0,4.0,,1.0,,1.0,2.0,1.0,1.0,,,,,3.0,,,2.0,,3.0,,,,,marcosleonardo09,,,,,,,,,
