match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,captain,stat_lastManTackle,stat_totalContest,stat_wonContest,stat_challengeLost,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11853616,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,42.0,27.0,19.0,4.0,25.0,29.0,2.0,13.0,4.0,4.0,1.0,13.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,90.0,53.0,7.3,16.0,0.00043302,0,0.8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11853616,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,47.0,37.0,6.0,5.0,22.0,24.0,16.0,26.0,,5.0,1.0,9.0,1.0,3.0,,,,,,,90.0,70.0,7.2,16.0,0.0645866,1,,Zé,Carlos,3.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,3.0,0.0172,2.0,,,,,,,,,,,,,,,,,,,
11853616,home,Gil Vicente,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,592,M,992652,EUR,957657600,D,13,13,False,75.0,71.0,4.0,3.0,58.0,62.0,13.0,13.0,2.0,5.0,2.0,3.0,,3.0,,,,,,,90.0,85.0,7.5,4.0,0.00665519,0,,,,,,2.0,3.0,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,
11853616,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,74.0,68.0,9.0,4.0,57.0,57.0,11.0,17.0,,2.0,2.0,4.0,,1.0,,,,,,,90.0,80.0,7.3,6.0,0.00274007,0,,,,,,1.0,1.0,,,1.0,,,,,1.0,,True,1.0,,,,,,,,,,,,,,,
11853616,home,Gil Vicente,Kiko Pereira,pereira-kiko,K. Pereira,D,5,177,18,M,1423627,EUR,936748800,D,5,5,False,40.0,29.0,4.0,2.0,17.0,17.0,12.0,27.0,2.0,6.0,5.0,6.0,,1.0,,,,,,,84.0,65.0,7.3,21.0,0.0039029,0,,Kiko Pereira,,4.0,,1.0,2.0,,,2.0,2.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
11853616,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,37.0,31.0,,,13.0,14.0,18.0,23.0,,,,3.0,2.0,,,,,,,,78.0,42.0,6.7,9.0,0.0495807,2,,,,,,1.0,3.0,,,,,,0.0642,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,
11853616,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,45.0,38.0,6.0,3.0,22.0,22.0,16.0,23.0,2.0,10.0,2.0,9.0,2.0,1.0,,,,,,,78.0,61.0,7.5,10.0,0.0162585,1,,,,,,2.0,5.0,1.0,1.0,4.0,4.0,2.0,0.0291,1.0,,1.0,,,3.0,3.0,,,,,,,,,,,,,
11853616,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,False,44.0,38.0,1.0,,17.0,17.0,24.0,32.0,,4.0,,3.0,6.0,1.0,,,,,,,90.0,67.0,7.1,15.0,0.0921978,2,,,,5.0,3.0,,7.0,,,2.0,,4.0,0.0889,2.0,,,,,2.0,1.0,2.0,1.0,,1.0,0.1577,,,,,,,,
11853616,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,F,77,77,False,34.0,29.0,1.0,1.0,13.0,13.0,16.0,22.0,2.0,5.0,,4.0,4.0,,,,,,,,90.0,61.0,7.6,15.0,0.0607629,5,,,,1.0,,,4.0,2.0,1.0,,,,0.9676,1.0,,1.0,,,5.0,3.0,,3.0,,1.0,0.9243,1.0,,,,,,,
11853616,home,Gil Vicente,Roko Baturina,roko-baturina,R. Baturina,F,9,185,255,M,876036,EUR,961459200,F,21,21,False,10.0,5.0,,,1.0,2.0,4.0,8.0,2.0,2.0,,,3.0,,,,,,,,66.0,17.0,6.8,9.0,0.0114352,1,,,,,,3.0,4.0,,,,,1.0,0.051,1.0,,,,,,,,,,1.0,0.2297,,,,,,,,
