match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_bigChanceCreated,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyConceded
12421110,home,Royal Antwerp FC,Senne Lammens,,,senne-lammens,S. Lammens,G,31,193.0,27447,M,964753,EUR,1026000000,G,91,91,False,31.0,22.0,19.0,10.0,0.0,17.0,18.0,5.0,13.0,1.0,1.0,9.0,1.0,4.0,2.0,3.0,90.0,43.0,7.9,9.0,0.00279412,0,0.4623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,72.0,65.0,12.0,9.0,0.0,47.0,51.0,18.0,21.0,,2.0,4.0,,,,,90.0,79.0,7.3,7.0,0.0121385,0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Toby Alderweireld,,,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,72.0,63.0,21.0,15.0,0.0,38.0,39.0,25.0,33.0,4.0,4.0,6.0,,,,,90.0,82.0,7.6,10.0,0.0124622,0,,2.0,1.0,2.0,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Ayrton Costa,,,ayrton-costa,A. Costa,D,32,179.0,1038,M,976485,EUR,931824000,D,5,5,False,50.0,43.0,5.0,3.0,0.0,29.0,33.0,15.0,19.0,1.0,8.0,2.0,,,,,90.0,67.0,7.2,10.0,0.0454465,0,,3.0,,,5.0,3.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Gyrano Kerk,,,gyrano-kerk,G. Kerk,M,7,175.0,505,M,386950,EUR,817862400,M,7,7,False,24.0,17.0,1.0,,0.0,7.0,9.0,10.0,15.0,5.0,12.0,6.0,,,,,88.0,39.0,7.0,13.0,0.055642,2,,9.0,,,5.0,5.0,2.0,4.0,,1.0,3.0,,,,2.0,1.0,1.0,3.0,0.1574,,,,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Kobe Corbanie,Kobe Corbanie,,corbanie-kobe,K. Corbanie,D,2,187.0,205,M,1463869,EUR,1115683200,M,2,2,False,41.0,35.0,3.0,,0.0,22.0,23.0,13.0,18.0,,5.0,5.0,,,,,90.0,58.0,6.9,8.0,0.0181018,0,,3.0,2.0,1.0,4.0,1.0,,1.0,,,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Andreas Verstraeten,Andreas,Verstraeten,andreas-verstraeten,A. Verstraeten,M,21,178.0,127,M,1465835,EUR,1136851200,M,75,75,False,52.0,44.0,9.0,6.0,0.0,19.0,21.0,25.0,31.0,,3.0,6.0,,,,,88.0,58.0,6.9,9.0,0.0252854,0,,3.0,,,3.0,1.0,,2.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
12421110,home,Royal Antwerp FC,Jacob Ondrejka,,,ondrejka-jacob,J. Ondrejka,M,17,180.0,1006,M,1004790,EUR,1030924800,M,11,11,False,23.0,16.0,1.0,,0.0,1.0,3.0,15.0,21.0,1.0,4.0,3.0,,,,,90.0,40.0,7.2,14.0,0.235946,2,,5.0,,,1.0,1.0,2.0,,,2.0,,,1.0,,,,,3.0,0.9304,3.0,,5.0,1.0,2.0,1.0,1.0,1.644,1.0,,,,,,,,
12421110,home,Royal Antwerp FC,Vincent Janssen,,,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,31.0,21.0,6.0,3.0,1.0,10.0,15.0,11.0,17.0,1.0,7.0,4.0,,,,,84.0,50.0,8.8,12.0,0.0392163,6,,6.0,,,5.0,5.0,1.0,2.0,,1.0,1.0,2.0,1.0,,2.0,3.0,1.0,,0.8079,,,1.0,,2.0,1.0,,0.748,,1.0,,,,,,,
12421110,home,Royal Antwerp FC,Anthony Valencia,,,anthony-valencia,A. Valencia,F,14,175.0,559,M,1020197,EUR,1058659200,F,14,14,False,25.0,22.0,,,0.0,13.0,13.0,9.0,12.0,,1.0,4.0,,,,,69.0,35.0,6.6,5.0,0.0355904,1,,5.0,,,1.0,,,3.0,,,1.0,1.0,,,1.0,1.0,,1.0,0.0273,,,,,,,,,,,,,,,,,
