match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork
12504618,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,31.0,21.0,16.0,6.0,0.0,18.0,19.0,3.0,12.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,6.0,1.0,90.0,45.0,8.3,10.0,0.00182162,0,0.8273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,23.0,18.0,4.0,2.0,0.0,14.0,17.0,4.0,7.0,,4.0,7.0,1.0,,,,,,90.0,36.0,7.0,6.0,0.00753675,0,,1.0,5.0,1.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4596,M,16632,EUR,598233600,D,15,15,False,23.0,20.0,4.0,4.0,0.0,16.0,18.0,4.0,5.0,2.0,3.0,2.0,1.0,,,,,,90.0,32.0,7.1,3.0,0.00074414,2,,,6.0,2.0,2.0,,,2.0,aussenrist15,2.0,1.0,1.0,1.0,1.0,1.0,0.0683,,,,,,,,,,,,,,
12504618,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,33.0,28.0,4.0,1.0,0.0,26.0,27.0,2.0,6.0,2.0,2.0,11.0,2.0,,,,,,90.0,49.0,7.7,5.0,0.00079691,0,,,,,,,,,evanndicka,,,,,,4.0,,,,,,,,,,,,,,,
12504618,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,M,56,56,False,22.0,18.0,3.0,2.0,1.0,16.0,18.0,3.0,7.0,,4.0,,12.0,1.0,,,,,67.0,37.0,8.3,7.0,0.0159507,2,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,AS56,,1.0,1.0,,,,0.7577,,,1.0,2.0,1.0,1.0,1.0035,1.0,,,,,,
12504618,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,25.0,23.0,2.0,2.0,0.0,16.0,17.0,7.0,8.0,1.0,8.0,,1.0,7.0,,,,,90.0,40.0,7.0,7.0,0.00620501,1,,,4.0,,,1.0,1.0,,,1.0,2.0,,,,,0.0288,,,,1.0,,2.0,0.1922,,1.0,,,,,
12504618,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,34.0,32.0,2.0,2.0,0.0,24.0,25.0,8.0,12.0,1.0,3.0,6.0,3.0,2.0,,,,,90.0,48.0,7.0,5.0,0.00311316,0,,3.0,3.0,2.0,1.0,,,1.0,LeoParedes,,,,,,1.0,,,,,,,,,1.0,,,,,,
12504618,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,M,7,7,False,20.0,16.0,2.0,,0.0,10.0,10.0,6.0,10.0,1.0,3.0,1.0,2.0,1.0,,,,,67.0,31.0,7.2,8.0,0.00139021,2,,,2.0,1.0,,1.0,1.0,,lorepelle7,1.0,,,,,,0.2711,,,,2.0,1.0,4.0,0.5191,,,True,1.0,,,
12504618,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,22.0,22.0,,,0.0,13.0,13.0,9.0,11.0,,3.0,2.0,3.0,2.0,,,,,90.0,41.0,7.8,4.0,0.0957913,0,,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,
12504618,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,13.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,7.0,,5.0,,5.0,4.0,,,,,74.0,25.0,6.8,8.0,0.058715,0,,,5.0,1.0,,,,,LaJoya,1.0,2.0,1.0,,,,,,,,,,3.0,,2.0,2.0,,,,,
12504618,home,Roma,Artem Dovbyk,artem-dovbyk,A. Dovbyk,F,9,189,13962,M,798820,EUR,866851200,F,11,11,False,12.0,7.0,,,0.0,4.0,6.0,3.0,6.0,1.0,1.0,,,,,,,,74.0,18.0,6.4,9.0,0.00119923,0,,,4.0,,,,,2.0,tema_dovbyk,1.0,,,,,,,,,,,,3.0,,,1.0,,,,,
12504618,home,Roma,Niccolò Pisilli,niccolo-pisilli,N. Pisilli,M,61,180,2244,M,1175821,EUR,1095897600,M,61,61,True,6.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,,,,2.0,,,,,,23.0,6.0,6.5,3.0,0.00100924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,True,3.0,1.0,2.0,1.0,0.0,1.0,1.0,,2.0,,,2.0,,,,,,,23.0,5.0,6.5,2.0,2.735e-05,0,,,1.0,1.0,,,,,stewel92,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,True,2.0,1.0,,,0.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,,,,,16.0,7.0,6.6,2.0,1.6e-07,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,14,14,True,3.0,1.0,,,0.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,16.0,4.0,6.5,3.0,2.393e-05,0,,,3.0,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,
12504618,home,Roma,Renato Marin,renato-bellucci-marin,R. B. Marin,G,89,194,3853,M,1524396,EUR,1152489600,G,89,89,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Giorgio De Marzi,giorgio-de-marzi,G. D. Marzi,G,70,186,306,M,1652568,EUR,1176854400,G,70,70,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,353130,EUR,803433600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,23,178,8314,M,966849,EUR,932256000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,s.abdulhamed66,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,993101,EUR,1046736000,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Buba Sangare,sangare-buba,B. Sangaré,D,42,184,921,M,1542721,EUR,1186358400,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Buba Sangaré,,,,,,,,,,,,,
12504618,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,nico_zale,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504618,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,matiassoule11,,,,,,,,,,,,,,,,,,,,,
12504618,away,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,20.0,19.0,6.0,5.0,0.0,16.0,17.0,3.0,3.0,,,,7.0,,2.0,3.0,3.0,,90.0,29.0,7.2,1.0,0.0108874,0,-0.2853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
