match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_totalContest,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyConceded,stat_bigChanceCreated,captain,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_saves,stat_penaltyWon
10433870,home,Kayserispor,Mario Gavranović,mario-gavranovic,M. Gavranović,F,,175,340,,49351,EUR,627868800,F,19,19,False,19.0,14.0,,,5.0,5.0,10.0,15.0,1.0,,,90.0,27.0,6.4,6.0,3,1.0,1.0,2.0,3.0,,1.0,,1.0,,1.0,2.0,,,,1.0,,,,1.0,,,,,1.0,,,,2.0,,1.0,1.0,,
10433870,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186,411,M,803869,EUR,760924800,M,6,6,True,33.0,31.0,3.0,3.0,8.0,8.0,23.0,26.0,1.0,1.0,,29.0,42.0,6.9,4.0,3,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,
10433870,home,Kayserispor,Mustafa Pektemek,mustafa-pektemek,M. Pektemek,F,,182,39,M,43643,EUR,587260800,F,9,9,True,8.0,6.0,,,3.0,3.0,3.0,5.0,,1.0,,29.0,11.0,6.5,3.0,2,,,2.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,
10433870,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,M,11,11,True,15.0,9.0,1.0,1.0,,1.0,9.0,16.0,,2.0,,19.0,20.0,6.4,9.0,1,2.0,,2.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,
10433870,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,381,M,859748,EUR,763344000,M,20,20,True,7.0,5.0,,,3.0,3.0,4.0,9.0,,,,10.0,17.0,7.0,6.0,0,5.0,2.0,,2.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
10433870,home,Kayserispor,İlhan Parlak,ilhan-parlak,İ. Parlak,F,38,181,25,,5810,EUR,537926400,F,23,23,True,3.0,1.0,,,,,1.0,3.0,,1.0,,10.0,4.0,6.7,2.0,0,,,2.0,3.0,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
10433870,home,Kayserispor,Abdulkadir Taşdan,abdulkadir-tasdan,A. Taşdan,G,1,192,14,M,1065837,EUR,1055894400,G,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Abdulkadir Tasdan,,,,,,,,,,,,,
10433870,home,Kayserispor,Anthony Uzodimma,uzodimma-anthony,A. Uzodimma,D,,176,59,M,993108,EUR,924307200,M,80,80,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,D,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,home,Kayserispor,Yaw Ackah,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,89,89,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,home,Kayserispor,Talha Sariarslan,talha-sariarslan,T. Sariarslan,F,99,186,87,M,1088715,EUR,1074384000,F,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,13,13,False,38.0,22.0,30.0,14.0,13.0,17.0,9.0,21.0,,9.0,,90.0,45.0,6.4,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,1.0,
10433870,away,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,28.0,19.0,6.0,1.0,15.0,18.0,4.0,11.0,3.0,6.0,,90.0,58.0,6.4,14.0,1,1.0,,,5.0,3.0,,,1.0,4.0,1.0,4.0,2.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
10433870,away,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,27.0,22.0,7.0,4.0,20.0,22.0,2.0,5.0,5.0,4.0,,90.0,37.0,7.1,5.0,0,,,3.0,3.0,1.0,,,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,16.0,10.0,3.0,,8.0,11.0,2.0,5.0,3.0,4.0,,90.0,27.0,7.0,8.0,2,,,2.0,3.0,,,,1.0,1.0,5.0,7.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,
10433870,away,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,10.0,6.0,1.0,,1.0,4.0,6.0,11.0,2.0,1.0,,90.0,33.0,7.0,10.0,0,5.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,3.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,
10433870,away,Konyaspor,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1356,M,795421,EUR,857779200,M,18,18,False,30.0,21.0,2.0,,17.0,19.0,4.0,12.0,4.0,8.0,,90.0,45.0,6.7,12.0,1,1.0,,,3.0,2.0,1.0,1.0,2.0,2.0,,3.0,,,,,,,,3.0,,,,,1.0,,,,,,,,,
10433870,away,Konyaspor,Konrad Michalak,konrad-michalak,K. Michalak,M,71,174,588,M,851243,EUR,874627200,M,77,77,False,9.0,4.0,,,1.0,1.0,4.0,10.0,,,,78.0,16.0,6.6,9.0,0,2.0,1.0,1.0,2.0,,,,3.0,,,2.0,,,,,,,1.0,3.0,Konrad,Michalak,,1.0,,,,,,,,,,
10433870,away,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,14,14,False,12.0,10.0,1.0,1.0,7.0,8.0,4.0,5.0,,4.0,,89.0,24.0,6.6,6.0,2,1.0,1.0,1.0,4.0,,2.0,1.0,1.0,1.0,,3.0,2.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,
10433870,away,Konyaspor,Bruno Paz,bruno-paz,B. Paz,M,80,178,194,M,845821,EUR,893289600,M,80,80,False,16.0,12.0,3.0,1.0,8.0,8.0,4.0,8.0,,3.0,,65.0,21.0,6.4,5.0,1,,,,3.0,,2.0,1.0,,1.0,,5.0,1.0,,,,1.0,,,3.0,,,,,,,,,1.0,,,,,
10433870,away,Konyaspor,Zymer Bytyqi,zymer-bytyqi,Z. Bytyqi,M,,176,255,M,226784,EUR,842400000,M,7,7,False,12.0,10.0,,,5.0,7.0,5.0,6.0,1.0,2.0,,89.0,25.0,6.6,9.0,0,1.0,,,2.0,,1.0,1.0,2.0,1.0,,4.0,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,1.0
10433870,away,Konyaspor,Mame Biram Diouf,mame-biram-diouf,M. B. Diouf,F,55,185,388,M,22481,EUR,566611200,F,99,99,False,28.0,17.0,1.0,1.0,5.0,6.0,12.0,22.0,2.0,2.0,,90.0,36.0,7.0,13.0,1,,,3.0,3.0,,,,1.0,,5.0,8.0,1.0,1.0,1.0,1.0,1.0,,,2.0,Mame,Biram Diouf,,,,,,,,,,1.0,,
10433870,away,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,M,35,35,True,1.0,1.0,,,,,1.0,1.0,1.0,,,25.0,6.0,6.6,1.0,1,,,,,1.0,,,1.0,,,3.0,,,,,,,,3.0,Ogulcan Ülgün,,,,,,,,1.0,1.0,,,,
10433870,away,Konyaspor,Amilton da Silva,amilton-da-silva,A. d. Silva,M,89,172,45,M,803148,EUR,618883200,F,93,93,True,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,,12.0,10.0,6.7,2.0,0,,,1.0,3.0,,1.0,,,,,2.0,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,
10433870,away,Konyaspor,Kahraman Demirtaş,kahraman-demirtas,K. Demirtaş,D,47,184,25,M,845313,EUR,762480000,D,20,20,True,,,,,,,,,1.0,,,8.0,2.0,6.5,,0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Robert Murić,robert-muric,R. Murić,M,,182,210,M,283853,EUR,826588800,M,11,11,True,5.0,4.0,,,,,4.0,5.0,,,,8.0,6.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,18,190,42,M,997705,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Yasir Subaşı,yasir-subasi,Y. Subaşı,D,3,180,51,M,796555,EUR,820454400,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Cebrail Karayel,cebrail-karayel,C. Karayel,D,77,176,32,M,816485,EUR,776908800,D,90,90,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Domagoj Pavičić,domagoj-pavicic,D. Pavičić,M,24,178,120,M,94239,EUR,763171200,M,10,10,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Ahmet Karademir,karademir-ahmet,A. Karademir,F,17,173,37,M,1091506,EUR,1080864000,M,88,88,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433870,away,Konyaspor,Mehmet Ali Büyüksayar,buyuksayar-mehmet-ali,M. A. Büyüksayar,F,42,166,33,M,1390214,EUR,1083974400,M,42,42,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Mehmet,Ali Büyüksayar,,,,,,,,,,,,
