match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_penaltyConceded,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,player_firstName,player_lastName,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_wonContest,stat_bigChanceMissed
12504438,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187.0,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,35.0,26.0,13.0,4.0,0.0,22.0,23.0,4.0,12.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,90.0,44.0,6.0,9.0,0.00222369,0,-0.5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504438,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191.0,1648,M,,965264,EUR,958176000,D,2,2,False,53.0,41.0,6.0,3.0,0.0,18.0,19.0,24.0,37.0,2.0,3.0,,,,,,,88.0,76.0,7.0,17.0,0.0772778,1,,3.0,1.0,1.0,3.0,6.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0359,1.0,,,,,,,,,,,,,,,,
12504438,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188.0,2235,M,,898815,EUR,911260800,D,31,31,False,48.0,41.0,6.0,1.0,0.0,26.0,28.0,15.0,20.0,2.0,2.0,,,,,,,90.0,58.0,6.8,8.0,0.00920303,0,,,,3.0,5.0,3.0,6.0,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,
12504438,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185.0,4571,M,,818481,EUR,898819200,D,26,26,False,48.0,45.0,1.0,,0.0,26.0,27.0,19.0,21.0,2.0,6.0,,,,,,,90.0,56.0,6.0,3.0,0.00920057,0,,,,1.0,,2.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
12504438,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185.0,2208,M,,855829,EUR,948240000,D,33,33,False,49.0,38.0,7.0,3.0,0.0,19.0,22.0,20.0,33.0,,4.0,,,,,,,90.0,71.0,6.6,18.0,0.0671378,0,,6.0,1.0,,,2.0,2.0,,1.0,,,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,
12504438,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181.0,1928,M,,115516,EUR,703296000,M,8,8,False,54.0,49.0,,,0.0,19.0,19.0,30.0,36.0,1.0,6.0,,,,,,,90.0,61.0,6.8,7.0,0.0380862,1,,1.0,,,1.0,4.0,2.0,1.0,,,1.0,,,,2.0,0.0279,,,,,,1.0,1.0,0.0748,,,,,,,,,
12504438,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181.0,1972,M,,907152,EUR,935452800,M,19,19,False,67.0,58.0,6.0,3.0,0.0,17.0,22.0,41.0,47.0,3.0,4.0,,,,,,,90.0,88.0,7.4,16.0,0.0574565,1,,2.0,,1.0,,7.0,4.0,,3.0,,4.0,3.0,1.0,,5.0,0.7884,2.0,,1.0,,,,1.0,0.6329,True,1.0,,,,,,,
12504438,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184.0,4721,M,,944327,EUR,972432000,M,11,11,False,19.0,17.0,2.0,2.0,0.0,2.0,2.0,16.0,21.0,,1.0,,,,,,,68.0,33.0,7.0,8.0,0.0302413,2,,4.0,1.0,,,1.0,2.0,,1.0,,,,2.0,2.0,,0.0444,1.0,,,,,,1.0,0.0479,,,,,1.0,,,,
12504438,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188.0,1820,M,,826064,EUR,922838400,M,21,21,False,33.0,25.0,2.0,,0.0,3.0,4.0,23.0,30.0,3.0,4.0,,,,,,,90.0,43.0,7.2,11.0,0.172717,1,,1.0,1.0,3.0,,7.0,1.0,,,,1.0,,2.0,,3.0,0.09,1.0,1.0,,,,1.0,1.0,0.1566,,,,,,1.0,1.0,,
12504438,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172.0,3282,M,,1162611,EUR,1063929600,M,30,30,False,24.0,21.0,1.0,1.0,0.0,3.0,3.0,18.0,21.0,,5.0,,,,,,,89.0,42.0,7.0,13.0,0.0853735,1,,,,,,4.0,4.0,,1.0,,,,5.0,1.0,,0.0625,2.0,,,,,6.0,,,,,Benjamín Domínguez,,1.0,,1.0,3.0,
