match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_punches
12530775,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,24.0,17.0,16.0,11.0,0.0,10.0,12.0,7.0,12.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,31.0,6.5,8.0,0.00143681,0,0.2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530775,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,55.0,47.0,6.0,3.0,0.0,23.0,25.0,25.0,37.0,5.0,,,,,,,90.0,82.0,7.7,16.0,0.125555,0,,True,7.0,1.0,2.0,3.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,
12530775,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,62.0,54.0,10.0,7.0,0.0,37.0,39.0,17.0,23.0,4.0,,,,,,,90.0,72.0,6.8,9.0,0.0129307,1,,,,,3.0,3.0,4.0,4.0,,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,0.0665,,,,,,,,,,,
12530775,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,D,55,55,False,47.0,44.0,6.0,6.0,0.0,24.0,24.0,20.0,23.0,2.0,,,,,,,90.0,63.0,7.1,5.0,0.0175621,0,,,,,3.0,4.0,5.0,5.0,,,6.0,1.0,2.0,1.0,,2.0,,1.0,1.0,,,Yunus Cift,,2.0,,,,,,,,
12530775,home,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185,264,M,862083,EUR,881625600,D,16,16,False,46.0,40.0,1.0,1.0,0.0,12.0,13.0,29.0,36.0,5.0,,,,,,,90.0,70.0,6.8,13.0,0.0890694,1,,,3.0,1.0,3.0,2.0,6.0,5.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,0.0723,,,1.0,1.0,1.0,,,,,,
12530775,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,37.0,34.0,3.0,3.0,0.0,12.0,13.0,22.0,24.0,2.0,,,,,,,59.0,48.0,6.6,7.0,0.0202083,2,,,,,,2.0,7.0,4.0,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,0.0513,,,3.0,3.0,1.0,,,,,,
12530775,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,68.0,60.0,7.0,4.0,0.0,30.0,30.0,30.0,38.0,11.0,,,,,,,90.0,87.0,7.2,12.0,0.0250071,0,,,,,,3.0,4.0,8.0,,,2.0,1.0,2.0,4.0,3.0,4.0,1.0,,4.0,,,,,,,,,,,,,
12530775,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,False,25.0,20.0,1.0,1.0,1.0,5.0,7.0,16.0,21.0,4.0,,,,,,,59.0,33.0,7.3,9.0,0.193314,1,,,3.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,1.0,,1.0,,2.0,,,0.0564,,,,,1.0,1.0,,,,,
12530775,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,45.0,38.0,,,0.0,12.0,14.0,28.0,34.0,5.0,,,,,,,80.0,61.0,7.7,9.0,0.104705,3,,,3.0,2.0,1.0,3.0,3.0,9.0,1.0,1.0,,,,3.0,3.0,1.0,2.0,3.0,,2.0,0.2873,,,2.0,,,,1.0,0.1308,,,
12530775,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,40.0,29.0,2.0,,0.0,7.0,8.0,23.0,36.0,9.0,,,,,,,90.0,67.0,6.7,22.0,0.0741131,1,,,4.0,1.0,3.0,,13.0,8.0,3.0,1.0,,,,4.0,3.0,3.0,3.0,4.0,2.0,,0.0883,,,3.0,3.0,1.0,,,,,,
