match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,stat_challengeLost,stat_totalCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_penaltyFaced,stat_penaltyConceded
11396405,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,35.0,25.0,15.0,5.0,23.0,27.0,2.0,8.0,5.0,1.0,1.0,1.0,90.0,40.0,6.0,10.0,0.00020848,0,-1.8297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,46.0,34.0,6.0,3.0,19.0,26.0,15.0,20.0,10.0,,,,90.0,61.0,6.4,16.0,0.0261606,0,,4.0,1.0,8.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,35.0,26.0,6.0,2.0,17.0,21.0,9.0,14.0,1.0,,,,90.0,51.0,6.7,9.0,0.00283602,0,,,1.0,,6.0,,,4.0,2.0,4.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,45.0,37.0,5.0,,33.0,36.0,4.0,9.0,5.0,,,,90.0,54.0,6.2,9.0,0.00251539,0,,,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,,,,pachowilliam,1.0,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,M,24,24,False,,19.0,14.0,,,8.0,9.0,6.0,15.0,,,,,61.0,46.0,6.9,11.0,0.0273056,2,,1.0,,4.0,3.0,,1.0,2.0,,1.0,1.0,,,,1.0,,3.0,5.0,1.0,2.0,0.1163,0.2167,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,,45.0,34.0,3.0,1.0,21.0,25.0,13.0,20.0,7.0,,,,90.0,57.0,7.3,12.0,0.0352765,0,,1.0,3.0,3.0,7.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,2.0,ellyes_skhiri,,,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,32.0,29.0,4.0,3.0,13.0,14.0,16.0,18.0,5.0,,,,90.0,39.0,6.9,3.0,0.0344516,2,,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,,1.0,0.7839,0.8815,,1.0,,2.0,Hugo Larsson,,1.0,1.0,,,,,,
11396405,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,M,31,31,False,,24.0,20.0,5.0,2.0,13.0,14.0,7.0,11.0,,,,,86.0,38.0,6.3,7.0,0.0343803,0,,1.0,,3.0,1.0,,,1.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,F,8,8,False,,25.0,17.0,3.0,1.0,4.0,7.0,13.0,19.0,3.0,,,,86.0,36.0,7.6,12.0,0.498928,2,,2.0,,5.0,2.0,1.0,1.0,,,,,1.0,2.0,,1.0,fareschaibi28,,1.0,1.0,1.0,0.199,0.8741,,1.0,1.0,1.0,,,,1.0,1.0,,,,,
11396405,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,False,,15.0,11.0,2.0,2.0,4.0,4.0,7.0,13.0,4.0,,,,73.0,28.0,6.6,8.0,0.0839547,1,,3.0,1.0,6.0,3.0,,3.0,1.0,,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,0.1011,0.1623,,,,1.0,,,1.0,,,,,,,
11396405,home,Eintracht Frankfurt,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,7,7,False,,20.0,13.0,2.0,2.0,5.0,6.0,8.0,16.0,4.0,,,,90.0,46.0,7.7,18.0,0.00893115,5,,2.0,,9.0,5.0,,5.0,1.0,,,,5.0,2.0,,4.0,OMarmoush,1.0,2.0,1.0,2.0,1.6308,1.9122,,,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,
11396405,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,True,,16.0,9.0,1.0,,5.0,7.0,4.0,11.0,7.0,,,,29.0,37.0,6.5,15.0,0.0023592,0,,1.0,1.0,5.0,6.0,,5.0,2.0,,3.0,1.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,True,,10.0,5.0,,,3.0,5.0,3.0,6.0,3.0,,,,17.0,14.0,6.6,5.0,0.0463361,0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,MarioGotze,,1.0,,,,,,,,,,,,,,,,1.0,,
11396405,home,Eintracht Frankfurt,Niels Nkounkou,nkounkou-niels,N. Nkounkou,D,25,184,549,M,941179,EUR,973036800,D,29,29,True,,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,10.0,3.0,6.5,,0.00027887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Jens Petter Hauge,jens-petter-hauge,J. P. Hauge,F,10,184,3970,M,838805,EUR,939686400,F,23,23,True,,6.0,6.0,,,3.0,3.0,3.0,3.0,2.0,,,,10.0,7.0,6.7,,0.00307266,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Jens Grahl,jens-grahl,J. Grahl,G,33,193,154,M,27214,EUR,590889600,G,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Hrvoje Smolčić,hrvoje-smolcic,H. Smolčić,D,6,181,722,M,974582,EUR,966470400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Timothy Chandler,timothy-chandler,T. Chandler,M,22,186,267,M,40239,EUR,638668800,M,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,home,Eintracht Frankfurt,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396405,away,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,556866,EUR,881366400,G,1,1,False,True,6.0,5.0,2.0,1.0,5.0,6.0,,,1.0,,3.0,3.0,26.0,11.0,6.9,1.0,9.67e-06,0,1.0104,,,,,,,1.0,,,,,,,,gregorkobel,,,,,,,,,,,,,,,,,,,1.0,
11396405,away,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,D,17,17,False,,44.0,36.0,3.0,2.0,7.0,7.0,31.0,44.0,4.0,,,,90.0,73.0,6.6,17.0,0.127288,2,,2.0,1.0,2.0,3.0,,1.0,,,,,2.0,1.0,,1.0,,,7.0,1.0,,0.0923,,,,,1.0,,,,2.0,,,,2.0,,1.0
