match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_totalOffside
11067584,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,29.0,23.0,8.0,2.0,22.0,23.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,2.0,90.0,36.0,6.6,6.0,0.013,0.0337723,1,-0.3717,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067584,home,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,False,,47.0,40.0,1.0,1.0,11.0,14.0,30.0,41.0,1.0,1.0,3.0,3.0,,1.0,5.0,,,,,,58.0,73.0,6.4,17.0,,0.0307338,0,,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067584,home,Red Bull Bragantino,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,474,M,977676,EUR,983145600,D,2,2,False,,86.0,78.0,8.0,6.0,36.0,40.0,42.0,47.0,1.0,3.0,1.0,5.0,,,4.0,,,,,,90.0,96.0,7.1,9.0,0.0564,0.0295019,1,,1.0,,,,,3.0,2.0,1.0,1.0,0.0251,,,,,,,,,,,,,,,,,
11067584,home,Red Bull Bragantino,Lucas Cunha,lucas-cunha,L. Cunha,D,3,186,169,M,794139,EUR,853977600,D,20,20,False,,88.0,81.0,10.0,7.0,33.0,36.0,48.0,52.0,2.0,3.0,4.0,3.0,,1.0,1.0,1.0,,,,,71.0,92.0,6.4,8.0,,0.0370974,0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11067584,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,66.0,51.0,8.0,3.0,20.0,23.0,33.0,51.0,1.0,4.0,5.0,8.0,1.0,2.0,5.0,,,,,,90.0,102.0,6.7,26.0,0.3888,0.434238,4,,8.0,2.0,3.0,1.0,1.0,,,,1.0,0.052,,,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,
11067584,home,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,964127,EUR,990316800,M,5,5,False,,83.0,74.0,9.0,5.0,24.0,25.0,51.0,60.0,1.0,2.0,2.0,3.0,,1.0,8.0,,,,,,90.0,95.0,7.0,10.0,0.0171,0.0617477,1,,2.0,1.0,,,,1.0,,,1.0,0.1506,1.0,,,,1.0,,1.0,,,,,,,,,,
11067584,home,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,950545,EUR,965865600,M,7,7,False,,58.0,50.0,6.0,5.0,11.0,13.0,39.0,45.0,2.0,3.0,4.0,7.0,3.0,1.0,7.0,,,,,,74.0,72.0,7.1,10.0,0.3159,0.0316161,5,,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,
11067584,home,Red Bull Bragantino,Helinho,helinho,Helinho,M,11,175,1509,M,906837,EUR,956620800,M,11,11,False,,43.0,33.0,3.0,1.0,6.0,6.0,29.0,49.0,,,4.0,4.0,,,1.0,,,,,,58.0,68.0,6.8,25.0,,0.180739,0,,12.0,2.0,,4.0,2.0,,1.0,1.0,,,,,3.0,2.0,3.0,,1.0,,,,,,,,,,
11067584,home,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,143846,EUR,698889600,M,19,19,False,,17.0,13.0,1.0,,5.0,5.0,8.0,12.0,,1.0,,2.0,,,2.0,,,,,,45.0,24.0,7.3,5.0,0.55,0.010854,2,,,,,,,,,,2.0,1.1651,,,1.0,,2.0,,1.0,,,,,1.0,,,,,
11067584,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,M,16,16,False,,15.0,12.0,,,1.0,1.0,11.0,15.0,1.0,,3.0,1.0,,,,,,,,,45.0,19.0,6.4,4.0,,0.060797,0,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,Henry Mosquera,,,,,,,
