match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_totalContest,captain,stat_keyPass,stat_totalCross,stat_accurateCross,stat_wonContest,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
12450187,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,27.0,26.0,5.0,4.0,0.0,25.0,26.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,90.0,33.0,7.1,1.0,0.00021626,0,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450187,home,Nice,Antoine Mendy,mendy-antoine,A. Mendy,D,5,186,6281,M,,1120615,EUR,1085529600,D,33,33,False,39.0,32.0,4.0,2.0,0.0,21.0,23.0,11.0,16.0,3.0,5.0,3.0,,,,,,90.0,53.0,6.7,9.0,0.00536919,2,,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0785,,,,,,,,,,,,,,,,,,,,
12450187,home,Nice,Moise Bombito,bombito-moise,M. Bombito,D,64,190,602,M,,1469180,EUR,954374400,D,64,64,False,47.0,41.0,3.0,,0.0,30.0,31.0,11.0,16.0,1.0,3.0,1.0,1.0,,,,,90.0,56.0,6.7,9.0,0.00511795,0,,4.0,5.0,,,,,2.0,,,1.0,1.0,,2.0,,,Moise Bombito,,1.0,,,,,,,,,,,,,,,,,
12450187,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,61.0,52.0,7.0,3.0,0.0,38.0,40.0,14.0,21.0,1.0,3.0,7.0,,,,,,90.0,72.0,7.4,10.0,0.0889821,1,,1.0,2.0,,,,1.0,3.0,,2.0,2.0,2.0,,1.0,1.0,0.0712,,,,True,1.0,,,,,,,,,,,,,,,
12450187,home,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,,821728,EUR,717379200,M,92,92,False,30.0,21.0,4.0,,0.0,9.0,9.0,14.0,26.0,1.0,4.0,5.0,1.0,,,,,85.0,49.0,7.1,14.0,0.120461,0,,1.0,5.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,3.0,,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,
12450187,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,6,6,False,44.0,37.0,2.0,1.0,1.0,22.0,26.0,15.0,18.0,,5.0,7.0,2.0,,,,,90.0,54.0,7.3,10.0,0.0160253,0,,,2.0,,1.0,,,1.0,,,1.0,,,2.0,1.0,,,,2.0,,1.0,,,2.0,,1.0,,,,,,,,,,
12450187,home,Nice,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,,344751,EUR,794707200,M,28,28,False,14.0,8.0,,,0.0,3.0,6.0,5.0,8.0,4.0,7.0,1.0,2.0,,,,,69.0,22.0,6.7,8.0,0.00340054,0,,2.0,5.0,1.0,,,,,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
12450187,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,M,26,26,False,37.0,26.0,6.0,1.0,1.0,13.0,17.0,15.0,22.0,,2.0,7.0,1.0,,,,,90.0,57.0,7.0,17.0,0.240121,1,,1.0,6.0,,3.0,1.0,,2.0,,,1.0,1.0,,,1.0,0.0168,,,1.0,,2.0,2.0,2.0,,,1.0,,,,,,,,,,
12450187,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,bouanani,1153265,EUR,1102464000,F,19,19,False,17.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,14.0,,1.0,2.0,,,,,,69.0,29.0,7.1,10.0,0.0536594,3,,1.0,4.0,,1.0,1.0,,,,2.0,,,,1.0,,0.9848,Badredine Bouanani,,3.0,,2.0,1.0,,1.0,,,1.0,2.0,1.0,1.1329,,,,,,
12450187,home,Nice,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,,930245,EUR,993945600,F,29,29,False,12.0,8.0,,,1.0,3.0,3.0,5.0,9.0,1.0,11.0,1.0,2.0,,,,,78.0,40.0,8.6,12.0,0.622843,4,,,8.0,1.0,4.0,2.0,1.0,,,,3.0,2.0,,2.0,1.0,0.5642,,,7.0,,1.0,,,5.0,,1.0,,1.0,1.0,0.6648,,,,,,
