match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_penaltyWon,stat_errorLeadToAGoal,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
13473421,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,15.0,9.0,7.0,1.0,0.0,9.0,11.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,90.0,22.0,6.5,7.0,6.599e-05,0,0.1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473421,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,,43.0,38.0,4.0,2.0,0.0,18.0,18.0,25.0,5.0,,,4.0,,,90.0,59.0,6.8,7.0,0.0446324,1,,20.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0402,1.0,,,,,,,,,,,,,,,,,,,,
13473421,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,,63.0,60.0,1.0,1.0,0.0,38.0,39.0,24.0,5.0,,4.0,4.0,,,90.0,69.0,7.5,3.0,0.0139586,1,,22.0,,3.0,5.0,,,,,,2.0,,0.5354,,,,4.0,1.0,1.0,1.0,0.2701,,,,,,,,,,,,,
13473421,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,,70.0,63.0,7.0,4.0,0.0,30.0,33.0,37.0,4.0,,3.0,6.0,,,90.0,80.0,7.1,8.0,0.0193268,1,,33.0,,4.0,3.0,,1.0,4.0,,,,,0.1048,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,
13473421,home,São Paulo,Enzo Díaz,enzo-diaz,E. Díaz,D,13,175,2362,M,932937,EUR,818294400,D,13,13,False,,39.0,32.0,3.0,1.0,1.0,11.0,11.0,28.0,7.0,2.0,1.0,4.0,,,90.0,69.0,8.0,14.0,0.410205,0,,21.0,7.0,1.0,11.0,1.0,,2.0,5.0,4.0,3.0,,,4.0,,,4.0,,,2.0,,,,1.0,4.0,1.0,,,,,,,,
13473421,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,,67.0,60.0,5.0,3.0,0.0,20.0,20.0,47.0,3.0,,,2.0,,,90.0,72.0,7.0,7.0,0.0193304,2,,40.0,,1.0,1.0,2.0,1.0,,,,,,0.0968,1.0,,,,1.0,,1.0,0.2362,,,,,,,,,,,,,
13473421,home,São Paulo,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,M,20,20,False,,8.0,8.0,,,0.0,5.0,5.0,3.0,,,,1.0,,,9.0,9.0,6.7,,0.0025011,0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13473421,home,São Paulo,Lucas Ferreira,lucas-dos-santos-ferreira,L. Ferreira,M,48,187,2402,M,1631907,EUR,1146182400,M,48,48,False,,21.0,17.0,,,0.0,2.0,2.0,19.0,4.0,1.0,,1.0,,,88.0,43.0,7.2,8.0,0.0531298,3,,15.0,4.0,1.0,6.0,,1.0,3.0,2.0,1.0,2.0,,0.1557,4.0,Lucas Ferreira,,2.0,,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,,,,,
13473421,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,,34.0,28.0,2.0,,0.0,8.0,9.0,25.0,2.0,,2.0,8.0,,,90.0,60.0,8.5,10.0,0.078752,5,,20.0,,,10.0,1.0,3.0,1.0,4.0,2.0,,,0.3025,4.0,,,,1.0,,3.0,0.726,4.0,3.0,3.0,,,,1.0,luciano10,1.0,,,,
13473421,home,São Paulo,Oscar,oscar,Oscar,M,8,179,11909,M,39400,EUR,684374400,M,8,8,False,,54.0,44.0,8.0,3.0,0.0,12.0,14.0,40.0,4.0,,1.0,2.0,,,89.0,87.0,8.0,19.0,0.341791,2,,32.0,12.0,1.0,6.0,1.0,,3.0,2.0,2.0,1.0,,0.1417,3.0,,,1.0,1.0,,1.0,0.1413,3.0,2.0,1.0,5.0,1.0,,1.0,oscar_emboaba,,,,,
