match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_outfielderBlock,stat_totalOffside,stat_challengeLost,stat_dispossessed,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
11368684,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188.0,843,M,97951,EUR,756777600,G,1,1,False,21.0,7.0,15.0,1.0,7.0,8.0,13.0,1.0,1.0,15.0,1.0,90.0,33.0,6.7,14.0,8.85e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175.0,688,M,152446,EUR,694224000,D,20,20,False,29.0,23.0,6.0,2.0,7.0,8.0,23.0,,4.0,4.0,,90.0,53.0,7.6,12.0,0.185236,1,17.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0176,1.0,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188.0,1245,M,846147,EUR,897091200,D,16,16,False,49.0,36.0,9.0,2.0,29.0,35.0,14.0,6.0,9.0,7.0,,90.0,61.0,7.0,13.0,0.00233659,1,7.0,,,5.0,7.0,,,,,1.0,,2.0,2.0,0.0526,,1.0,4.0,1.0,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,61.0,49.0,12.0,4.0,33.0,37.0,24.0,5.0,8.0,3.0,,90.0,69.0,7.3,12.0,0.00600465,2,16.0,,,3.0,3.0,,,,,1.0,,2.0,,0.0738,,2.0,2.0,,1.0,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,False,46.0,37.0,8.0,2.0,16.0,19.0,34.0,2.0,6.0,5.0,,90.0,75.0,7.3,19.0,0.0911114,0,22.0,7.0,1.0,,2.0,3.0,1.0,,,1.0,2.0,2.0,,,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,
11368684,home,Rayo Vallecano,Jorge de Frutos,,,jorge-de-frutos,J. de Frutos,M,19,173.0,1878,M,900003,EUR,849312000,M,19,19,False,13.0,12.0,,,3.0,3.0,18.0,1.0,8.0,4.0,,84.0,37.0,7.3,11.0,0.102841,2,11.0,8.0,2.0,,4.0,5.0,3.0,,1.0,,1.0,5.0,2.0,0.0929,1.0,1.0,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169.0,518,M,588566,EUR,815011200,M,17,17,False,53.0,41.0,6.0,1.0,24.0,28.0,26.0,1.0,5.0,3.0,,74.0,69.0,7.0,16.0,0.0743409,2,18.0,1.0,1.0,2.0,9.0,2.0,1.0,,,3.0,,,4.0,0.0726,2.0,2.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,
11368684,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177.0,443,M,900008,EUR,777340800,M,23,23,False,48.0,45.0,5.0,4.0,21.0,22.0,27.0,,3.0,2.0,,90.0,63.0,6.6,7.0,0.0151027,0,24.0,1.0,,,9.0,,,,,2.0,2.0,1.0,5.0,,1.0,,1.0,,,,,3.0,1.0,True,,,,,,,
11368684,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,M,7,7,False,26.0,19.0,2.0,,2.0,6.0,25.0,2.0,5.0,4.0,,74.0,43.0,6.3,16.0,0.0329106,0,18.0,5.0,1.0,,6.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,3.0,1.0,,,,,,,,
11368684,home,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177.0,1019,M,910024,EUR,981763200,F,34,34,False,19.0,11.0,3.0,1.0,3.0,4.0,15.0,3.0,5.0,3.0,,84.0,26.0,6.4,12.0,0.0522243,1,8.0,,,1.0,6.0,3.0,1.0,,,1.0,2.0,,3.0,0.5634,,,,,1.0,,2.0,,,,1.0,1.0,0.6744,,,,
11368684,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177.0,550,M,21949,EUR,578016000,F,8,8,False,29.0,23.0,,,6.0,6.0,23.0,2.0,6.0,4.0,,64.0,46.0,7.0,14.0,0.0847731,1,17.0,,,1.0,6.0,1.0,,,,3.0,2.0,1.0,,0.0616,,1.0,1.0,,2.0,,,,4.0,,,,,,,,
11368684,home,Rayo Vallecano,Miguel Crespo,,,miguel-crespo,M. Crespo,M,13,187.0,619,M,972410,EUR,842400000,M,15,15,True,9.0,8.0,,,6.0,6.0,3.0,,1.0,1.0,,26.0,15.0,6.6,4.0,0.00091464,1,2.0,,,1.0,1.0,,,,1.0,1.0,2.0,,,0.0283,,,,,,1.0,,,,,,,,,,,
11368684,home,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,21,21,True,12.0,10.0,1.0,,4.0,4.0,8.0,,1.0,,,16.0,15.0,6.6,2.0,0.00474785,0,6.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
11368684,home,Rayo Vallecano,Randy Nteka,,,randy-nteka,R. Nteka,F,11,190.0,949,M,932764,EUR,881366400,M,11,11,True,12.0,10.0,1.0,1.0,1.0,1.0,11.0,2.0,2.0,1.0,,16.0,14.0,6.7,3.0,0.00452501,0,9.0,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
11368684,home,Rayo Vallecano,Andrei Rațiu,,,andrei-ratiu,A. Rațiu,D,2,183.0,8158,M,965031,EUR,898300800,D,2,2,True,,,,,,,,,1.0,,,11.0,1.0,6.7,,,0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,Sonic,,,
11368684,home,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177.0,11646,M,25682,EUR,508377600,F,9,9,True,3.0,3.0,,,1.0,1.0,2.0,,,,,11.0,6.0,6.6,2.0,0.00248031,1,2.0,,,1.0,2.0,,,,,,1.0,,,0.0209,,,,,,,,,1.0,,,1.0,0.1067,Falcao,,,
11368684,home,Rayo Vallecano,Dani Cárdenas,,,dani-cardenas,D. Cárdenas,G,1,185.0,197,M,965832,EUR,859507200,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Martín Pascual,,,martin-pascual,M. Pascual,D,4,190.0,39,M,947201,EUR,933724800,D,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Alfonso Espino,,,alfonso-espino,A. Espino,D,22,172.0,656,M,542634,EUR,694569600,D,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Bebé,,,bebe,Bebé,M,15,190.0,368,M,124950,EUR,647740800,F,10,10,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,José Pozo,,,jose-pozo,J. Pozo,M,14,170.0,128,M,608370,EUR,826848000,M,6,6,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Kike Pérez,,,kike-perez,K. Pérez,M,71,184.0,312,M,857178,EUR,855878400,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,home,Rayo Vallecano,Raúl de Tomás,,,raul-de-tomas,R. de Tomás,F,9,181.0,959,M,138387,EUR,782352000,F,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368684,away,Getafe,David Soria,,,david-soria,D. Soria,G,13,192.0,676,M,604258,EUR,733881600,G,13,13,False,37.0,13.0,34.0,10.0,3.0,5.0,32.0,,,11.0,1.0,90.0,40.0,7.1,24.0,0.00646945,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.7811
