match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_aerialWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_interceptionWon,stat_totalOffside,stat_totalContest,player_firstName,player_lastName,stat_bigChanceCreated,stat_aerialLost,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonContest
10382190,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,27.0,23.0,15.0,11.0,17.0,18.0,6.0,9.0,1.0,2.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,41.0,7.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10382190,home,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174,235,M,916926,EUR,998179200,D,2,2,False,45.0,42.0,4.0,3.0,26.0,26.0,17.0,23.0,4.0,,2.0,4.0,,,,,,,45.0,64.0,6.6,10.0,0,4.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10382190,home,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188,217,M,41495,EUR,673747200,D,3,3,False,100.0,92.0,16.0,13.0,49.0,52.0,43.0,48.0,5.0,3.0,4.0,,,,,,,,90.0,107.0,7.9,8.0,0,,,2.0,,,,3.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
10382190,home,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185,31,,28319,EUR,528940800,D,4,4,False,89.0,83.0,9.0,7.0,53.0,55.0,30.0,34.0,3.0,1.0,3.0,,,,,,,,90.0,95.0,7.4,6.0,0,,,2.0,,,,2.0,2.0,1.0,,2.0,,True,1.0,1.0,,,,,,,,,,
10382190,home,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,5,176,157,M,785815,EUR,739152000,D,5,5,False,85.0,74.0,11.0,10.0,41.0,42.0,33.0,48.0,3.0,1.0,9.0,,,,,,,,90.0,106.0,7.2,19.0,0,5.0,,5.0,1.0,,,,,3.0,2.0,1.0,,,1.0,,3.0,,,,,,,,,
10382190,home,Sparta Rotterdam,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,10,10,False,49.0,43.0,2.0,1.0,13.0,14.0,30.0,37.0,3.0,,3.0,1.0,,,,,,,89.0,65.0,7.6,14.0,0,2.0,,4.0,2.0,2.0,3.0,,,2.0,,,3.0,,,,,,,1.0,,,,,,
10382190,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,6,6,False,56.0,53.0,1.0,1.0,31.0,31.0,22.0,25.0,5.0,,11.0,,,,,,,,90.0,65.0,7.1,5.0,1,,,4.0,,1.0,,1.0,1.0,4.0,3.0,,,,,,1.0,,,,2.0,1.0,,,,
10382190,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,8,8,False,30.0,20.0,5.0,1.0,5.0,7.0,15.0,23.0,4.0,1.0,5.0,1.0,,,,,,,90.0,45.0,6.4,15.0,0,,,7.0,,2.0,2.0,2.0,,1.0,,,1.0,,1.0,,1.0,,,,4.0,,,,,
10382190,home,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,F,7,7,False,19.0,13.0,1.0,,5.0,5.0,9.0,17.0,1.0,,,1.0,,,,,,,57.0,32.0,6.5,11.0,1,3.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,
10382190,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,24.0,13.0,1.0,,,1.0,13.0,23.0,6.0,2.0,2.0,,,,,,,,90.0,32.0,6.8,14.0,1,,,3.0,,,1.0,6.0,,,,,1.0,,1.0,,2.0,,,,1.0,,,1.0,,
