match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_unsuccessfulTouch,stat_aerialLost,captain,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_goals
11368645,home,Almería,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,25,25,False,30.0,18.0,15.0,3.0,16.0,20.0,2.0,10.0,2.0,9.0,2.0,5.0,2.0,2.0,90.0,43.0,7.0,13.0,0.00024937,0,-0.1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368645,home,Almería,Marc Pubill,,,marc-pubill,Pubill,D,18,190,2708,M,1094106,EUR,1056067200,D,18,18,False,19.0,16.0,,,12.0,14.0,4.0,8.0,6.0,3.0,,,,,81.0,47.0,6.5,11.0,0.00217016,0,,3.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11368645,home,Almería,César Montes,,,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,22,22,False,42.0,41.0,4.0,3.0,34.0,35.0,7.0,7.0,3.0,1.0,,,,,90.0,55.0,7.1,3.0,0.00187052,2,,,2.0,4.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0673,0.3895,1.0,,,,,,,,,,,,
11368645,home,Almería,Chumi,,,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,47.0,40.0,5.0,,35.0,38.0,5.0,9.0,3.0,4.0,,,,,90.0,53.0,6.0,8.0,0.00120761,0,,,,3.0,,,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
11368645,home,Almería,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,24,24,False,28.0,20.0,4.0,3.0,17.0,21.0,3.0,8.0,1.0,2.0,,,,,90.0,45.0,6.7,9.0,0.00195582,2,,1.0,,3.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,0.0428,0.0256,,,2.0,,,,,,,,,,
11368645,home,Almería,Marcos Peña,Marcos Peña,,pena-marcos,M. Peña,M,8,180,49,M,1493216,EUR,1106352000,M,26,26,False,42.0,35.0,2.0,2.0,25.0,28.0,10.0,14.0,2.0,4.0,,,,,90.0,53.0,6.8,8.0,0.00161983,1,,,,4.0,4.0,,1.0,,1.0,1.0,2.0,1.0,,,3.0,3.0,1.0,0.0154,,,,,,,,,,,,,,
11368645,home,Almería,Lucas Robertone,,,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,44.0,39.0,5.0,2.0,25.0,26.0,14.0,18.0,1.0,6.0,,,,,90.0,59.0,7.3,6.0,0.0197808,1,,,1.0,4.0,6.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,4.0,2.0,1.0,0.0184,,2.0,,1.0,True,,,,,,,,,
11368645,home,Almería,Léo Baptistão,,,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,M,12,12,False,14.0,12.0,,,2.0,3.0,10.0,11.0,,3.0,,,,,59.0,22.0,6.6,4.0,0.0099572,1,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,0.2789,,2.0,1.0,,,1.0,2.0,,,,,,,
11368645,home,Almería,Jonathan Viera,,,jonathan-viera,J. Viera,M,21,171,424,M,129451,EUR,624931200,M,8,8,False,28.0,28.0,,,18.0,18.0,10.0,10.0,,4.0,,,,,69.0,39.0,6.5,6.0,0.129775,0,,,,6.0,4.0,1.0,3.0,,,2.0,1.0,,,,2.0,1.0,,,,2.0,2.0,1.0,,,1.0,,,,,,,
11368645,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,20.0,14.0,3.0,1.0,2.0,2.0,14.0,22.0,1.0,3.0,,,,,80.0,41.0,6.8,13.0,0.114369,3,,4.0,,7.0,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,2.0,,,0.0984,,2.0,2.0,3.0,,,,2.0,2.0,1.0,,,,
11368645,home,Almería,Anthony Lozano,,,anthony-lozano,A. Lozano,F,11,183,1489,M,169549,EUR,735696000,F,15,15,False,10.0,8.0,1.0,1.0,3.0,3.0,5.0,7.0,1.0,2.0,,,,,59.0,18.0,6.8,3.0,0.00933219,2,,,1.0,5.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,,,,2.0,0.3994,0.1702,2.0,,2.0,,1.0,2.0,,,,1.0,,,
11368645,home,Almería,Luis Javier Suárez,Luis,Javier Suárez,luis-javier-suarez,L. J. Suárez ,F,97,185,22877,M,914213,EUR,881020800,F,9,9,True,9.0,7.0,,,4.0,5.0,3.0,4.0,1.0,,,,,,31.0,15.0,6.5,5.0,0.00107245,0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,
11368645,home,Almería,Luka Romero,Luka Romero,,luka-romero,L. Romero,F,18,169,4732,M,1032022,EUR,1100736000,F,38,38,True,10.0,9.0,,,3.0,4.0,6.0,6.0,,,,,,,31.0,15.0,6.6,3.0,0.00482652,0,,,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,,lukaromero10,,
