match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_jerseyNumber,captain,stat_onTargetScoringAttempt,stat_aerialLost,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_goalAssist,stat_punches,stat_clearanceOffLine,stat_totalOffside
11171202,home,Flower City Union,Michael Mejia,Michael Mejia,,michael-mejia,M. Mejia,G,3,M,1484746,EUR,922406400.0,G,13,13,False,25.0,17.0,11.0,3.0,17.0,21.0,4.0,1.0,8.0,1.0,2.0,4.0,90.0,35.0,6.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11171202,home,Flower City Union,Malik Shaheed,Malik Shaheed,,malik-shaheed,M. Shaheed,D,0,M,1201250,EUR,884304000.0,D,20,20,False,59.0,53.0,5.0,3.0,24.0,25.0,36.0,4.0,6.0,,,,90.0,77.0,6.8,12.0,0,172.0,29.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,
11171202,home,Flower City Union,Mumbi Kwesele,,,mumbi-kwesele,M. Kwesele,M,2,M,1026475,EUR,793756800.0,D,31,31,False,69.0,65.0,4.0,3.0,44.0,46.0,25.0,,8.0,,,,90.0,80.0,7.0,6.0,1,180.0,21.0,2.0,,2.0,,,3.0,4.0,,,2.0,31,True,1.0,,,,,,,,,,,,,,
11171202,home,Flower City Union,Kyle Nelson,,,kyle-nelson,K. Nelson,D,1,M,983903,EUR,852595200.0,D,3,3,False,75.0,61.0,8.0,2.0,34.0,38.0,37.0,3.0,5.0,1.0,,,90.0,84.0,6.7,15.0,1,188.0,27.0,,1.0,3.0,1.0,,2.0,2.0,1.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,
11171202,home,Flower City Union,Noah Cavanaugh,Noah Cavanaugh,,noah-cavanaugh,N. Cavanaugh,M,10,M,1199421,EUR,808617600.0,D,17,17,False,45.0,36.0,4.0,1.0,13.0,14.0,36.0,2.0,6.0,,,,64.0,67.0,6.6,15.0,0,,24.0,5.0,,5.0,,1.0,2.0,,2.0,1.0,3.0,17,,,1.0,,,1.0,1.0,,,,,,,,,
11171202,home,Flower City Union,Oscar Sanchez,Oscar Sanchez,,oscar-sanchez,O. Sanchez,M,1,M,1484747,EUR,917049600.0,M,11,11,False,52.0,41.0,2.0,1.0,7.0,8.0,44.0,4.0,6.0,2.0,,,80.0,71.0,6.1,20.0,0,,34.0,,,9.0,1.0,4.0,1.0,,,,,,,,1.0,,1.0,,2.0,5.0,2.0,,,,,,,
11171202,home,Flower City Union,Josue Cartagena,Josue Cartagena,,josue-cartagena,J. Cartagena,M,7,M,1194261,EUR,911088000.0,M,4,4,False,89.0,80.0,15.0,13.0,31.0,34.0,59.0,4.0,10.0,3.0,,,90.0,101.0,7.2,14.0,2,173.0,49.0,4.0,1.0,4.0,1.0,,,,,,3.0,17,,,,2.0,1.0,,1.0,,,,,,,,,
11171202,home,Flower City Union,Stephen Elias,,,stephen-elias,S. Elias,D,1,M,882310,EUR,864086400.0,M,23,23,False,48.0,34.0,5.0,2.0,8.0,8.0,41.0,3.0,7.0,1.0,,,90.0,67.0,8.7,19.0,3,177.0,26.0,1.0,,2.0,,1.0,1.0,2.0,1.0,,1.0,,,2.0,,,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,,
11171202,home,Flower City Union,Frederick Opoku,,,frederick-opoku,F. Opoku,M,1,M,882301,EUR,874627200.0,F,19,19,False,31.0,25.0,,,3.0,4.0,32.0,3.0,5.0,,,,90.0,51.0,6.8,15.0,2,,23.0,5.0,,3.0,,1.0,,1.0,3.0,3.0,1.0,19,,,,,1.0,1.0,2.0,1.0,,2.0,,,,,,
11171202,home,Flower City Union,Alioune Diakhate,,,alioune-diakhate,A. Diakhate,F,1,M,983768,EUR,765936000.0,F,9,9,False,33.0,29.0,,,3.0,3.0,30.0,,1.0,,,,90.0,42.0,7.4,6.0,3,180.0,26.0,,,2.0,,1.0,,,,,2.0,,,2.0,,1.0,1.0,,1.0,,,,1.0,,,,,
