match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_dispossessed,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceCreated
11451057,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,34.0,26.0,18.0,10.0,19.0,20.0,7.0,14.0,1.0,9.0,2.0,90.0,40.0,6.9,8.0,0.00200106,0,-0.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Mehmet Aydın,mehmet-aydin,M. Aydın,M,8,180,343,M,980632,EUR,1013212800,D,50,50,False,,40.0,35.0,5.0,2.0,27.0,27.0,8.0,16.0,4.0,3.0,,89.0,66.0,7.4,10.0,0.0250636,1,,,,3.0,1.0,3.0,4.0,11.0,1.0,6.0,3.0,1.0,2.0,4.0,0.0208,1.0,,,,,,,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,2,2,False,,81.0,75.0,3.0,,60.0,63.0,15.0,18.0,5.0,1.0,,82.0,87.0,6.5,6.0,0.00361633,0,,,,,1.0,2.0,3.0,3.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,82.0,73.0,9.0,4.0,54.0,55.0,19.0,28.0,1.0,7.0,,90.0,92.0,7.5,10.0,0.0275635,0,,,,1.0,1.0,3.0,1.0,6.0,,1.0,1.0,,2.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,False,,31.0,26.0,2.0,1.0,16.0,19.0,10.0,16.0,1.0,8.0,,90.0,50.0,6.8,11.0,0.0182158,0,,,,4.0,1.0,2.0,2.0,3.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,41.0,30.0,2.0,,10.0,15.0,20.0,26.0,2.0,5.0,,90.0,52.0,6.9,12.0,0.0261646,0,,,,,1.0,4.0,5.0,8.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,5,5,False,,28.0,23.0,3.0,2.0,14.0,14.0,9.0,14.0,1.0,,,45.0,41.0,6.7,8.0,0.00924996,0,,,,,,2.0,6.0,6.0,,,,1.0,3.0,,,,4.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183,12626,M,593526,EUR,801705600,M,29,29,False,,30.0,24.0,1.0,,9.0,12.0,15.0,20.0,2.0,7.0,,90.0,45.0,6.8,14.0,0.0368946,1,,,,2.0,,1.0,2.0,4.0,,2.0,1.0,4.0,,,0.0163,1.0,1.0,,,2.0,1.0,,nicolas_pepe19,1.0,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,26.0,20.0,1.0,,8.0,8.0,12.0,19.0,1.0,5.0,,90.0,40.0,6.6,11.0,0.00733012,0,,,,1.0,1.0,1.0,6.0,6.0,,3.0,2.0,2.0,1.0,,,,3.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11451057,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,26.0,20.0,4.0,2.0,10.0,10.0,10.0,19.0,,3.0,,69.0,37.0,6.8,11.0,0.139736,2,,,,3.0,,,3.0,2.0,,,,1.0,2.0,1.0,0.0675,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
