match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_totalOffside,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
12437829,home,Osasuna,Sergio Herrera,sergio-herrera,S. Herrera,G,1,192,995,M,294377,EUR,736646400,G,1,1,False,True,26.0,18.0,19.0,11.0,0.0,9.0,10.0,9.0,16.0,1.0,13.0,3.0,3.0,90.0,39.0,7.3,8.0,0.00283585,0,-0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437829,home,Osasuna,Jesús Areso,jesus-areso,J. Areso,D,12,183,656,M,910267,EUR,930873600,D,12,12,False,,31.0,28.0,2.0,2.0,0.0,8.0,10.0,23.0,28.0,4.0,4.0,,,90.0,67.0,6.8,19.0,0.166606,0,,,,7.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437829,home,Osasuna,Flavien Boyomo,boyomo-flavien,F. Boyomo,D,22,181,2526,M,1067582,EUR,1002412800,D,22,22,False,,47.0,43.0,5.0,3.0,0.0,22.0,24.0,21.0,23.0,3.0,4.0,,,90.0,62.0,7.2,7.0,0.0141129,0,,,,,,,2.0,5.0,2.0,1.0,1.0,1.0,,,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,
12437829,home,Osasuna,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,24,24,False,,51.0,44.0,11.0,6.0,0.0,25.0,26.0,19.0,25.0,9.0,1.0,,,90.0,68.0,7.2,9.0,0.00976448,2,,,,,,,,5.0,,,,2.0,,,5.0,,,,,1.0,2.0,0.298,,,,,,,,,,,
12437829,home,Osasuna,Juan Cruz,juan-cruz,J. Cruz,D,3,180,216,M,897902,EUR,712281600,D,3,3,False,,24.0,22.0,1.0,1.0,0.0,11.0,12.0,11.0,13.0,2.0,2.0,,,45.0,40.0,6.7,5.0,0.0121762,0,,,,1.0,,,2.0,1.0,,,,1.0,,,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,
12437829,home,Osasuna,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,8,8,False,,18.0,15.0,3.0,2.0,0.0,7.0,7.0,8.0,11.0,,2.0,,,45.0,21.0,6.4,4.0,0.0141285,0,,,,,,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,
12437829,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,,56.0,43.0,4.0,1.0,0.0,20.0,25.0,23.0,31.0,1.0,7.0,,,90.0,70.0,7.1,16.0,0.0508301,0,,,,,,2.0,7.0,13.0,,,,3.0,3.0,1.0,5.0,,,5.0,3.0,,,,2.0,,3.0,,,,,,,,
12437829,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,,39.0,31.0,4.0,2.0,0.0,9.0,10.0,25.0,35.0,1.0,4.0,,,81.0,60.0,6.8,15.0,0.170655,3,,,,6.0,3.0,1.0,8.0,3.0,1.0,1.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,,1.0,0.0903,2.0,,1.0,1.0,1.0,0.0454,,,,,
12437829,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,10,10,False,,30.0,28.0,,,0.0,9.0,9.0,19.0,26.0,,4.0,,,90.0,59.0,7.0,15.0,0.0593863,2,,,,5.0,,2.0,9.0,10.0,2.0,3.0,1.0,3.0,,1.0,3.0,,,1.0,1.0,,,0.1167,3.0,,6.0,,2.0,,,,,,
12437829,home,Osasuna,Rubén García,ruben-garcia,R. García,M,14,171,1085,M,260031,EUR,742608000,M,14,14,False,,29.0,25.0,2.0,2.0,1.0,6.0,6.0,21.0,28.0,1.0,1.0,,,75.0,49.0,7.6,11.0,0.362857,1,,,,5.0,2.0,1.0,1.0,3.0,,,,3.0,,3.0,,,,3.0,3.0,,,0.0474,,,,,1.0,,2.0,,,,
12437829,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,,19.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,15.0,,3.0,,,90.0,31.0,6.7,17.0,0.0111073,1,,,,,,5.0,10.0,7.0,1.0,3.0,,3.0,1.0,,7.0,,,,,,,0.0092,,1.0,,1.0,,0.0094,,budimir_ante,,,
12437829,home,Osasuna,Abel Bretones,abel-bretones,A. Bretones,D,23,188,428,M,1010165,EUR,966816000,M,23,23,True,,21.0,15.0,6.0,1.0,0.0,8.0,10.0,7.0,15.0,1.0,5.0,,,45.0,34.0,6.5,12.0,0.00933132,0,,,,4.0,,,2.0,4.0,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,,
12437829,home,Osasuna,Raúl García de Haro,raul-garcia-de-haro,R. García,F,9,192,691,M,997280,EUR,973209600,F,9,9,True,,6.0,4.0,1.0,,0.0,,1.0,5.0,7.0,,1.0,,,45.0,14.0,7.1,6.0,0.0150489,2,,,,2.0,1.0,2.0,5.0,2.0,,2.0,1.0,2.0,,,1.0,,,,,,,0.1674,2.0,,,1.0,1.0,0.1883,,,1.0,,
12437829,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,True,,5.0,3.0,,,0.0,1.0,1.0,2.0,7.0,,,,,15.0,13.0,6.6,7.0,0.00488771,1,,,,3.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.0337,,,,,1.0,,,,,,
12437829,home,Osasuna,Iker Muñoz,iker-munoz,I. Muñoz,M,8,179,228,M,1119586,EUR,1036454400,M,18,18,True,,12.0,11.0,2.0,1.0,0.0,3.0,3.0,8.0,9.0,1.0,,,,9.0,13.0,6.7,1.0,0.0093314,0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
