match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,captain,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceMissed
10434030,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,34.0,21.0,17.0,4.0,17.0,18.0,4.0,16.0,4.0,2.0,3.0,90.0,40.0,5.8,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434030,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,43.0,31.0,5.0,,15.0,18.0,17.0,28.0,6.0,,,90.0,67.0,6.0,19.0,0,66,3.0,1.0,4.0,2.0,8.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
10434030,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,48.0,37.0,6.0,3.0,25.0,30.0,12.0,18.0,9.0,,,90.0,69.0,6.9,13.0,1,3,,,2.0,2.0,6.0,7.0,1.0,2.0,,3.0,1.0,5.0,4.0,1.0,,1.0,6.0,,,,,,,,,,,,,,,
10434030,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,37.0,31.0,1.0,,23.0,23.0,8.0,15.0,3.0,,,90.0,49.0,6.6,8.0,0,21,1.0,,1.0,5.0,3.0,9.0,,,,1.0,1.0,2.0,2.0,2.0,,,2.0,True,1.0,2.0,,,,,,,,,,,,
10434030,home,İstanbulspor,Adi Mehremić,adi-mehremic,A. Mehremić,D,188,26,M,152110,EUR,704246400,D,88,88,False,48.0,35.0,7.0,3.0,27.0,35.0,8.0,13.0,7.0,,,87.0,57.0,6.7,14.0,0,4,,,3.0,1.0,4.0,4.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
10434030,home,İstanbulspor,Tuncer Duhan Aksu,tuncer-duhan-aksu,T. D. Aksu,D,183,18,M,893007,EUR,873936000,D,3,3,False,42.0,33.0,5.0,,13.0,18.0,20.0,27.0,6.0,,,90.0,71.0,6.0,17.0,0,3,3.0,,,,3.0,2.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
10434030,home,İstanbulspor,Jason Lokilo,jason-lokilo,J. Lokilo,M,175,218,M,818036,EUR,905990400,M,70,70,False,34.0,26.0,3.0,,11.0,12.0,16.0,25.0,6.0,,,90.0,53.0,7.3,19.0,1,98,3.0,1.0,,,7.0,5.0,,3.0,6.0,,,,,1.0,1.0,,,,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,,,,,
10434030,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,53.0,41.0,6.0,2.0,24.0,29.0,17.0,25.0,10.0,,,90.0,76.0,7.0,19.0,1,24,1.0,,1.0,3.0,7.0,7.0,3.0,2.0,1.0,2.0,,3.0,2.0,,4.0,1.0,4.0,,3.0,1.0,,,,1.0,,,,,,,,
10434030,home,İstanbulspor,Mahamadou Ba,ba-mahamadou,M. Ba,M,175,115,M,994029,EUR,937872000,M,12,12,False,52.0,40.0,5.0,3.0,22.0,25.0,18.0,27.0,13.0,,,90.0,61.0,6.1,14.0,0,12,,,2.0,2.0,9.0,7.0,4.0,1.0,,2.0,,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,,,,
10434030,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,14.0,11.0,2.0,1.0,,1.0,11.0,13.0,4.0,,,71.0,25.0,7.5,4.0,2,27,,,2.0,1.0,3.0,6.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,1.0,2.0,,,1.0,,,2.0,1.0,,,,,
10434030,home,İstanbulspor,Emeka Eze,emeka-eze,E. Eze,F,185,146,M,877235,EUR,843696000,F,90,90,False,23.0,14.0,2.0,2.0,7.0,8.0,7.0,15.0,3.0,,,90.0,48.0,6.8,19.0,3,90,,,3.0,3.0,7.0,13.0,1.0,1.0,5.0,,1.0,2.0,1.0,,,2.0,,,7.0,5.0,,,3.0,,,,,1.0,,,,
10434030,home,İstanbulspor,Jetmir Topalli,jetmir-topalli,J. Topalli,M,180,102,M,987126,EUR,886809600,F,98,98,True,6.0,5.0,,,,,5.0,7.0,,,,19.0,9.0,6.5,3.0,0,98,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,
10434030,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,M,10,10,True,8.0,7.0,,,3.0,4.0,4.0,4.0,1.0,,,11.0,9.0,6.4,1.0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434030,home,İstanbulspor,Alp Arda,alp-arda,A. Arda,G,192,35,M,999485,EUR,802483200,G,59,59,True,,,,,,,,,,,,,,,,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434030,home,İstanbulspor,Oğuzhan Berber,oguzhan-berber,O. Berber,D,176,11,M,148926,EUR,702864000,D,13,13,True,,,,,,,,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
