match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_outfielderBlock,stat_wonTackle,captain,stat_aerialWon,stat_challengeLost,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_goals,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceCreated
12476535,home,Charlton Athletic,William Mannion,william-mannion,W. Mannion,G,25,186,26,M,848457,EUR,894326400,G,25,25,False,21.0,15.0,9.0,3.0,0.0,13.0,13.0,2.0,8.0,9.0,1.0,5.0,5.0,90.0,37.0,7.7,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Tennai Watson,tennai-watson,T. Watson,D,27,183,29,M,838703,EUR,857433600,D,27,27,False,9.0,7.0,,,0.0,6.0,7.0,1.0,3.0,3.0,,,,76.0,27.0,6.6,6.0,0,,,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Rarmani Edmonds-Green,rarmani-edmonds-green,R. Edmonds-Green,D,18,181,98,M,943073,EUR,916272000,D,23,23,False,23.0,15.0,7.0,2.0,0.0,12.0,16.0,3.0,8.0,4.0,,,,66.0,39.0,6.6,12.0,0,,,1.0,3.0,5.0,1.0,1.0,3.0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Lloyd Jones,lloyd-jones,L. Jones,D,5,190,87,M,1096460,EUR,813024000,D,5,5,False,57.0,49.0,9.0,5.0,0.0,40.0,43.0,9.0,14.0,2.0,,,,90.0,70.0,7.2,8.0,0,,,,,2.0,3.0,,3.0,3.0,,,1.0,,1.0,,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Macaulay Gillesphey,macaulay-gillesphey,M. Gillesphey,D,3,180,49,M,814577,EUR,817171200,D,3,3,False,51.0,39.0,17.0,9.0,0.0,26.0,28.0,13.0,23.0,6.0,,,,90.0,67.0,7.3,13.0,1,,,,1.0,3.0,6.0,,,2.0,4.0,,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Thierry Small,small-thierry,T. Small,M,26,183,203,M,1100606,EUR,1091318400,D,26,26,False,18.0,11.0,2.0,,0.0,8.0,12.0,6.0,17.0,4.0,,,,90.0,45.0,6.4,18.0,1,,,11.0,2.0,8.0,2.0,1.0,4.0,,2.0,1.0,3.0,,,,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Conor Coventry,conor-coventry,C. Coventry,M,6,177,316,M,931257,EUR,953942400,M,6,6,False,49.0,41.0,10.0,5.0,0.0,19.0,22.0,22.0,29.0,4.0,,,,90.0,60.0,6.8,11.0,1,,,2.0,1.0,7.0,3.0,,,2.0,2.0,1.0,3.0,,1.0,2.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Luke Berry,luke-berry,L. Berry,M,8,177,74,M,97465,EUR,710899200,M,8,8,False,5.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,,,66.0,14.0,6.5,5.0,3,,,1.0,1.0,7.0,2.0,2.0,,,1.0,1.0,4.0,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,
12476535,home,Charlton Athletic,Karoy Anderson,karoy-anderson,K. Anderson,M,23,180,189,M,1400998,EUR,1096588800,M,18,18,False,21.0,16.0,1.0,1.0,0.0,8.0,9.0,8.0,13.0,3.0,,,,66.0,27.0,6.8,7.0,0,Karoy Anderson,,1.0,1.0,4.0,5.0,,,,,,2.0,,,,,3.0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,
12476535,home,Charlton Athletic,Daniel Kanu,daniel-kanu,D. Kanu,F,15,181,213,M,1182579,EUR,1100390400,F,29,29,False,10.0,7.0,1.0,1.0,0.0,1.0,2.0,6.0,8.0,1.0,,,,90.0,17.0,6.8,6.0,0,Daniel Kanu,,,3.0,5.0,6.0,,,,,2.0,1.0,,,,,2.0,,1.0,,3.0,,2.0,1.0,,,,,,,,,,,,
