match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_accurateCross,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_hitWoodwork
13473350,home,Corinthians,Matheus Donelli,matheus-donelli,M. Donelli,G,32,187,3371,M,1002609,EUR,1021593600,G,32,32,False,23.0,15.0,10.0,4.0,0.0,12.0,15.0,3.0,8.0,1.0,1.0,9.0,1.0,2.0,3.0,3.0,1.0,90.0,38.0,7.5,9.0,0.00083351,0,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,931540,EUR,968371200,D,2,2,False,45.0,37.0,1.0,1.0,0.0,18.0,19.0,19.0,26.0,3.0,,1.0,1.0,,,,,90.0,63.0,6.7,11.0,0.0283218,0,,mateuzinhoo,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,148155,EUR,698198400,D,5,5,False,63.0,61.0,5.0,4.0,0.0,41.0,41.0,20.0,22.0,5.0,6.0,2.0,1.0,,,,,90.0,74.0,7.4,2.0,0.00867883,1,,,,1.0,1.0,,,,,,2.0,,True,2.0,1.0,1.0,0.0415,1.0,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,881848,EUR,852940800,D,3,3,False,51.0,46.0,6.0,4.0,0.0,34.0,36.0,12.0,15.0,1.0,5.0,5.0,,,,,,90.0,60.0,7.2,6.0,0.00704374,1,,felix_torres,,,,,,,,1.0,1.0,,,,1.0,,0.0207,,,,1.0,,,,,,,,,,,,,
13473350,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,981703,EUR,925776000,D,21,21,False,38.0,35.0,1.0,1.0,0.0,11.0,13.0,24.0,25.0,2.0,1.0,6.0,,,,,,90.0,58.0,7.1,10.0,0.0756957,0,,,1.0,1.0,4.0,,1.0,,,1.0,2.0,2.0,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,
13473350,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,115182,EUR,676857600,M,19,19,False,39.0,37.0,5.0,4.0,0.0,17.0,19.0,20.0,20.0,,,2.0,,,,,,45.0,45.0,6.8,3.0,0.070272,0,,18andrecarrillo,1.0,1.0,5.0,,,1.0,,3.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,
13473350,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,27.0,23.0,,,0.0,11.0,12.0,12.0,15.0,3.0,1.0,1.0,1.0,,,,,75.0,33.0,6.7,5.0,0.00605765,0,,R14niele,,1.0,4.0,,1.0,,,,1.0,2.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
13473350,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,1199261,EUR,1108857600,M,27,27,False,57.0,53.0,4.0,4.0,0.0,23.0,24.0,30.0,33.0,8.0,1.0,5.0,4.0,,,,,90.0,72.0,7.1,7.0,0.0281081,0,,BrenoBidon,,1.0,6.0,,2.0,1.0,1.0,1.0,2.0,3.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
13473350,home,Corinthians,Igor Coronado,igor-coronado,I. Coronado,M,77,170,5336,M,152098,EUR,714096000,M,77,77,False,48.0,42.0,2.0,1.0,0.0,13.0,13.0,29.0,35.0,3.0,,2.0,1.0,,,,,75.0,66.0,6.4,18.0,0.158191,1,,igor_coronado,3.0,,7.0,,3.0,4.0,,,2.0,,,,,1.0,0.0677,,,,2.0,,,1.0,,,,,,,,,,
13473350,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,905463,EUR,984873600,F,9,9,False,18.0,15.0,,,1.0,5.0,5.0,10.0,13.0,1.0,,2.0,1.0,,,,,89.0,21.0,7.9,4.0,0.0500254,1,,yurialberto,,1.0,4.0,1.0,,1.0,,,,1.0,,,,,0.3088,1.0,,,,,,,1.0,1.0,1.0,1.0,0.7804,,,,,
13473350,home,Corinthians,Memphis Depay,memphis-depay,M. Depay,F,10,176,75964,M,138833,EUR,761097600,F,10,10,False,26.0,22.0,1.0,1.0,1.0,5.0,6.0,17.0,20.0,4.0,,3.0,3.0,,,,,90.0,44.0,8.2,15.0,0.341333,2,,Memphis,1.0,1.0,6.0,,1.0,4.0,1.0,,,1.0,,,,,0.604,2.0,,,6.0,,,,1.0,2.0,1.0,,0.556,1.0,,,,
13473350,home,Corinthians,José Martínez,jose-martinez,J. Martínez,M,70,177,7398,M,979325,EUR,776217600,M,70,70,True,20.0,18.0,1.0,1.0,0.0,8.0,8.0,10.0,12.0,2.0,1.0,2.0,2.0,,,,,45.0,28.0,6.3,5.0,0.00572813,0,,elBrujo,1.0,1.0,7.0,2.0,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,
13473350,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,831778,EUR,868924800,M,7,7,True,17.0,16.0,,,0.0,10.0,10.0,6.0,7.0,,,1.0,,,,,,15.0,17.0,6.6,1.0,0.0194379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,1197041,EUR,710208000,F,11,11,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,,,,,15.0,8.0,6.6,5.0,0.0254863,0,,ÁRomero,1.0,,4.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,
13473350,home,Corinthians,Héctor Hernández,hector-hernandez,H. Hernández,F,22,180,2848,M,352448,EUR,811036800,F,22,22,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,,,,,8.0,4.0,6.5,1.0,0.00133508,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Felipe Longo,felipe-longo,F. Longo,G,40,189,2226,M,1485272,EUR,1109980800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Hugo,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473350,home,Corinthians,Léo Mana,leo-mana,L. Mana,D,33,179,2313,M,1170769,EUR,1081209600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
