match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_keyPass,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonContest,player_sofascoreId,stat_totalOffside,stat_punches,stat_goals,stat_goalAssist,stat_bigChanceCreated
10388498,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,19.0,7.0,15.0,3.0,4.0,6.0,3.0,13.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.1,14.0,0.0,0.0,0.00043503,0,-1.0653,,,,,,,,,,,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Peter Pekarík,peter-pekarik,P. Pekarík,D,22,176,250,M,36949,EUR,531014400,D,2,2,False,23.0,16.0,2.0,,10.0,13.0,6.0,13.0,1.0,2.0,5.0,,1.0,3.0,,,,,,,77.0,40.0,6.7,10.0,0.0,0.0,0.00220875,0,,Peter,Pekarík,3.0,2.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,False,46.0,38.0,5.0,1.0,33.0,38.0,5.0,8.0,6.0,8.0,7.0,,7.0,5.0,,,,,,,90.0,61.0,6.6,9.0,0.0,0.0,0.0201039,0,,,,,4.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,58.0,43.0,11.0,2.0,32.0,36.0,11.0,22.0,2.0,6.0,11.0,1.0,6.0,7.0,2.0,,,,,,90.0,76.0,6.9,18.0,0.077,0.0,0.00295738,1,,,,,9.0,,2.0,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,
10388498,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,D,21,21,False,53.0,37.0,12.0,2.0,11.0,14.0,27.0,48.0,,1.0,5.0,,3.0,4.0,1.0,,,,,,90.0,84.0,6.8,28.0,0.0,0.0,0.181057,0,,,,9.0,2.0,,,,2.0,2.0,1.0,,,True,1.0,1.0,,,,,,,,,,
10388498,home,Hertha BSC,Jean-Paul Boëtius,jean-paul-boetius,J. Boëtius,M,,178,281,M,138830,EUR,764294400,M,10,10,False,23.0,18.0,3.0,1.0,11.0,13.0,7.0,10.0,1.0,2.0,4.0,,,6.0,2.0,,,,,,69.0,34.0,6.7,7.0,0.0,0.0,0.0355448,0,,,,,,,,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,
10388498,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,46.0,29.0,11.0,4.0,15.0,20.0,14.0,27.0,,4.0,3.0,2.0,2.0,9.0,,,,,,,90.0,67.0,6.4,22.0,0.134,0.0828,0.0548027,2,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,
10388498,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,41.0,29.0,4.0,2.0,7.0,8.0,22.0,33.0,1.0,6.0,10.0,1.0,2.0,9.0,3.0,,,,,,90.0,65.0,6.5,19.0,0.0251,0.0,0.0966456,1,,,,,4.0,,,2.0,2.0,1.0,,,2.0,,,,5.0,,1.0,1.0,,,,,,
10388498,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,False,31.0,22.0,3.0,1.0,6.0,9.0,19.0,25.0,1.0,3.0,4.0,1.0,,7.0,2.0,,,,,,90.0,43.0,7.0,12.0,0.0,0.0,0.216551,0,,,,3.0,,,,,,,1.0,,2.0,,3.0,2.0,2.0,,,2.0,DLukebakio,1.0,,,,
10388498,home,Hertha BSC,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,18,18,False,12.0,8.0,,,1.0,1.0,7.0,11.0,1.0,4.0,4.0,1.0,,,1.0,,,,,,61.0,17.0,6.7,7.0,0.0447,0.0,0.0832284,1,,,,,3.0,,,,,,2.0,1.0,2.0,,,1.0,,,,,,1.0,,,,
10388498,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,F,23,23,False,29.0,21.0,2.0,1.0,8.0,9.0,15.0,24.0,1.0,8.0,8.0,3.0,2.0,6.0,,,,,,,90.0,64.0,7.2,22.0,0.1495,0.1689,0.172952,4,,,,4.0,2.0,2.0,,,4.0,1.0,,3.0,6.0,,2.0,1.0,4.0,1.0,,2.0,,,,,,
10388498,home,Hertha BSC,Jessic Ngankam,ngankam-jessic,J. Ngankam,F,24,180,394,M,906276,EUR,964051200,F,24,24,True,5.0,3.0,,,1.0,2.0,2.0,3.0,3.0,7.0,3.0,2.0,,1.0,1.0,,,,,,29.0,17.0,6.4,8.0,0.0,0.0,0.00620132,0,,,,,,,,,1.0,,,,2.0,,,,3.0,,,1.0,,1.0,,,,
10388498,home,Hertha BSC,Florian Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,341,M,156146,EUR,656726400,F,7,7,True,2.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,21.0,3.0,6.7,1.0,0.0285,0.0464,0.222001,1,,Florian,Niederlechner,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
10388498,home,Hertha BSC,Kevin-Prince Boateng,kevin-prince-boateng,K. Boateng,M,,186,1651,,8713,EUR,541987200,M,27,27,True,7.0,6.0,,,3.0,3.0,3.0,6.0,1.0,2.0,,,,,,,,,,,13.0,13.0,6.5,4.0,0.0,0.0,0.00360508,0,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,
10388498,home,Hertha BSC,Tjark Ernst,tjark-ernst,T. Ernst,G,1,193,378,M,1019319,EUR,1047686400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Márton Dárdai,marton-dardai,M. Dárdai,D,31,186,1095,M,980618,EUR,1013472000,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Julian Eitschberger,eitschberger-julian,J. Eitschberger,M,2,179,99,M,1201926,EUR,1078444800,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388498,home,Hertha BSC,Ivan Šunjić,ivan-sunjic,I. Šunjić,M,26,185,1157,M,283833,EUR,844819200,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
