match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_challengeLost,stat_totalTackle,player_lastName,player_jerseyNumber,stat_shotOffTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_wonTackle,stat_fouls,captain,stat_keyPass,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_ownGoals,stat_goals
10406983,home,RFC Seraing,Valentin Guillaume,,valentin-guillaume,V. Guillaume,M,183,14,M,1134596,EUR,987465600,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
10406983,home,RFC Seraing,Sérgio Conceição,,sergio-conceicao,S. Conceição,M,180,141,M,1010877,EUR,847756800,D,35,35,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
10406983,away,Standard Liège,Arnaud Bodart,,bodart-arnaud,A. Bodart,G,184,413,M,878898,EUR,889574400,G,16,16,False,17.0,17.0,3.0,3.0,17.0,17.0,,,,,,6.0,,,90.0,22.0,6.5,,0,,,,,,,,,,,,16,,,,,,,,,,,,,1.0,1.0,,,
10406983,away,Standard Liège,Noë Dussenne,,noe-dussenne,N. Dussenne,D,191,108,M,115569,EUR,702604800,D,6,6,False,62.0,43.0,11.0,2.0,26.0,34.0,17.0,28.0,2.0,6.0,4.0,9.0,,,90.0,77.0,6.8,23.0,0,,3.0,6.0,,,,,,2.0,4.0,,3,,2.0,1.0,3.0,,True,1.0,,,1.0,,,,,,,
10406983,away,Standard Liège,Merveille Bokadi,,merveille-bokadi,M. Bokadi,D,186,291,M,867193,EUR,832636800,D,20,20,False,57.0,51.0,,,41.0,46.0,10.0,11.0,3.0,4.0,3.0,9.0,,,90.0,68.0,7.1,7.0,1,,,1.0,,,1.0,3.0,,,1.0,,21,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,
10406983,away,Standard Liège,Konstantinos Laifis,,konstantinos-laifis,K. Laifis,D,186,339,M,97061,EUR,737769600,D,34,34,False,62.0,54.0,5.0,3.0,31.0,34.0,23.0,29.0,1.0,1.0,2.0,3.0,,,90.0,70.0,6.4,10.0,1,1.0,3.0,4.0,,,,2.0,,,,,34,1.0,,1.0,,,,,,,,1.0,,,,,,
10406983,away,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,180,286,M,880762,EUR,905299200,M,13,13,False,27.0,22.0,2.0,2.0,10.0,11.0,13.0,18.0,,1.0,2.0,7.0,,,90.0,45.0,7.0,9.0,1,2.0,1.0,4.0,,1.0,,,,,1.0,,13,,2.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,,
10406983,away,Standard Liège,William Balikwisha,,william-balikwisha,W. Balikwisha,M,174,684,M,943881,EUR,926467200,M,22,22,False,32.0,28.0,2.0,2.0,18.0,20.0,10.0,12.0,,7.0,,7.0,2.0,,85.0,52.0,6.7,9.0,0,,,5.0,1.0,,,1.0,,3.0,5.0,,21,,3.0,1.0,3.0,,,,,,,,,,,,1.0,
10406983,away,Standard Liège,Steven Alzate,,steven-alzate,S. Alzate,M,177,698,M,871822,EUR,905212800,M,14,14,False,83.0,71.0,8.0,3.0,36.0,37.0,35.0,46.0,1.0,8.0,,12.0,1.0,,90.0,104.0,6.8,19.0,1,,1.0,8.0,3.0,,,,,1.0,5.0,,7,1.0,3.0,2.0,4.0,2.0,,2.0,1.0,,,,,,,,,
10406983,away,Standard Liège,Aron Dønnum,,aron-donnum,A. Dønnum,M,179,644,M,863133,EUR,893030400,M,11,11,False,22.0,18.0,1.0,,3.0,3.0,16.0,25.0,,1.0,,2.0,,,60.0,49.0,7.6,10.0,3,6.0,,,,2.0,,,1.0,,1.0,,15,,,,1.0,,,2.0,,1.0,1.0,,1.0,,,,,1.0
10406983,away,Standard Liège,Cihan Çanak,Cihan Canak,cihan-canak,C. Çanak,M,175,582,M,1127335,EUR,1106524800,F,61,61,False,25.0,12.0,3.0,1.0,2.0,2.0,11.0,27.0,,10.0,,7.0,3.0,,90.0,53.0,7.2,23.0,2,4.0,,7.0,8.0,2.0,,,,,3.0,,99,,1.0,1.0,2.0,2.0,,3.0,4.0,1.0,,1.0,,,,,,
10406983,away,Standard Liège,Stipe Perica,,stipe-perica,S. Perica,F,192,362,M,284845,EUR,805075200,F,28,28,False,11.0,8.0,,,1.0,1.0,7.0,10.0,,1.0,,1.0,1.0,,60.0,17.0,6.5,5.0,1,,3.0,5.0,,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,
10406983,away,Standard Liège,Philip Zinckernagel,,philip-zinckernagel,P. Zinckernagel,F,175,1060,M,328247,EUR,787536000,F,77,77,False,36.0,22.0,1.0,1.0,3.0,3.0,21.0,41.0,1.0,9.0,1.0,3.0,1.0,,90.0,67.0,7.7,28.0,3,8.0,2.0,7.0,3.0,,,,,,6.0,,11,3.0,5.0,1.0,2.0,3.0,,3.0,1.0,2.0,1.0,,,,,,,
10406983,away,Standard Liège,Jacob Barrett Laursen,,jacob-barrett-laursen,J. B. Laursen,D,179,64,M,149592,EUR,785030400,D,38,38,True,14.0,8.0,2.0,,5.0,6.0,3.0,11.0,1.0,2.0,,3.0,1.0,,30.0,28.0,6.5,11.0,1,3.0,,1.0,,1.0,,,,,,,7,,2.0,,,1.0,,,,,,,,,,,,
10406983,away,Standard Liège,Noah Ohio,Noah Ohio,noah-ohio,N. Ohio,F,185,960,M,1100456,EUR,1042675200,F,10,10,True,3.0,2.0,,,,,2.0,3.0,,1.0,,1.0,,,30.0,10.0,6.4,5.0,2,,,5.0,,1.0,,,,,1.0,,39,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,
10406983,away,Standard Liège,Gojko Cimirot,,gojko-cimirot,G. Cimirot,M,178,253,M,116604,EUR,724723200,M,8,8,True,13.0,11.0,2.0,1.0,6.0,7.0,5.0,6.0,,,,2.0,,,15.0,13.0,6.5,2.0,0,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,
10406983,away,Standard Liège,Laurent Henkinet,,laurent-henkinet,L. Henkinet,G,189,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406983,away,Standard Liège,Lucas Noubi,Lucas Noubi,lucas-noubi,L. Noubi,D,184,322,M,1127337,EUR,1105747200,D,51,51,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
10406983,away,Standard Liège,Filippo Melegoni,,melegoni-filippo,F. Melegoni,M,186,102,M,795056,EUR,919296000,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
10406983,away,Standard Liège,Osher Davida,Osher,davida-osher,O. Davida,M,175,194,M,1004222,EUR,982454400,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Davida,77,,,,,,,,,,,,,,,,,
