match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_goals
12499463,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,23.0,14.0,17.0,8.0,0.0,8.0,9.0,6.0,14.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,90.0,32.0,7.2,9.0,0.0079536,0,0.3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,45.0,31.0,13.0,6.0,0.0,18.0,24.0,15.0,23.0,3.0,3.0,5.0,,,,,,90.0,56.0,6.8,14.0,0.117849,0,,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,3,3,False,43.0,33.0,7.0,2.0,0.0,26.0,30.0,7.0,13.0,6.0,5.0,7.0,1.0,,,,,90.0,53.0,6.4,11.0,0.00430414,1,,,,1.0,4.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,0.0841,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,42.0,32.0,6.0,3.0,0.0,25.0,29.0,7.0,13.0,9.0,8.0,3.0,,,,,,90.0,60.0,7.5,11.0,0.00789303,0,,,,2.0,5.0,2.0,,,,,,,1.0,,,,,2.0,4.0,3.0,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,46.0,34.0,3.0,1.0,0.0,17.0,20.0,17.0,27.0,5.0,,6.0,,,,,,90.0,71.0,7.0,19.0,0.344348,1,,1.0,,,2.0,4.0,,1.0,2.0,1.0,1.0,,,1.0,0.0663,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,
12499463,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,44.0,33.0,3.0,2.0,0.0,13.0,17.0,20.0,28.0,8.0,,11.0,2.0,,,,,90.0,57.0,7.0,13.0,0.0148552,0,,1.0,,6.0,4.0,10.0,,,,,,,1.0,1.0,,,,,3.0,2.0,3.0,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,48.0,41.0,6.0,4.0,0.0,15.0,15.0,28.0,38.0,4.0,1.0,6.0,1.0,,,,,89.0,72.0,7.3,19.0,0.391513,4,,5.0,2.0,1.0,,7.0,,3.0,3.0,1.0,2.0,,3.0,2.0,0.2571,,,,2.0,1.0,,3.0,,1.0,1.0,1.0,0.2891,,,,
12499463,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,36.0,29.0,,,0.0,7.0,10.0,23.0,29.0,4.0,2.0,1.0,1.0,,,,,68.0,53.0,6.6,10.0,0.0976107,0,,3.0,1.0,1.0,3.0,5.0,,1.0,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,32.0,24.0,3.0,2.0,1.0,6.0,8.0,20.0,33.0,6.0,,4.0,2.0,,,,,90.0,65.0,7.7,26.0,0.314629,0,,9.0,2.0,1.0,,8.0,,3.0,6.0,2.0,,,3.0,,,,,,2.0,2.0,,3.0,,2.0,,,,,,,
12499463,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,36.0,28.0,2.0,1.0,0.0,7.0,8.0,22.0,32.0,3.0,1.0,3.0,,,,,,68.0,51.0,6.7,14.0,0.0456973,0,,4.0,1.0,,2.0,3.0,1.0,,1.0,,,,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,18.0,15.0,2.0,1.0,0.0,6.0,6.0,9.0,13.0,2.0,,2.0,,,,,,83.0,33.0,6.3,10.0,0.0180512,5,,1.0,,1.0,1.0,4.0,,,3.0,1.0,5.0,,3.0,1.0,1.3517,,,,,,,,1.0,,,,,True,2.0,,
12499463,home,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,D,22,22,True,12.0,8.0,1.0,,0.0,2.0,3.0,6.0,9.0,2.0,1.0,,,,,,,22.0,22.0,6.8,8.0,0.141129,1,,,,,,3.0,1.0,1.0,2.0,,,,,1.0,0.0203,Nikolas Veratschnig,,,2.0,1.0,,,,,1.0,,0.0601,,,1.0,
12499463,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,2.0,2.0,,,0.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,22.0,12.0,7.3,5.0,0.0004054,1,,2.0,,,3.0,,,,,,,,3.0,,0.0819,Nelson Weiper,,,,,,,,,1.0,,0.544,,,,1.0
12499463,home,1. FSV Mainz 05,Armindo Sieb,armindo-sieb,A. Sieb,F,11,180,600,M,1005834,EUR,1045440000,F,11,11,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,12.0,5.0,6.3,3.0,0.00033249,0,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Hyun-Seok Hong,hyun-seok-hong,H. Hong,M,24,177,1224,M,942937,EUR,929491200,M,14,14,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Maxim Leitsch,maxim-leitsch,M. Leitsch,D,5,188,95,M,842869,EUR,895449600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,380,M,848458,EUR,900633600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Thomas Dähne,thomas-dahne,T. Dähne,G,21,193,74,M,126346,EUR,757641600,G,21,21,False,40.0,21.0,28.0,9.0,0.0,15.0,16.0,6.0,24.0,,3.0,13.0,,,1.0,2.0,1.0,90.0,54.0,6.8,19.0,0.0015827,0,-0.1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Timo Becker,timo-becker,T. Becker,D,5,186,174,M,814735,EUR,859248000,D,17,17,False,29.0,21.0,7.0,3.0,0.0,19.0,22.0,2.0,7.0,7.0,6.0,4.0,1.0,,,,,90.0,49.0,7.2,8.0,0.0115391,0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,4.0,3.0,,,,,,,,True,,,
12499463,away,Holstein Kiel,David Zec,zec-david,D. Zec,D,26,185,265,M,887911,EUR,947030400,D,26,26,False,32.0,25.0,1.0,1.0,0.0,21.0,24.0,4.0,8.0,3.0,7.0,5.0,,,,,,90.0,46.0,6.4,8.0,0.00337032,0,,,,2.0,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,,
12499463,away,Holstein Kiel,Marco Komenda,marco-komenda,M. Komenda,D,3,187,42,M,579260,EUR,848966400,D,3,3,False,38.0,24.0,10.0,2.0,0.0,18.0,25.0,7.0,14.0,2.0,5.0,,,,,,,90.0,48.0,6.5,15.0,0.00541864,0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
12499463,away,Holstein Kiel,Lasse Rosenboom,lasse-rosenboom,L. Rosenboom,M,23,190,90,M,980616,EUR,1011398400,M,23,23,False,17.0,12.0,2.0,1.0,1.0,4.0,5.0,9.0,13.0,8.0,2.0,3.0,1.0,,,,,90.0,38.0,7.2,10.0,0.0192542,1,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,4.0,1.0,0.2106,,,,3.0,2.0,,1.0,,,1.0,,0.1963,,1.0,,
12499463,away,Holstein Kiel,Armin Gigović,armin-gigovic,A. Gigović,M,37,187,1508,M,988893,EUR,1018051200,M,37,37,False,22.0,17.0,4.0,2.0,0.0,12.0,12.0,5.0,11.0,5.0,2.0,7.0,2.0,,,,,82.0,41.0,6.5,12.0,0.0162039,1,,1.0,,1.0,1.0,3.0,,,3.0,2.0,,,4.0,,0.1094,,,,,,,1.0,,,1.0,,0.3215,,1.0,,
12499463,away,Holstein Kiel,Nicolai Remberg,nicolai-remberg,N. Remberg,M,21,187,305,M,1064305,EUR,961372800,M,22,22,False,27.0,16.0,7.0,1.0,0.0,7.0,11.0,9.0,16.0,8.0,2.0,5.0,2.0,,,,,90.0,42.0,6.4,15.0,0.00893177,0,,,,6.0,4.0,12.0,3.0,1.0,2.0,,,,1.0,1.0,,,,1.0,2.0,,3.0,1.0,,,,,,,,,
12499463,away,Holstein Kiel,John Tolkin,john-tolkin,J. Tolkin,M,47,170,602,M,1015186,EUR,1028073600,M,47,47,False,35.0,25.0,7.0,1.0,0.0,15.0,18.0,12.0,23.0,4.0,4.0,2.0,,,,,,76.0,66.0,6.7,21.0,0.131558,0,,6.0,2.0,1.0,,4.0,,1.0,1.0,,,,1.0,1.0,,,,,4.0,3.0,,1.0,,,,,,,,,
12499463,away,Holstein Kiel,Steven Skrzybski,steven-skrzybski,S. Skrzybski,F,7,173,278,M,122573,EUR,722044800,F,7,7,False,21.0,17.0,2.0,1.0,0.0,4.0,4.0,13.0,18.0,2.0,1.0,1.0,1.0,,,,,76.0,35.0,6.9,8.0,0.671665,1,,1.0,,,,4.0,1.0,2.0,2.0,1.0,1.0,,,1.0,0.0871,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,
12499463,away,Holstein Kiel,Alexander Bernhardsson,alexander-bernhardsson,A. Bernhardsson,F,11,184,445,M,980916,EUR,905126400,F,11,11,False,13.0,8.0,,,0.0,2.0,2.0,6.0,11.0,3.0,1.0,1.0,,,,,,68.0,31.0,7.2,11.0,0.0636721,1,,,,6.0,,10.0,,,3.0,2.0,,,3.0,1.0,0.0227,,,,1.0,1.0,,2.0,,,1.0,,0.4793,,,1.0,1.0
12499463,away,Holstein Kiel,Shuto Machino,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,False,30.0,21.0,3.0,2.0,0.0,13.0,15.0,8.0,15.0,8.0,1.0,7.0,4.0,,,,,90.0,51.0,7.4,15.0,0.0151435,4,,,,6.0,3.0,8.0,,,1.0,1.0,1.0,,4.0,1.0,0.3013,,,,,,1.0,,,,2.0,1.0,0.3148,,,,
12499463,away,Holstein Kiel,Magnus Knudsen,magnus-knudsen,M. Knudsen,M,4,175,118,M,977919,EUR,992563200,M,24,24,True,7.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0,5.0,,1.0,2.0,,,,,,22.0,13.0,6.1,5.0,0.461205,1,,1.0,1.0,1.0,,5.0,,1.0,2.0,,,,,1.0,0.0275,,,,,,1.0,,,,,1.0,,,,,
12499463,away,Holstein Kiel,Finn Porath,finn-porath,F. Porath,M,27,179,117,M,789714,EUR,856656000,M,8,8,True,1.0,,1.0,,0.0,,,,3.0,2.0,1.0,,,,,,,14.0,5.0,6.6,3.0,,0,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
12499463,away,Holstein Kiel,Phil Harres,phil-harres,P. Harres,F,19,193,415,M,1121902,EUR,1017014400,F,19,19,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,14.0,5.0,6.8,1.0,0.00033151,1,,,,,1.0,,1.0,,,,1.0,,1.0,,0.1907,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Lewis Holtby,lewis-holtby,L. Holtby,M,90,176,208,M,1135884,EUR,653616000,M,10,10,True,1.0,1.0,,,0.0,,,1.0,2.0,2.0,,,,,,,,8.0,6.0,6.7,3.0,0.00121694,0,,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,Lewis,Holtby,,1.0,1.0,,,,,,,,,,,
12499463,away,Holstein Kiel,Marcel Engelhardt,marcel-engelhardt,M. Engelhardt,G,31,191,25,M,126531,EUR,733968000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Carl Johansson,carl-johansson,C. Johansson,D,5,185,82,M,347116,EUR,769651200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Marko Ivezić,marko-ivezic,M. Ivezić,D,6,191,161,M,1105869,EUR,1007251200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Max Geschwill,geschwill-max,M. Geschwill,D,28,182,46,M,963073,EUR,994464000,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499463,away,Holstein Kiel,Fiete Arp,jann-fiete-arp,F. Arp,F,7,186,976,M,877837,EUR,947116800,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
