match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_wonContest,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,captain,stat_punches
11067270,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,16.0,14.0,6.0,4.0,13.0,13.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,90.0,23.0,6.2,2.0,0.0,0.0,0.0165822,0,-0.8618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067270,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,51.0,48.0,4.0,3.0,17.0,17.0,31.0,36.0,1.0,,,,,,55.0,70.0,6.5,9.0,0.3337,0.8083,0.0425943,1,,,,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11067270,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,59.0,54.0,5.0,2.0,32.0,34.0,22.0,26.0,5.0,,,,,,90.0,71.0,7.5,6.0,0.1192,0.5041,0.0121568,2,,,,1.0,4.0,5.0,7.0,1.0,1.0,,2.0,,,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,
11067270,home,Atlético Mineiro,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,34,34,False,71.0,66.0,3.0,3.0,31.0,33.0,35.0,38.0,10.0,,,,,,90.0,80.0,7.3,6.0,0.0785,0.1552,0.0752985,2,,,,,2.0,3.0,4.0,,,,1.0,1.0,,,1.0,1.0,,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11067270,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,D,44,44,False,52.0,43.0,4.0,1.0,12.0,15.0,31.0,39.0,5.0,,,,,,72.0,72.0,7.3,12.0,0.0496,0.3739,0.071101,2,,Rubens,,2.0,3.0,2.0,7.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,4.0,2.0,3.0,1.0,,,1.0,,,,,,,,
11067270,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,69.0,62.0,1.0,,20.0,20.0,42.0,50.0,6.0,,,,,,90.0,88.0,6.3,14.0,0.2019,0.0,0.0694242,4,,,,1.0,1.0,7.0,3.0,2.0,1.0,,,,3.0,,3.0,,1.0,,,,1.0,,,2.0,3.0,,3.0,1.0,,,,,
11067270,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,81.0,73.0,5.0,4.0,19.0,20.0,55.0,62.0,8.0,,,,,,83.0,87.0,6.8,8.0,0.0598,0.0,0.147337,1,,,,1.0,,3.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,
11067270,home,Atlético Mineiro,Hyoran,hyoran,Hyoran,M,19,174,485,M,551348,EUR,738288000,M,20,20,False,25.0,20.0,2.0,2.0,6.0,8.0,18.0,26.0,3.0,,,,,,72.0,53.0,7.7,18.0,0.1072,0.0,0.663357,1,,,,9.0,2.0,9.0,7.0,1.0,7.0,,,,4.0,,3.0,1.0,3.0,,,,2.0,1.0,,,,,5.0,1.0,4.0,2.0,,,
11067270,home,Atlético Mineiro,Cristian Pavón,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,F,9,9,False,48.0,41.0,1.0,,11.0,12.0,30.0,43.0,7.0,,,,,,83.0,76.0,7.1,16.0,0.0761,0.0,0.0154064,2,,,,7.0,1.0,3.0,8.0,1.0,4.0,,,,,1.0,,,3.0,,,,3.0,2.0,,1.0,1.0,,1.0,1.0,,,,,
11067270,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,21.0,11.0,3.0,1.0,1.0,2.0,13.0,28.0,2.0,,,,,,90.0,63.0,7.2,28.0,0.1958,0.7083,0.200942,6,,,,9.0,,13.0,8.0,,3.0,,3.0,,2.0,5.0,2.0,1.0,3.0,,,,,,,10.0,2.0,,4.0,1.0,3.0,,Hulk,True,
